ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,target
1980,0.308,0.809,0.338,0.462,0.141,0.611,0.248,0.413,0.772,0.522,11.658
1981,0.929,0.773,0.296,0.655,0.722,0.873,0.579,0.007,0.352,0.428,18.951
1982,0.604,0.182,0.592,0.151,0.236,0.512,0.517,0.436,0.456,0.818,6.184
1983,0.28,0.651,0.281,0.434,0.405,0.201,0.711,0.06,0.676,0.039,13.858
1984,0.192,0.683,0.75,0.735,0.466,0.538,0.074,0.668,0.346,0.251,15.569
1985,0.129,0.905,0.84,0.604,0.386,0.418,0.153,0.479,0.623,0.968,13.653
1986,0.479,0.737,0.767,0.465,0.98,0.441,0.889,0.767,0.552,0.386,20.217
1987,0.228,0.636,0.354,0.022,0.997,0.868,0.216,0.183,0.54,0.776,8.775
1988,0.993,0.639,0.443,0.581,0.59,0.268,0.228,0.92,0.588,0.267,17.944
1989,0.305,0.306,0.132,0.572,0.617,0.356,0.68,0.33,0.11,0.604,14.28
1990,0.492,0.095,0.804,0.504,0.939,0.822,0.731,0.437,0.396,0.358,14.21
1991,0.244,0.434,0.899,0.545,0.473,0.061,0.097,0.843,0.708,0.205,15.074
1992,0.408,0.672,0.597,0.92,0.854,0.754,0.547,0.88,0.91,0.897,21.16
1993,0.229,0.218,0.872,0.861,0.229,0.134,0.989,0.401,0.798,0.31,13.986
1994,0.795,0.104,0.911,0.155,0.761,0.755,0.879,0.535,0.784,0.229,11.837
1995,0.503,0.782,0.128,0.071,0.588,0.911,0.294,0.284,0.008,0.429,16.915
1996,0.608,0.433,0.813,0.72,0.128,0.007,0.431,0.975,0.461,0.942,16.975
1997,0.549,0.79,0.666,0.102,0.998,0.762,0.612,0.217,0.264,0.86,16.486
1998,0.891,0.563,0.053,0.133,0.005,0.669,0.271,0.937,0.225,0.84,15.664
1999,0.981,0.222,0.612,0.42,0.109,0.836,0.53,0.136,0.752,0.939,10.573
2000,0.743,0.306,0.898,0.785,0.202,0.422,0.409,0.583,0.284,0.417,17.879
2001,0.257,0.715,0.425,0.131,0.076,0.305,0.547,0.287,0.795,0.584,7.877
2002,0.045,0.318,0.372,0.183,0.41,0.629,0.435,0.907,0.393,0.024,3.497
2003,0.3,0.206,0.675,0.35,0.791,0.848,0.992,0.583,0.474,0.521,8.515
2004,0.299,0.953,0.638,0.358,0.869,0.536,0.697,0.09,0.946,0.915,15.888
2005,0.733,0.897,0.7,0.796,0.339,0.604,0.804,0.396,0.89,0.842,18.315
2006,0.14,0.224,0.382,0.865,0.489,0.318,0.605,0.546,0.203,0.751,11.972
2007,0.408,0.633,0.269,0.216,0.727,0.498,0.93,0.585,0.667,0.429,14.891
2008,0.471,0.733,0.686,0.836,0.765,0.102,0.418,0.164,0.892,0.251,21.104
2009,0.339,0.334,0.463,0.204,0.82,0.009,0.079,0.546,0.375,0.959,9.872
2010,0.689,0.169,0.224,0.858,0.378,0.693,0.536,0.447,0.184,0.253,15.779
2011,0.116,0.696,0.567,0.011,0.588,0.644,0.326,0.487,0.153,0.062,6.674
2012,0.026,0.04,0.951,0.84,0.999,0.236,0.265,0.757,0.653,0.996,16.026
2013,0.501,0.758,0.212,0.838,0.683,0.811,0.923,0.13,0.699,0.351,22.203
2014,0.441,0.938,0.528,0.185,0.274,0.19,0.459,0.606,0.27,0.842,11.542
2015,0.553,0.106,0.442,0.303,0.493,0.472,0.172,0.602,0.7,0.109,7.702
2016,0.058,0.934,0.266,0.403,0.245,0.238,0.133,0.713,0.931,0.642,8.041
2017,0.993,0.795,0.851,0.55,0.328,0.29,0.621,0.444,0.416,0.953,16.413
2018,0.289,0.105,0.457,0.866,0.343,0.593,0.597,0.751,0.36,0.216,10.409
2019,0.85,0.518,0.34,0.25,0.305,0.192,0.307,0.07,0.696,0.29,12.956
2020,0.279,0.296,0.913,0.2,0.345,0.07,0.635,0.295,0.786,0.546,12.257
2021,0.511,0.912,0.384,0.156,0.151,0.193,0.526,0.491,0.292,0.432,12.791
2022,0.992,0.533,0.625,0.729,0.531,0.397,0.415,0.642,0.713,0.986,19.931
2023,0.163,0.258,0.944,0.368,0.301,0.248,0.756,0.561,0.361,0.831,12.213
2024,0.282,0.451,0.985,0.399,0.929,0.327,0.198,0.786,0.259,0.481,17.381
2025,0.484,0.229,0.574,0.614,0.432,0.478,0.111,0.118,0.244,0.846,9.973
2026,0.957,0.428,0.6,0.467,0.504,0.032,0.015,0.513,0.678,0.687,17.528
2027,0.034,0.897,0.95,0.269,0.493,0.809,0.923,0.059,0.759,0.011,10.67
2028,0.947,0.442,0.921,0.322,0.642,0.078,0.449,0.27,0.13,0.489,18.861
2029,0.421,0.901,0.08,0.55,0.38,0.335,0.607,0.507,0.28,0.199,19.213
2030,0.575,0.377,0.372,0.202,0.844,0.052,0.296,0.437,0.787,0.743,14.317
2031,0.676,0.715,0.57,0.207,0.898,0.977,0.382,0.201,0.885,0.106,15.531
2032,0.386,0.157,0.188,0.985,0.906,0.259,0.472,0.028,0.48,0.036,18.412
2033,0.404,0.83,0.358,0.389,0.682,0.719,0.111,0.788,0.293,0.187,15.971
2034,0.369,0.312,0.418,0.651,0.377,0.794,0.59,0.427,0.669,0.037,11.348
2035,0.912,0.986,0.226,0.846,0.168,0.476,0.367,0.082,0.498,0.702,12.482
2036,0.221,0.706,0.257,0.072,0.39,0.981,0.096,0.2,0.105,0.893,9.817
2037,0.021,0.671,0.811,0.03,0.864,0.417,0.417,0.606,0.462,0.54,8.949
2038,0.438,0.476,0.397,0.469,0.295,0.75,0.868,0.314,0.737,0.066,12.59
2039,0.713,0.935,0.027,0.895,0.189,0.87,0.686,0.7,0.794,0.67,21.477
2040,0.668,0.996,0.459,0.946,0.749,0.132,0.314,0.763,0.458,0.303,20.892
2041,0.754,0.09,0.315,0.382,0.771,0.558,0.669,0.497,0.35,0.796,10.232
2042,0.705,0.835,0.044,0.683,0.41,0.365,0.971,0.372,0.847,0.572,24.58
2043,0.399,0.345,0.505,0.285,0.537,0.723,0.403,0.579,0.801,0.308,9.709
2044,0.889,0.132,0.858,0.999,0.993,0.43,0.395,0.237,0.299,0.089,20.321
2045,0.668,0.818,0.016,0.598,0.304,0.671,0.523,0.412,0.745,0.628,20.84
2046,0.83,0.37,0.793,0.274,0.381,0.294,0.618,0.602,0.901,0.957,14.699
2047,0.495,0.838,0.177,0.347,0.991,0.643,0.616,0.086,0.819,0.81,21.088
2048,0.942,0.931,0.493,0.221,0.534,0.346,0.558,0.904,0.541,0.311,7.985
2049,0.584,0.815,0.264,0.413,0.2,0.246,0.518,0.462,0.759,0.962,16.333
2050,0.603,0.403,0.211,0.866,0.205,0.082,0.716,0.427,0.124,0.434,19.299
2051,0.562,0.202,0.664,0.708,0.158,0.279,0.022,0.489,0.727,0.299,14.136
2052,0.744,0.599,0.297,0.261,0.916,0.296,0.943,0.197,0.703,0.658,16.283
2053,0.494,0.152,0.209,0.276,0.314,0.793,0.709,0.004,0.53,0.144,8.232
2054,0.051,0.155,0.648,0.525,0.234,0.434,0.511,0.231,0.341,0.087,7.898
2055,0.808,0.941,0.453,0.341,0.604,0.232,0.3,0.634,0.414,0.464,13.365
2056,0.963,0.258,0.523,0.486,0.215,0.789,0.261,0.519,0.775,0.267,12.839
2057,0.817,0.56,0.606,0.759,0.562,0.632,0.525,0.374,0.941,0.075,18.772
2058,0.785,0.279,0.921,0.629,0.07,0.118,0.795,0.341,0.543,0.347,20.168
2059,0.206,0.418,0.253,0.075,0.213,0.24,0.599,0.636,0.462,0.824,5.039
2060,0.026,0.505,0.43,0.125,0.505,0.346,0.103,0.669,0.604,0.421,4.465
2061,0.306,0.958,0.483,0.357,0.945,0.352,0.654,0.945,0.671,0.111,15.951
2062,0.369,0.562,0.448,0.555,0.272,0.222,0.854,0.902,0.412,0.436,12.028
2063,0.301,0.229,0.416,0.13,0.224,0.749,0.867,0.745,0.247,0.835,4.265
2064,0.775,0.882,0.825,0.816,0.302,0.471,0.771,0.92,0.473,0.02,20.629
2065,0.231,0.269,0.019,0.546,0.841,0.243,0.082,0.926,0.164,0.407,16.123
2066,0.822,0.755,0.203,0.74,0.043,0.042,0.524,0.98,0.527,0.507,19.076
2067,0.203,0.451,0.275,0.996,0.713,0.334,0.46,0.852,0.189,0.44,18.286
2068,0.36,0.41,0.872,0.146,0.077,0.153,0.985,0.933,0.237,0.131,9.468
2069,0.893,0.581,0.531,0.063,0.382,0.437,0.832,0.657,0.211,0.414,13.1
2070,0.016,0.361,0.819,0.269,0.497,0.348,0.757,0.692,0.647,0.236,7.617
2071,0.823,0.972,0.537,0.196,0.402,0.835,0.57,0.769,0.235,0.77,11.023
2072,0.303,0.631,0.118,0.664,0.984,0.513,0.463,0.747,0.709,0.1,18.55
2073,0.454,0.407,0.484,0.69,0.214,0.414,0.212,0.532,0.705,0.646,13.604
2074,0.911,0.271,0.171,0.142,0.135,0.769,0.145,0.241,0.311,0.983,9.503
2075,0.47,0.908,0.097,0.014,0.604,0.319,0.272,0.487,0.301,0.653,16.579
2076,0.571,0.18,0.876,0.57,0.788,0.547,0.914,0.612,0.019,0.179,15.046
2077,0.672,0.634,0.027,0.147,0.193,0.519,0.153,0.665,0.403,0.328,15.652
2078,0.713,0.394,0.448,0.089,0.023,0.17,0.38,0.122,0.661,0.692,8.112
2079,0.264,0.985,0.279,0.636,0.465,0.304,0.708,0.789,0.228,0.448,16.021
2080,0.451,0.324,0.677,0.798,0.802,0.833,0.324,0.923,0.985,0.315,17.285
2081,0.086,0.227,0.506,0.557,0.366,0.835,0.795,0.044,0.393,0.615,8.245
2082,0.397,0.556,0.157,0.679,0.997,0.16,0.05,0.463,0.274,0.931,20.401
2083,0.2,0.373,0.308,0.763,0.777,0.207,0.351,0.768,0.918,0.184,14.868
2084,0.622,0.089,0.789,0.579,0.97,0.94,0.16,0.891,0.349,0.205,12.932
2085,0.118,0.632,0.503,0.818,0.81,0.605,0.757,0.571,0.662,0.968,14.745
2086,0.102,0.319,0.873,0.377,0.203,0.295,0.84,0.396,0.881,0.231,10.168
2087,0.918,0.445,0.925,0.542,0.982,0.605,0.927,0.239,0.924,0.186,25.119
2088,0.246,0.756,0.722,0.93,0.201,0.312,0.669,0.115,0.645,0.112,17.176
2089,0.234,0.414,0.234,0.951,0.219,0.294,0.787,0.856,0.956,0.556,16.323
2090,0.132,0.7,0.554,0.082,0.148,0.072,0.219,0.162,0.268,0.594,2.743
2091,0.694,0.458,0.175,0.026,0.285,0.516,0.131,0.832,0.609,0.337,11.969
2092,0.429,0.891,0.672,0.709,0.554,0.691,0.022,0.065,0.528,0.1,20.303
2093,0.073,0.501,0.776,0.658,0.511,0.568,0.834,0.668,0.867,0.006,11.808
2094,0.984,0.226,0.995,0.6,0.586,0.367,0.487,0.293,0.777,0.494,21.682
2095,0.12,0.545,0.55,0.441,0.795,0.224,0.018,0.219,0.475,0.961,11.144
2096,0.104,0.606,0.363,0.311,0.325,0.851,0.601,0.869,0.72,0.853,7.845
2097,0.907,0.474,0.514,0.011,0.386,0.902,0.286,0.816,0.16,0.449,10.496
2098,0.1,0.671,0.149,0.875,0.815,0.383,0.082,0.64,0.428,0.146,16.344
2099,0.876,0.791,0.918,0.415,0.84,0.217,0.658,0.891,0.95,0.945,19.649
2100,0.781,0.859,0.028,0.198,0.742,0.754,0.664,0.412,0.542,0.753,18.352
2101,0.325,0.451,0.521,0.223,0.216,0.623,0.02,0.141,0.634,0.536,8.61
2102,0.474,0.272,0.893,0.191,0.445,0.885,0.282,0.051,0.392,0.216,10.716
2103,0.304,0.957,0.722,0.78,0.909,0.08,0.908,0.771,0.16,0.946,22.524
2104,0.806,0.063,0.436,0.848,0.387,0.632,0.379,0.476,0.547,0.72,11.41
2105,0.238,0.622,0.731,0.601,0.915,0.982,0.6,0.533,0.952,0.656,17.324
2106,0.523,0.907,0.724,0.746,0.382,0.329,0.803,0.314,0.651,0.9,19.258
2107,0.727,0.744,0.42,0.582,0.979,0.608,0.996,0.233,0.931,0.03,18.354
2108,0.399,0.083,0.588,0.293,0.172,0.542,0.946,0.495,0.386,0.67,4.651
2109,0.539,0.261,0.474,0.633,0.345,0.789,0.402,0.472,0.009,0.17,11.889
2110,0.362,0.332,0.121,0.142,0.988,0.031,0.56,0.488,0.039,0.337,13.484
2111,0.381,0.843,0.784,0.037,1.0,0.767,0.361,0.881,0.558,0.596,14.377
2112,0.151,0.616,0.201,0.884,0.09,0.346,0.438,0.818,0.268,0.166,14.504
2113,0.186,0.083,0.527,0.065,0.309,0.985,0.417,1.0,0.062,0.33,1.867
2114,0.269,0.037,0.216,0.375,0.221,0.286,0.625,0.015,0.676,0.847,7.825
2115,0.802,0.545,0.958,0.053,0.924,0.47,0.598,0.508,0.972,0.454,18.872
2116,0.501,0.313,0.645,0.076,0.975,0.011,0.441,0.528,0.523,0.28,10.48
2117,0.595,0.781,0.415,0.333,0.237,0.828,0.505,0.823,0.033,0.29,15.376
2118,0.338,0.961,0.639,0.235,0.072,0.44,0.287,0.086,0.502,0.302,11.381
2119,0.524,0.595,0.267,0.904,0.467,0.373,0.27,0.757,0.451,0.039,20.532
2120,0.678,0.557,0.798,0.963,0.392,0.682,0.874,0.412,0.946,0.698,22.034
2121,0.441,0.583,0.069,0.414,0.876,0.906,0.221,0.348,0.806,0.836,20.706
2122,0.867,0.508,0.676,0.318,0.495,0.614,0.283,0.847,0.304,0.214,15.178
2123,0.774,0.161,0.753,0.936,0.836,0.054,0.691,0.618,0.248,0.824,17.933
2124,0.818,0.803,0.127,0.697,0.976,0.26,0.759,0.612,0.032,0.293,24.187
2125,0.65,0.22,0.86,0.987,0.669,0.611,0.915,0.805,0.637,0.598,20.49
2126,0.453,0.286,0.625,0.14,0.719,0.448,0.284,0.477,0.358,0.082,8.869
2127,0.563,0.338,0.567,0.536,0.306,0.876,0.076,0.032,0.449,0.248,12.669
2128,0.937,0.012,0.626,0.673,0.337,0.646,0.904,0.058,0.827,0.13,7.439
2129,0.824,0.795,0.74,0.461,0.094,0.487,0.21,0.171,0.532,0.257,15.329
2130,0.835,0.775,0.159,0.111,0.536,0.435,0.279,0.8,0.927,0.597,13.881
2131,0.107,0.012,0.223,0.377,0.127,0.084,0.065,0.663,0.605,0.265,5.866
2132,0.498,0.98,0.313,0.02,0.603,0.464,0.314,0.854,0.385,0.81,13.624
2133,0.176,0.308,0.932,0.218,0.867,0.427,0.748,0.167,0.965,0.212,12.046
2134,0.396,0.446,0.236,0.432,0.74,0.853,0.618,0.161,0.029,0.033,13.042
2135,0.964,0.068,0.084,0.55,0.227,0.572,0.657,0.519,0.896,0.823,12.065
2136,0.535,0.934,0.937,0.263,0.71,0.088,0.888,0.179,0.626,0.338,19.903
2137,0.421,0.883,0.065,0.084,0.891,0.287,0.629,0.1,0.466,0.654,19.038
2138,0.538,0.93,0.855,0.96,0.755,0.134,0.363,0.202,0.522,0.365,25.949
2139,0.918,0.387,0.439,0.336,0.84,0.112,0.937,0.082,0.563,0.164,18.415
2140,0.42,0.379,0.612,0.243,0.619,0.532,0.259,0.072,0.685,0.011,9.71
2141,0.197,0.19,0.803,0.61,0.875,0.022,0.311,0.879,0.324,0.63,12.822
2142,0.314,0.283,0.35,0.253,0.343,0.604,0.031,0.526,0.644,0.718,6.962
2143,0.164,0.576,0.828,0.796,0.31,0.99,0.749,0.316,0.102,0.883,15.775
2144,0.212,0.095,0.017,0.615,0.737,0.375,0.732,0.173,0.401,0.061,14.425
2145,0.861,0.538,0.878,0.528,0.836,0.352,0.35,0.876,0.061,0.818,21.643
2146,0.07,0.59,0.274,0.588,0.45,0.611,0.629,0.857,0.117,0.493,11.484
2147,0.759,0.208,0.93,0.854,0.199,0.871,0.829,0.891,0.282,0.633,16.329
2148,0.371,0.826,0.31,0.073,0.324,0.695,0.238,0.523,0.941,0.569,12.677
2149,0.843,0.58,0.345,0.147,0.29,0.797,0.22,0.562,0.114,0.996,14.27
2150,0.511,0.21,0.985,0.502,0.241,0.715,0.281,0.702,0.603,0.683,14.813
2151,0.556,0.324,0.152,0.346,0.513,0.97,0.39,0.621,0.192,0.715,15.901
2152,0.031,0.524,0.606,0.517,0.795,0.46,0.074,0.685,0.627,0.545,10.095
2153,0.124,0.548,0.718,0.077,0.334,0.49,0.144,0.831,0.746,0.944,4.493
2154,0.183,0.979,0.155,0.183,0.896,0.76,0.308,0.124,0.4,0.599,15.084
2155,0.711,0.722,0.771,0.554,0.505,0.563,0.443,0.252,0.128,0.866,21.508
2156,0.27,0.609,0.719,0.976,0.265,0.567,0.656,0.691,0.298,0.223,18.584
2157,0.006,0.008,0.928,0.717,0.218,0.959,0.686,0.093,0.522,0.709,11.695
2158,0.473,0.452,0.71,0.632,0.71,0.345,0.994,0.194,0.946,0.269,15.849
2159,0.483,0.55,0.442,0.766,0.876,0.611,0.576,0.077,0.509,0.78,21.086
2160,0.691,0.729,0.143,0.757,0.839,0.738,0.119,0.104,0.877,0.445,23.0
2161,0.563,0.628,0.014,0.299,0.125,0.387,0.419,0.271,0.814,0.154,18.275
2162,0.219,0.901,0.725,0.714,0.69,0.178,0.631,0.268,0.833,0.506,17.977
2163,0.456,0.522,0.554,0.225,0.241,0.39,0.808,0.689,0.727,0.694,9.971
2164,0.224,0.155,0.7,0.906,0.009,0.359,0.08,0.73,0.376,0.852,10.634
2165,0.6,0.484,0.534,0.966,0.048,0.631,0.685,0.438,0.123,0.092,16.382
2166,0.099,0.737,0.934,0.265,0.241,0.236,0.313,0.007,0.23,0.773,10.833
2167,0.729,0.612,0.04,0.418,0.841,0.013,0.954,0.644,0.461,0.168,24.214
2168,0.177,0.664,0.459,0.812,0.707,0.794,0.114,0.013,0.493,0.327,16.971
2169,0.223,0.284,0.602,0.393,0.032,0.742,0.807,0.853,0.895,0.609,6.114
2170,0.149,0.419,0.881,0.039,0.966,0.912,0.01,0.571,0.076,0.944,8.945
2171,0.027,0.113,0.775,0.15,0.006,0.641,0.916,0.222,0.649,0.49,3.357
2172,0.707,0.076,0.832,0.303,0.066,0.944,0.132,0.956,0.547,0.444,6.59
2173,0.165,0.83,0.001,0.675,0.719,0.09,0.358,0.724,0.221,0.523,19.564
2174,0.385,0.177,0.587,0.664,0.495,0.315,0.937,0.232,0.155,0.628,12.338
2175,0.665,0.983,0.549,0.646,0.656,0.295,0.086,0.63,0.99,0.31,21.515
2176,0.133,0.511,0.426,0.163,0.587,0.275,0.358,0.842,0.423,0.065,7.606
2177,0.726,0.674,0.169,0.558,0.541,0.043,0.9,0.025,0.721,0.919,22.74
2178,0.58,0.308,0.071,0.376,0.495,0.42,0.056,0.227,0.855,0.374,14.234
2179,0.202,0.665,0.791,0.515,0.686,0.823,0.101,0.557,0.741,0.173,15.98
2180,0.791,0.65,0.032,0.509,0.079,0.167,0.258,0.798,0.455,0.419,20.898
2181,0.319,0.309,0.224,0.255,0.37,0.925,0.846,0.337,0.478,0.84,8.689
2182,0.126,0.028,0.121,0.753,0.679,0.823,0.636,0.36,0.344,0.613,13.817
2183,0.475,0.956,0.208,0.113,0.873,0.276,0.084,0.037,0.408,0.224,17.453
2184,0.301,0.479,0.328,0.01,0.041,0.556,0.275,0.163,0.11,0.193,4.705
2185,0.394,0.706,0.923,0.724,0.66,0.083,0.488,0.439,0.709,0.312,21.634
2186,0.652,0.067,0.137,0.003,0.952,0.742,0.052,0.549,0.109,0.822,8.703
2187,0.051,0.188,0.906,0.117,0.55,0.326,0.82,0.283,0.764,0.106,8.032
2188,0.736,0.646,0.838,0.619,0.676,0.145,0.707,0.314,0.795,0.844,20.762
2189,0.946,0.698,0.557,0.75,0.784,0.877,0.126,0.411,0.273,0.493,19.081
2190,0.725,0.99,0.343,0.88,0.119,0.927,0.993,0.175,0.481,0.413,16.846
2191,0.843,0.629,0.841,0.307,0.934,0.345,0.881,0.372,0.797,0.789,21.164
2192,0.116,0.209,0.126,0.512,0.532,0.006,0.963,0.171,0.284,0.157,13.649
2193,0.742,0.869,0.649,0.157,0.385,0.522,0.43,0.899,0.154,0.795,11.666
2194,0.172,0.903,0.693,0.661,0.317,0.05,0.235,0.861,0.689,0.731,14.225
2195,0.804,0.345,0.163,0.155,0.01,0.505,0.129,0.852,0.723,0.845,11.533
2196,0.21,0.141,0.958,0.706,0.028,0.104,0.136,0.97,0.936,0.007,12.362
2197,0.961,0.25,0.764,0.311,0.599,0.985,0.896,0.807,0.521,0.094,13.609
2198,0.578,0.654,0.104,0.897,0.881,0.426,0.197,0.014,0.574,0.181,24.876
2199,0.956,0.573,0.662,0.823,0.561,0.938,0.036,0.227,0.704,0.501,22.49
2200,0.068,0.426,0.091,0.447,0.278,0.457,0.66,0.019,0.964,0.084,10.742
2201,0.845,0.526,0.82,0.159,0.809,0.699,0.998,0.61,0.226,0.071,19.283
2202,0.329,0.452,0.815,0.476,0.543,0.406,0.88,0.406,0.893,0.391,15.119
2203,0.515,0.814,0.949,0.193,0.21,0.616,0.299,0.478,0.859,0.5,17.313
2204,0.321,0.177,0.182,0.495,0.975,0.678,0.517,0.317,0.153,0.915,14.249
2205,0.765,0.788,0.161,0.561,0.235,0.819,0.535,0.675,0.61,0.388,19.609
2206,0.633,0.631,0.792,0.875,0.459,0.628,0.873,0.115,0.522,0.605,22.377
2207,0.831,0.464,0.611,0.888,0.598,0.317,0.366,0.63,0.382,0.393,23.313
2208,0.51,0.717,0.141,0.508,0.562,0.685,0.207,0.93,0.169,0.573,19.743
2209,0.346,0.357,0.434,0.763,0.547,0.868,0.639,0.363,0.969,0.625,13.575
2210,0.564,0.379,0.35,0.248,0.102,0.637,0.741,0.885,0.559,0.12,8.953
2211,0.398,0.309,0.259,0.118,0.375,0.406,0.968,0.851,0.146,0.039,7.056
2212,0.634,0.478,0.814,0.05,0.267,0.71,0.673,0.886,0.679,0.428,13.394
2213,0.239,0.516,0.679,0.322,0.541,0.527,0.548,0.821,0.324,0.637,9.495
2214,0.755,0.442,0.573,0.113,0.9,0.916,0.005,0.215,0.936,0.79,15.112
2215,0.726,0.477,0.676,0.315,0.318,0.666,0.204,0.555,0.839,0.89,15.115
2216,0.275,0.382,0.966,0.585,0.749,0.809,0.016,0.722,0.295,0.586,17.938
2217,0.031,0.754,0.706,0.692,0.461,0.513,0.871,0.597,0.752,0.884,10.051
2218,0.522,0.958,0.102,0.643,0.566,0.415,0.333,0.497,0.055,0.349,24.07
2219,0.149,0.382,0.07,0.408,0.77,0.604,0.518,0.593,0.139,0.579,13.298
2220,0.539,0.424,0.266,0.438,0.932,0.817,0.748,0.322,0.076,0.032,14.613
2221,0.298,0.593,0.364,0.809,0.38,0.388,0.322,0.59,0.574,0.7,14.573
2222,0.735,0.484,0.089,0.851,0.782,0.899,0.051,0.761,0.019,0.9,24.547
2223,0.6,0.773,0.795,0.088,0.357,0.072,0.922,0.079,0.204,0.821,14.101
2224,0.422,0.753,0.001,0.807,0.655,0.074,0.976,0.688,0.942,0.638,25.053
2225,0.709,0.722,0.059,0.61,0.696,0.157,0.085,0.386,0.105,0.351,23.034
2226,0.253,0.97,0.188,0.599,0.531,0.101,0.072,0.866,0.843,0.739,15.619
2227,0.638,0.693,0.372,0.978,0.314,0.393,0.207,0.08,0.577,0.802,20.379
2228,0.396,0.129,0.516,0.121,0.121,0.501,0.141,0.614,0.188,0.989,4.703
2229,0.447,0.161,0.599,0.628,0.155,0.506,0.132,0.326,0.092,0.063,9.186
2230,0.584,0.619,0.988,0.153,0.02,0.047,0.762,0.125,0.066,0.228,16.798
2231,0.012,0.685,0.686,0.217,0.966,0.296,0.967,0.787,0.852,0.04,9.768
2232,0.822,0.181,0.075,0.155,0.993,0.209,0.218,0.749,0.324,0.345,13.402
2233,0.795,0.455,0.949,0.337,0.418,0.656,0.073,0.783,0.523,0.441,16.291
2234,0.935,0.481,0.626,0.14,0.033,0.008,0.971,0.301,0.118,0.041,12.084
2235,0.477,0.91,0.132,0.437,0.024,0.351,0.448,0.702,0.377,0.661,15.718
2236,0.614,0.544,0.318,0.55,0.216,0.309,0.572,0.957,0.056,0.909,17.2
2237,0.868,0.514,0.228,0.56,0.428,0.89,0.843,0.613,0.253,0.713,20.515
2238,0.703,0.702,0.93,0.456,0.549,0.514,0.693,0.541,0.264,0.558,20.936
2239,0.386,0.465,0.801,0.721,0.212,0.943,0.145,0.606,0.759,0.515,16.074
2240,0.093,0.307,0.085,0.619,0.269,0.716,0.187,0.728,0.931,0.641,12.401
2241,0.458,0.639,0.254,0.779,0.776,0.344,0.154,0.354,0.821,0.368,20.459
2242,0.81,0.964,0.115,0.498,0.964,0.712,0.536,0.03,0.006,0.58,19.112
2243,0.01,0.516,0.883,0.458,0.558,0.98,0.942,0.01,0.986,0.281,12.705
2244,0.32,0.8,0.94,0.111,0.246,0.914,0.994,0.487,0.875,0.485,14.912
2245,0.625,0.047,0.239,0.769,0.173,0.777,0.477,0.665,0.037,0.931,10.036
2246,0.566,0.548,0.95,0.61,0.445,0.713,0.39,0.631,0.774,0.586,21.368
2247,0.511,0.814,0.309,0.353,0.115,0.05,0.487,0.85,0.199,0.111,14.191
2248,0.921,0.26,0.298,0.184,0.417,0.659,0.334,0.583,0.062,0.149,11.872
2249,0.474,0.403,0.387,0.159,0.608,0.005,0.302,0.866,0.061,0.884,11.016
2250,0.525,0.685,0.045,0.605,0.51,0.76,0.97,0.643,0.759,0.791,21.524
2251,0.861,0.5,0.528,0.517,0.135,0.843,0.557,0.834,0.75,0.869,14.264
2252,0.66,0.556,0.364,0.884,0.978,0.652,0.48,0.609,0.865,0.996,22.7
2253,0.576,0.191,0.684,0.041,0.196,0.916,0.386,0.629,0.537,0.933,5.938
2254,0.469,0.599,0.973,0.129,0.234,0.087,0.43,0.879,0.233,0.018,14.899
2255,0.883,0.485,0.474,0.594,0.333,0.169,0.198,0.652,0.455,0.458,16.31
2256,0.627,0.08,0.137,0.867,0.768,0.351,0.851,0.334,0.579,0.753,16.593
2257,0.612,0.338,0.036,0.63,0.484,0.843,0.647,0.092,0.094,0.024,18.742
2258,0.313,0.68,0.406,0.303,0.309,0.544,0.416,0.543,0.348,0.99,11.804
2259,0.758,0.055,0.162,0.693,0.416,0.959,0.09,0.209,0.396,0.11,12.266
2260,0.64,0.675,0.108,0.874,0.861,0.595,0.468,0.284,0.174,0.579,27.447
2261,0.32,0.468,0.238,0.432,0.2,0.8,0.02,0.819,0.706,0.009,10.62
2262,0.897,0.457,0.039,0.75,0.224,0.278,0.77,0.306,0.018,0.79,24.847
2263,0.222,0.323,0.671,0.127,0.687,0.499,0.34,0.483,0.226,0.213,8.385
2264,0.707,0.959,0.923,0.264,0.486,0.305,0.707,0.237,0.923,0.42,17.955
2265,0.876,0.491,0.499,0.381,0.321,0.472,0.358,0.901,0.574,0.319,14.618
2266,0.934,0.697,0.127,0.013,0.529,0.509,0.286,0.962,0.212,0.765,16.593
2267,0.573,0.079,0.034,0.711,0.197,0.765,0.277,0.801,0.27,0.978,13.294
2268,0.137,0.557,0.238,0.574,0.227,0.412,0.311,0.753,0.82,0.089,10.372
2269,0.906,0.159,0.067,0.495,0.788,0.656,0.166,0.262,0.365,0.405,17.986
2270,0.226,0.578,0.848,0.684,0.084,0.933,0.38,0.11,0.999,0.559,13.191
2271,0.925,0.294,0.856,0.26,0.552,0.447,0.517,0.375,0.802,0.563,15.468
2272,0.328,0.158,0.233,0.057,0.25,0.134,0.662,0.834,0.967,0.513,3.016
2273,0.786,0.822,0.97,0.61,0.404,0.575,0.297,0.965,0.59,0.58,20.606
2274,0.136,0.414,0.607,0.047,0.915,0.158,0.539,0.822,0.094,0.456,6.805
2275,0.431,0.581,0.337,0.206,0.511,0.367,0.117,0.873,0.663,0.008,10.752
2276,0.714,0.909,0.562,0.724,0.254,0.327,0.432,0.018,0.73,0.686,16.786
