ID,date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,target
9544,0.442768,4,0.744681,0.101807,0.690866,0.006776,0.653806,0.483772,1.0
9545,0.465245,4,0.085106,0.040651,0.292919,0.0028,0.33506,0.366228,0.0
9546,0.898323,2,0.319149,0.079711,0.67346,0.005212,0.645262,0.628509,1.0
9547,0.446706,3,0.319149,0.130719,0.653675,0.008594,0.638011,0.511842,1.0
9548,0.443122,5,0.914894,0.044524,0.444362,0.003006,0.398498,0.564912,0.0
9549,0.867351,7,0.340426,0.036268,0.392889,0.001329,0.300104,0.771053,1.0
9550,0.473209,3,0.234043,0.041041,0.383071,0.002711,0.344381,0.493421,1.0
9551,0.893589,6,0.319149,0.114927,0.769563,0.007439,0.589591,0.596053,1.0
9552,0.880536,4,0.978723,0.040741,0.468908,0.002655,0.425427,0.630702,1.0
9553,0.907836,1,0.531915,0.035307,0.32163,0.002316,0.261781,0.624561,0.0
9554,0.88912,3,0.468085,0.031194,0.562333,0.002162,0.59477,0.325877,1.0
9555,0.425778,4,0.276596,0.084965,0.430527,0.003467,0.422915,0.414912,1.0
9556,0.004823,7,0.531915,0.062598,0.487206,0.003467,0.422915,0.414912,0.0
9557,0.911331,4,0.085106,0.043173,0.218536,0.002821,0.299327,0.726316,0.0
9558,0.469183,3,0.148936,0.027861,0.131062,0.001816,0.191093,0.767105,0.0
9559,0.438078,2,0.106383,0.066561,0.220619,0.003467,0.422915,0.414912,0.0
9560,0.46905,7,0.106383,0.030593,0.126004,0.002023,0.207147,0.577632,0.0
9561,0.429848,6,0.510638,0.081392,0.471883,0.003467,0.422915,0.414912,1.0
9562,0.438609,7,0.914894,0.051099,0.279084,0.003467,0.422915,0.414912,0.0
9563,0.46082,2,0.425532,0.040771,0.563076,0.002825,0.485241,0.206579,1.0
9564,0.026901,5,0.851064,0.101357,0.416691,0.003467,0.422915,0.414912,0.0
9565,0.451484,6,0.297872,0.038489,0.544035,0.002555,0.508286,0.625877,0.0
9566,0.451661,3,0.361702,0.038789,0.731479,0.00252,0.68203,0.515351,0.0
9567,0.030972,6,0.276596,0.084394,0.279232,0.003467,0.422915,0.414912,1.0
9568,0.47374,1,0.446809,0.050588,0.408509,0.002958,0.265924,0.769737,1.0
9569,0.464581,3,0.531915,0.101957,0.570663,0.006888,0.472035,0.523246,1.0
9570,0.884651,6,0.212766,0.028882,0.200982,0.001838,0.31072,0.782456,1.0
9571,0.469802,3,0.468085,0.243275,0.653526,0.01645,0.678405,0.347807,1.0
9572,0.424583,5,0.446809,0.074817,0.41446,0.003467,0.422915,0.414912,1.0
9573,0.447325,3,0.06383,0.038339,0.472032,0.002565,0.46841,0.624123,0.0
9574,0.903279,3,0.87234,0.041582,0.460131,0.002835,0.44407,0.342544,0.0
9575,0.00907,5,0.914894,0.041642,0.559655,0.003467,0.422915,0.414912,0.0
9576,0.442326,7,0.319149,0.050318,0.189973,0.003467,0.422915,0.414912,0.0
9577,0.442237,5,0.617021,0.058575,0.496132,0.003467,0.422915,0.414912,0.0
9578,0.464625,4,0.404255,0.094182,0.533621,0.006473,0.485241,0.42193,1.0
9579,0.898943,2,0.148936,0.044584,0.193395,0.002896,0.325738,0.643421,0.0
9580,0.026415,1,0.87234,0.048487,0.344689,0.003467,0.422915,0.414912,0.0
9581,0.01792,4,0.106383,0.074727,0.270158,0.003467,0.422915,0.414912,0.0
9582,0.894208,6,0.914894,0.049808,0.585838,0.003396,0.526152,0.470614,0.0
9583,0.026459,2,0.574468,0.059986,0.478578,0.003467,0.422915,0.414912,0.0
9584,0.907261,2,0.510638,0.160802,0.495686,0.010507,0.641636,0.525877,1.0
9585,0.898544,7,0.085106,0.077909,0.330854,0.005143,0.452356,0.488158,1.0
9586,0.86828,7,0.191489,0.027021,0.172865,0.000841,0.20378,0.864474,0.0
9587,0.429892,7,0.361702,0.075087,0.377566,0.003467,0.422915,0.414912,0.0
9588,0.004336,3,0.319149,0.043533,0.534365,0.003467,0.422915,0.414912,0.0
9589,0.425645,1,0.829787,0.074697,0.350491,0.003467,0.422915,0.414912,1.0
9590,0.885448,3,0.829787,0.029302,0.537489,0.001948,0.528224,0.505702,0.0
9591,0.876997,7,0.085106,0.032034,0.161857,0.002144,0.240031,0.475439,0.0
9592,0.482412,3,0.12766,0.027531,0.182832,0.00187,0.230192,0.519298,0.0
9593,0.429892,7,0.297872,0.075087,0.251116,0.003467,0.422915,0.414912,0.0
9594,0.43852,5,0.595745,0.054461,0.478132,0.003467,0.422915,0.414912,0.0
9595,0.000265,1,0.680851,0.179596,0.489289,0.003467,0.422915,0.414912,1.0
9596,0.442857,6,0.404255,0.085595,0.617376,0.005727,0.567582,0.523684,1.0
9597,0.911597,3,0.723404,0.043563,0.472627,0.002902,0.51709,0.480263,0.0
9598,0.022433,1,0.617021,0.082353,0.459685,0.003467,0.422915,0.414912,1.0
9599,0.434007,7,0.617021,0.067581,0.292621,0.003467,0.422915,0.414912,1.0
9600,0.026901,5,0.468085,0.130569,0.58316,0.003467,0.422915,0.414912,1.0
9601,0.911287,3,0.93617,0.044854,0.446593,0.002835,0.201709,0.810088,1.0
9602,0.867572,5,0.212766,0.032935,0.285183,0.001145,0.302175,0.898246,0.0
9603,0.42476,2,0.297872,0.100096,0.384409,0.003467,0.422915,0.414912,0.0
9604,0.460865,3,0.893617,0.081062,0.559506,0.005544,0.403936,0.380263,0.0
9605,0.898987,3,0.638298,0.044824,0.488843,0.002975,0.627395,0.417544,0.0
9606,0.899164,7,0.510638,0.078239,0.401815,0.005023,0.337131,0.677632,1.0
9607,0.881288,7,0.957447,0.029572,0.323118,0.001834,0.290523,0.64386,0.0
9608,0.885226,5,0.893617,0.028342,0.465784,0.001959,0.42465,0.398246,0.0
9609,0.866953,5,0.085106,0.029452,0.116781,0.00204,0.171673,0.67807,0.0
9610,0.004867,1,0.680851,0.106161,0.574085,0.003467,0.422915,0.414912,1.0
9611,0.425512,5,0.553191,0.062387,0.503422,0.003467,0.422915,0.414912,0.0
9612,0.465599,5,0.87234,0.029182,0.382624,0.002013,0.356551,0.426754,0.0
9613,0.017787,1,0.12766,0.045244,0.162452,0.003467,0.422915,0.414912,0.0
9614,0.430114,5,0.021277,0.051849,0.291877,0.003467,0.422915,0.414912,0.0
9615,0.474492,4,0.319149,0.035727,0.366706,0.002482,0.242879,0.496491,0.0
9616,0.880536,4,0.297872,0.037138,0.419667,0.002491,0.415329,0.380702,0.0
9617,0.429008,1,0.744681,0.067731,0.43618,0.003467,0.422915,0.414912,0.0
9618,0.424494,3,0.276596,0.056923,0.051175,0.003467,0.422915,0.414912,0.0
9619,0.443122,5,0.978723,0.046055,0.509372,0.003143,0.454428,0.484211,0.0
9620,0.460776,1,0.829787,0.037498,0.49152,0.002588,0.33247,0.283333,1.0
9621,0.986594,5,0.276596,0.218176,0.530051,0.014481,0.476955,0.586404,1.0
9622,0.867307,3,0.595745,0.074997,0.478727,0.004973,0.551787,0.500877,1.0
9623,0.031459,3,0.404255,0.074997,0.508182,0.003467,0.422915,0.414912,1.0
9624,0.451484,6,0.659574,0.03927,0.635525,0.002636,0.585966,0.547807,0.0
9625,0.911597,3,0.191489,0.042783,0.2349,0.002771,0.295961,0.688596,0.0
9626,0.872572,7,0.680851,0.030143,0.347813,0.00144,0.305541,0.869737,0.0
9627,0.45644,7,0.042553,0.035187,0.473669,0.002366,0.462714,0.411404,1.0
9628,0.004469,6,0.659574,0.043683,0.322523,0.003467,0.422915,0.414912,0.0
9629,0.000133,5,0.787234,0.076948,0.505504,0.003467,0.422915,0.414912,0.0
9630,0.447237,1,0.957447,0.038399,0.5241,0.001506,0.340756,0.765789,0.0
9631,0.01376,7,0.404255,0.045755,0.455668,0.003467,0.422915,0.414912,0.0
9632,0.871466,3,0.021277,0.02633,0.323267,0.001394,0.323925,0.814035,0.0
9633,0.451219,7,0.765957,0.041702,0.731776,0.002736,0.529001,0.594298,0.0
9634,0.885049,1,0.638298,0.029122,0.270158,0.001899,0.23304,0.590789,0.0
9635,0.885978,1,0.468085,0.037829,0.413865,0.002489,0.278871,0.675439,0.0
9636,0.018672,7,0.106383,0.044494,0.134484,0.003467,0.422915,0.414912,0.0
9637,0.872484,5,0.382979,0.037168,0.676733,0.002414,0.7232,0.328947,0.0
9638,0.890093,4,0.106383,0.048397,0.388426,0.003162,0.454687,0.550439,0.0
9639,0.912349,6,0.255319,0.075387,0.426956,0.005172,0.553858,0.297807,1.0
9640,0.881421,3,0.234043,0.029993,0.237429,0.001921,0.292077,0.722368,0.0
9641,0.434096,2,0.446809,0.073136,0.557721,0.003467,0.422915,0.414912,1.0
9642,0.898766,5,0.12766,0.036268,0.279381,0.002339,0.382444,0.740789,0.0
9643,0.017831,2,0.744681,0.083373,0.541506,0.003467,0.422915,0.414912,1.0
9644,0.017964,5,0.659574,0.076318,0.44823,0.003467,0.422915,0.414912,0.0
9645,0.434583,6,0.702128,0.047526,0.314639,0.003467,0.422915,0.414912,1.0
9646,0.881244,6,0.680851,0.027171,0.468908,0.00182,0.476696,0.613596,0.0
9647,0.022256,4,0.489362,0.071334,0.488991,0.003467,0.422915,0.414912,1.0
9648,0.424893,5,0.319149,0.089798,0.381137,0.003467,0.422915,0.414912,1.0
9649,0.455467,6,0.617021,0.037258,0.499256,0.002522,0.554117,0.460526,0.0
9650,0.877085,2,0.06383,0.035967,0.212437,0.002435,0.269808,0.382018,1.0
9651,0.877041,1,0.191489,0.0266,0.08911,0.001749,0.112895,0.660526,0.0
9652,0.890049,3,0.808511,0.095322,0.90479,0.006516,0.723718,0.402632,0.0
9653,0.018008,6,0.446809,0.069713,0.449717,0.003467,0.422915,0.414912,0.0
9654,0.000442,5,0.148936,0.081122,0.190866,0.003467,0.422915,0.414912,0.0
9655,0.465333,6,0.106383,0.02648,0.216453,0.001789,0.277835,0.633333,0.0
9656,0.027167,4,0.382979,0.080161,0.493752,0.003467,0.422915,0.414912,1.0
9657,0.903411,6,0.744681,0.049027,0.539572,0.003303,0.489125,0.467105,0.0
9658,0.437945,6,0.680851,0.049868,0.301993,0.003467,0.422915,0.414912,0.0
9659,0.885315,7,0.574468,0.06623,0.400922,0.004265,0.359658,0.777632,1.0
9660,0.022167,2,0.106383,0.044494,0.156204,0.003467,0.422915,0.414912,0.0
9661,0.434406,2,0.617021,0.051039,0.494644,0.003467,0.422915,0.414912,1.0
9662,0.469625,6,0.12766,0.02651,0.14579,0.001793,0.19912,0.532895,0.0
9663,0.443432,5,0.702128,0.057704,0.527522,0.003862,0.611082,0.383772,1.0
9664,0.009469,7,0.851064,0.063949,0.627641,0.003467,0.422915,0.414912,1.0
9665,0.000973,3,0.957447,0.044134,0.510116,0.003467,0.422915,0.414912,0.0
9666,0.473519,3,0.191489,0.030353,0.234454,0.002046,0.251165,0.6,1.0
9667,0.434361,1,0.765957,0.075958,0.43737,0.003467,0.422915,0.414912,1.0
9668,0.438697,2,0.042553,0.051759,0.368938,0.003467,0.422915,0.414912,0.0
9669,0.867174,3,0.255319,0.033596,0.2892,0.002302,0.272139,0.315789,0.0
9670,0.452281,3,0.340426,0.033085,0.713776,0.002183,0.641119,0.548684,0.0
9671,0.026547,4,0.808511,0.106221,0.485867,0.003467,0.422915,0.414912,1.0
9672,0.473652,6,0.87234,0.028312,0.405088,0.001803,0.387364,0.637281,1.0
9673,0.030707,7,0.382979,0.089828,0.322672,0.003467,0.422915,0.414912,1.0
9674,0.009159,7,0.212766,0.041431,0.148616,0.003467,0.422915,0.414912,0.0
9675,0.894252,7,0.276596,0.03903,0.281613,0.002518,0.343604,0.753947,0.0
9676,0.0,2,0.106383,0.041161,0.207528,0.003467,0.422915,0.414912,0.0
9677,0.027211,5,0.638298,0.080491,0.486611,0.003467,0.422915,0.414912,1.0
9678,0.903013,4,0.446809,0.089618,0.548944,0.005989,0.63594,0.314474,0.0
9679,0.880271,5,0.340426,0.046866,0.518447,0.003257,0.509322,0.210088,1.0
9680,0.452369,5,0.808511,0.076708,0.792324,0.005305,0.634904,0.309649,1.0
9681,0.465112,1,0.06383,0.037048,0.199643,0.00254,0.320818,0.364035,0.0
9682,0.894651,2,0.148936,0.025129,0.196073,0.001641,0.293112,0.632895,0.0
9683,0.031592,6,0.361702,0.074817,0.388872,0.003467,0.422915,0.414912,1.0
9684,0.47343,1,0.340426,0.033926,0.34454,0.002306,0.194977,0.647368,0.0
9685,0.447724,5,0.723404,0.049508,0.792324,0.003386,0.689539,0.300877,0.0
9686,0.005177,1,0.957447,0.042572,0.503868,0.003467,0.422915,0.414912,0.0
9687,0.907615,3,0.978723,0.074517,0.448974,0.005079,0.520197,0.420175,1.0
9688,0.456617,4,0.531915,0.032245,0.521125,0.002194,0.589332,0.449561,0.0
9689,0.903367,5,0.978723,0.089768,0.495537,0.005914,0.537286,0.420175,1.0
9690,0.031857,5,0.297872,0.055242,0.185064,0.003467,0.422915,0.414912,0.0
9691,0.031857,5,0.191489,0.055242,0.045968,0.003467,0.422915,0.414912,0.0
9692,0.880448,2,0.617021,0.056863,0.595805,0.003974,0.547644,0.292105,1.0
9693,0.911464,7,0.531915,0.063198,0.3856,0.004046,0.404454,0.748684,1.0
9694,0.026326,6,0.319149,0.093101,0.355846,0.003467,0.422915,0.414912,1.0
9695,0.009292,3,0.148936,0.060706,0.30482,0.003467,0.422915,0.414912,0.0
9696,0.434583,6,0.595745,0.045785,0.278637,0.003467,0.422915,0.414912,0.0
9697,0.443387,4,0.340426,0.047406,0.539423,0.003241,0.566805,0.446053,0.0
9698,0.89881,6,0.382979,0.082172,0.598036,0.005436,0.633868,0.569298,1.0
9699,0.021946,4,0.06383,0.046445,0.329366,0.003467,0.422915,0.414912,0.0
9700,0.880315,6,0.702128,0.038549,0.534662,0.00273,0.462714,0.192544,0.0
9701,0.903234,2,0.489362,0.087426,0.51205,0.005852,0.541688,0.45614,1.0
9702,0.433344,6,0.744681,0.051849,0.416096,0.003467,0.422915,0.414912,0.0
9703,0.022433,1,0.723404,0.086376,0.462809,0.003467,0.422915,0.414912,1.0
9704,0.455467,6,0.042553,0.043383,0.529009,0.002979,0.515277,0.455702,0.0
9705,0.01761,4,0.468085,0.058334,0.515025,0.003467,0.422915,0.414912,0.0
9706,0.460555,3,0.893617,0.027681,0.427403,0.00184,0.477214,0.604386,1.0
9707,0.437857,4,0.085106,0.043383,0.2169,0.003467,0.422915,0.414912,0.0
9708,0.898898,1,0.170213,0.02624,0.119161,0.001724,0.259192,0.592982,0.0
9709,0.468917,4,0.489362,0.047406,0.506843,0.003243,0.463749,0.284211,1.0
9710,0.474006,7,0.531915,0.029633,0.400327,0.001996,0.331176,0.70614,1.0
9711,0.867263,5,0.659574,0.036238,0.480363,0.002462,0.460124,0.446053,1.0
9712,0.008716,4,0.0,0.106131,0.565159,0.003467,0.422915,0.414912,1.0
9713,0.022079,7,0.893617,0.068302,0.272092,0.003467,0.422915,0.414912,1.0
9714,0.442901,7,0.595745,0.046325,0.366855,0.003116,0.285862,0.564474,0.0
9715,0.014114,1,0.978723,0.061217,0.526034,0.003467,0.422915,0.414912,1.0
9716,0.013053,5,0.106383,0.059625,0.313746,0.003467,0.422915,0.414912,1.0
9717,0.880802,3,0.574468,0.027441,0.416989,0.001824,0.455463,0.607018,0.0
9718,0.429185,5,0.170213,0.070914,0.190866,0.003467,0.422915,0.414912,0.0
9719,0.464537,2,0.87234,0.07935,0.393633,0.005301,0.442258,0.623684,1.0
9720,0.912349,6,0.957447,0.06635,0.457156,0.004462,0.291041,0.513158,1.0
9721,0.880625,6,0.914894,0.035427,0.256918,0.002189,0.216209,0.921491,0.0
9722,0.437768,2,0.170213,0.033355,0.084647,0.003467,0.422915,0.414912,0.0
9723,0.031016,7,0.617021,0.059265,0.217048,0.003467,0.422915,0.414912,0.0
9724,0.013893,3,0.702128,0.043203,0.550283,0.003467,0.422915,0.414912,0.0
9725,0.005354,5,0.87234,0.057674,0.603838,0.003467,0.422915,0.414912,0.0
9726,0.898102,6,0.468085,0.029753,0.520827,0.002077,0.58726,0.315789,0.0
9727,0.442414,3,0.765957,0.127447,0.579441,0.011496,0.634386,0.500526,1.0
9728,0.031857,5,0.0,0.055242,0.180155,0.003467,0.422915,0.414912,0.0
9729,0.885625,7,0.765957,0.140627,0.599375,0.009439,0.540135,0.522807,1.0
9730,0.889828,5,0.702128,0.035787,0.657691,0.002553,0.648628,0.273246,0.0
9731,0.014336,6,0.851064,0.088807,0.554894,0.003467,0.422915,0.414912,1.0
9732,0.903411,6,0.297872,0.030023,0.458941,0.001998,0.476178,0.567982,0.0
9733,0.447768,6,0.617021,0.041912,0.552663,0.002887,0.526929,0.362719,0.0
9734,0.03168,1,0.404255,0.057193,0.454329,0.003467,0.422915,0.414912,0.0
9735,0.889961,1,0.893617,0.028942,0.499107,0.001878,0.404454,0.559649,0.0
9736,0.437945,6,0.255319,0.071514,0.146385,0.003467,0.422915,0.414912,1.0
9737,0.885226,5,0.617021,0.033535,0.505058,0.002345,0.530554,0.272807,0.0
9738,0.880404,2,0.744681,0.03915,0.689676,0.002713,0.647851,0.365351,1.0
9739,0.898102,4,0.021277,0.086135,0.540167,0.004576,0.436302,0.644298,1.0
9740,0.880315,6,0.0,0.050588,0.425617,0.003338,0.346453,0.489474,1.0
9741,0.897925,7,0.638298,0.044584,0.392889,0.002925,0.389694,0.657895,0.0
9742,0.902836,7,0.382979,0.087907,0.494496,0.005374,0.380891,0.775439,1.0
9743,0.871377,1,0.361702,0.030984,0.374145,0.001899,0.230451,0.797368,1.0
9744,0.876067,7,0.255319,0.029392,0.219429,0.000866,0.259192,0.76886,1.0
9745,0.434229,5,0.93617,0.069653,0.425915,0.003467,0.422915,0.414912,0.0
9746,0.8985,6,0.680851,0.085535,0.465338,0.005717,0.532108,0.274123,1.0
9747,0.031105,2,0.212766,0.074817,0.263017,0.003467,0.422915,0.414912,1.0
9748,0.456484,1,0.808511,0.042572,0.698899,0.002871,0.491714,0.457456,1.0
9749,0.460511,2,0.148936,0.021136,0.1205,0.001413,0.211289,0.751316,0.0
9750,0.469714,1,0.808511,0.045154,0.435436,0.003002,0.263076,0.724561,1.0
9751,0.880404,1,0.617021,0.035187,0.336507,0.002181,0.220611,0.756579,1.0
9752,0.446839,6,0.723404,0.043623,0.628979,0.003049,0.56318,0.326316,1.0
9753,0.425379,2,0.276596,0.062838,0.400625,0.003467,0.422915,0.414912,0.0
9754,0.8935,4,0.87234,0.087877,0.769711,0.005775,0.5826,0.568421,0.0
9755,0.000531,7,0.914894,0.068302,0.313448,0.003467,0.422915,0.414912,0.0
9756,0.455644,3,0.787234,0.03999,0.823713,0.00269,0.658467,0.500439,0.0
9757,0.424583,5,0.042553,0.055242,0.175245,0.003467,0.422915,0.414912,1.0
9758,0.899164,7,0.553191,0.073076,0.356293,0.004697,0.332211,0.758333,0.0
9759,0.022875,4,0.744681,0.056743,0.457007,0.003467,0.422915,0.414912,0.0
9760,0.867484,3,0.042553,0.033325,0.233115,0.002177,0.387882,0.776316,1.0
9761,0.455865,1,0.170213,0.030984,0.171973,0.001496,0.218799,0.809649,0.0
9762,0.027034,1,0.510638,0.109253,0.483041,0.003467,0.422915,0.414912,1.0
9763,0.473829,3,0.851064,0.027951,0.459387,0.001801,0.391507,0.761842,0.0
9764,0.438255,6,0.06383,0.047466,0.304969,0.003467,0.422915,0.414912,0.0
9765,0.442503,5,0.106383,0.047406,0.210057,0.003209,0.319524,0.500526,0.0
9766,0.469581,5,0.446809,0.055662,0.552217,0.003695,0.4855,0.482018,1.0
9767,0.442414,3,0.638298,0.075507,0.49881,0.005301,0.518643,0.500526,1.0
9768,0.022698,7,0.829787,0.089108,0.411485,0.003467,0.422915,0.414912,1.0
9769,0.469094,1,0.382979,0.029452,0.347664,0.001928,0.191352,0.686842,0.0
9770,0.429627,1,0.042553,0.056593,0.176287,0.003467,0.422915,0.414912,0.0
9771,0.474315,7,0.06383,0.024889,0.090449,0.00166,0.193164,0.774561,0.0
9772,0.434627,7,0.085106,0.046716,0.073788,0.003467,0.422915,0.414912,1.0
9773,0.442724,3,0.787234,0.132701,0.677031,0.008677,0.601502,0.526316,1.0
9774,0.013893,3,0.148936,0.061967,0.279084,0.003467,0.422915,0.414912,0.0
9775,0.880404,2,0.404255,0.027771,0.557721,0.001909,0.596582,0.39693,0.0
9776,0.872395,3,0.319149,0.023418,0.492115,0.001313,0.524858,0.715351,0.0
9777,0.90319,1,0.87234,0.0783,0.397054,0.005125,0.366649,0.674561,1.0
9778,0.473563,4,0.914894,0.02621,0.410146,0.001739,0.294925,0.67807,0.0
9779,0.004956,3,0.0,0.094602,0.516959,0.003467,0.422915,0.414912,1.0
9780,0.442901,7,0.978723,0.05323,0.385451,0.003637,0.377525,0.406579,1.0
9781,0.004159,6,0.829787,0.044134,0.439304,0.003467,0.422915,0.414912,0.0
9782,0.031901,6,0.12766,0.040351,0.03258,0.003467,0.422915,0.414912,0.0
9783,0.429671,2,0.680851,0.117089,0.667361,0.003467,0.422915,0.414912,1.0
9784,0.429848,6,0.425532,0.074847,0.469503,0.003467,0.422915,0.414912,1.0
9785,0.446839,6,0.361702,0.044224,0.603838,0.003054,0.523304,0.460088,1.0
9786,0.013849,2,0.234043,0.064519,0.32535,0.003467,0.422915,0.414912,0.0
9787,0.995575,1,0.702128,0.068332,0.292026,0.004169,0.303211,0.792105,1.0
9788,0.434273,6,0.723404,0.044134,0.330259,0.003467,0.422915,0.414912,0.0
9789,0.447768,6,0.446809,0.062027,0.681047,0.004341,0.602538,0.288158,1.0
9790,0.452281,3,0.276596,0.032124,0.579589,0.002156,0.475401,0.651316,0.0
9791,0.915667,4,0.765957,0.043113,0.430675,0.002908,0.518384,0.430263,0.0
9792,0.014336,6,0.191489,0.05308,0.178221,0.003467,0.422915,0.414912,0.0
9793,0.876333,6,1.0,0.028792,0.416691,0.000862,0.361212,0.725439,0.0
9794,0.469271,5,0.978723,0.048157,0.439899,0.003174,0.359658,0.499123,1.0
9795,0.889297,7,0.957447,0.028792,0.399137,0.001857,0.344899,0.687281,0.0
9796,0.00938,5,0.361702,0.041642,0.700684,0.003467,0.422915,0.414912,0.0
9797,0.465555,4,0.12766,0.024288,0.13374,0.001641,0.174262,0.575439,0.0
9798,0.872174,5,0.489362,0.032214,0.605623,0.002086,0.632315,0.649123,1.0
9799,0.455909,2,0.489362,0.066501,0.610384,0.004657,0.671414,0.260526,1.0
9800,0.45613,7,0.0,0.0399,0.550283,0.002742,0.449508,0.574123,0.0
9801,0.911508,1,0.659574,0.036538,0.327581,0.00232,0.251424,0.813158,0.0
9802,0.438874,6,0.829787,0.051759,0.350342,0.003467,0.422915,0.414912,1.0
9803,0.446883,7,0.446809,0.043653,0.477983,0.002968,0.389436,0.592544,1.0
9804,0.902792,6,0.148936,0.036868,0.188337,0.002391,0.294407,0.720614,0.0
9805,0.911508,1,0.957447,0.042392,0.329515,0.00268,0.267478,0.752632,1.0
9806,0.01376,7,0.106383,0.045755,0.185808,0.003467,0.422915,0.414912,0.0
9807,0.464493,1,0.808511,0.033145,0.373401,0.002264,0.392284,0.468421,1.0
9808,0.465422,1,1.0,0.027021,0.24338,0.00182,0.306059,0.574561,1.0
9809,0.907659,4,0.276596,0.049327,0.433056,0.003311,0.459347,0.467544,0.0
9810,0.022919,5,0.957447,0.102768,0.39393,0.003467,0.422915,0.414912,1.0
9811,0.438343,1,0.361702,0.084574,0.480958,0.003467,0.422915,0.414912,1.0
9812,0.424804,3,0.787234,0.055242,0.26986,0.003467,0.422915,0.414912,0.0
9813,0.425247,6,0.191489,0.073256,0.112467,0.003467,0.422915,0.414912,1.0
9814,0.460997,6,0.489362,0.033025,0.497322,0.002252,0.4855,0.396491,0.0
9815,0.030795,2,0.787234,0.098024,0.432163,0.003467,0.422915,0.414912,1.0
9816,0.43383,3,0.723404,0.047436,0.496132,0.003467,0.422915,0.414912,0.0
9817,0.022433,1,1.0,0.057464,0.412972,0.003467,0.422915,0.414912,0.0
9818,0.459891,2,0.914894,0.034586,0.438857,0.00236,0.361212,0.475439,0.0
9819,0.894518,6,0.170213,0.049598,0.26986,0.002991,0.398757,0.722807,0.0
9820,0.031769,3,0.680851,0.082263,0.210652,0.003467,0.422915,0.414912,1.0
9821,0.009734,6,0.893617,0.041582,0.46385,0.003467,0.422915,0.414912,0.0
9822,0.912261,4,0.404255,0.085055,0.548795,0.005825,0.570689,0.289035,1.0
9823,0.022919,5,0.765957,0.056293,0.446742,0.003467,0.422915,0.414912,0.0
9824,0.442237,5,0.595745,0.061517,0.506843,0.003467,0.422915,0.414912,0.0
9825,0.026813,3,0.851064,0.09247,0.435287,0.003467,0.422915,0.414912,1.0
9826,0.903411,6,0.574468,0.076108,0.50357,0.005019,0.506214,0.592544,1.0
9827,0.894429,4,0.042553,0.066471,0.530497,0.004373,0.519938,0.510526,0.0
9828,0.017964,5,0.276596,0.076318,0.473966,0.003467,0.422915,0.414912,0.0
9829,0.026901,5,0.425532,0.129008,0.588813,0.003467,0.422915,0.414912,1.0
9830,0.903234,2,0.212766,0.043173,0.168551,0.002752,0.221388,0.609211,0.0
9831,0.017875,3,0.340426,0.092951,0.536745,0.003467,0.422915,0.414912,1.0
9832,0.995443,7,0.787234,0.054131,0.576019,0.003594,0.455463,0.660088,1.0
9833,0.429539,6,0.659574,0.081122,0.406427,0.003467,0.422915,0.414912,1.0
9834,0.027167,4,0.702128,0.080161,0.451651,0.003467,0.422915,0.414912,1.0
9835,0.906774,5,0.361702,0.090429,0.51324,0.005939,0.490937,0.425,1.0
9836,0.031016,7,0.914894,0.077489,0.280869,0.003467,0.422915,0.414912,1.0
9837,0.452148,7,0.829787,0.035787,0.569622,0.002553,0.357846,0.332456,0.0
9838,0.465643,6,0.893617,0.032395,0.408509,0.002216,0.298291,0.519737,0.0
9839,0.872262,7,0.531915,0.034376,0.408212,0.002075,0.319006,0.841228,1.0
9840,0.88558,6,0.574468,0.035217,0.491669,0.002526,0.637235,0.092544,0.0
9841,0.438476,4,0.382979,0.06584,0.529307,0.003467,0.422915,0.414912,1.0
9842,0.425335,1,0.446809,0.093821,0.573639,0.003467,0.422915,0.414912,1.0
9843,0.876997,7,0.212766,0.030713,0.17108,0.002025,0.197566,0.57193,0.0
9844,0.464758,7,0.595745,0.028732,0.337548,0.001919,0.252201,0.602632,1.0
9845,0.460112,7,0.978723,0.028762,0.447188,0.001924,0.392284,0.446053,0.0
9846,0.44268,2,0.851064,0.11832,0.576763,0.008004,0.491714,0.382018,1.0
9847,0.44706,4,0.085106,0.035217,0.394823,0.002277,0.418436,0.707895,0.0
9848,0.876156,2,0.170213,0.021917,0.149658,0.000829,0.148628,0.835088,0.0
9849,0.00469,4,0.361702,0.091059,0.637013,0.003467,0.422915,0.414912,0.0
9850,0.903013,4,0.787234,0.117089,0.654716,0.007966,0.681512,0.345175,1.0
9851,0.005221,2,0.595745,0.074667,0.552068,0.003467,0.422915,0.414912,1.0
9852,0.473873,4,0.893617,0.038129,0.476941,0.002518,0.349301,0.755263,1.0
9853,0.469935,6,0.255319,0.080041,0.467272,0.005432,0.454687,0.48114,1.0
9854,0.898456,5,1.0,0.084784,0.558762,0.005571,0.489643,0.583772,1.0
9855,0.438432,3,0.93617,0.058244,0.416394,0.003467,0.422915,0.414912,0.0
9856,0.017787,1,0.744681,0.123214,0.579143,0.003467,0.422915,0.414912,1.0
9857,0.464448,7,0.893617,0.036388,0.329515,0.002453,0.308907,0.564912,1.0
9858,0.871731,4,0.191489,0.041101,0.187147,0.002767,0.264112,0.736842,0.0
9859,0.014114,1,0.957447,0.061217,0.508331,0.003467,0.422915,0.414912,1.0
9860,0.008849,7,0.829787,0.041882,0.588069,0.003467,0.422915,0.414912,0.0
