ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,target
7714,60,admin.,single,secondary,no,473,no,no,cellular,5,feb,175,2,8,1,other,0.0
7715,50,blue-collar,married,secondary,no,160,yes,no,unknown,13,may,334,1,-1,0,unknown,0.0
7716,40,management,single,tertiary,no,759,yes,no,telephone,20,apr,32,2,266,5,failure,0.0
7717,34,self-employed,single,secondary,no,1261,yes,no,cellular,9,apr,169,2,-1,0,unknown,0.0
7718,39,entrepreneur,married,secondary,no,0,yes,no,unknown,15,may,171,10,-1,0,unknown,0.0
7719,45,services,divorced,secondary,no,5758,yes,no,telephone,9,jul,16,1,-1,0,unknown,0.0
7720,46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,-1,0,unknown,0.0
7721,27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,1.0
7722,55,blue-collar,married,primary,no,431,yes,no,unknown,12,may,68,2,-1,0,unknown,0.0
7723,37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,0.0
7724,48,technician,married,tertiary,no,58,yes,no,cellular,12,jun,110,2,-1,0,unknown,0.0
7725,41,blue-collar,married,primary,no,865,no,yes,unknown,19,may,19,5,-1,0,unknown,0.0
7726,60,technician,married,secondary,no,2639,yes,no,unknown,14,may,483,2,-1,0,unknown,0.0
7727,51,entrepreneur,married,tertiary,no,6659,yes,yes,unknown,15,may,203,1,-1,0,unknown,0.0
7728,39,technician,married,secondary,no,94,no,no,unknown,16,jun,182,2,-1,0,unknown,0.0
7729,39,management,single,tertiary,no,1340,yes,no,cellular,20,apr,287,3,-1,0,unknown,0.0
7730,59,management,married,unknown,no,8674,no,no,cellular,5,mar,64,1,-1,0,unknown,0.0
7731,32,management,divorced,tertiary,no,787,yes,no,cellular,11,aug,72,2,-1,0,unknown,0.0
7732,40,admin.,married,secondary,no,0,no,no,cellular,28,jul,496,2,182,11,success,1.0
7733,29,blue-collar,married,secondary,no,177,yes,no,unknown,12,may,146,3,-1,0,unknown,0.0
7734,25,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267,1,-1,0,unknown,1.0
7735,30,management,single,tertiary,no,376,yes,no,cellular,21,nov,710,1,-1,0,unknown,1.0
7736,50,blue-collar,married,unknown,no,0,no,no,unknown,11,jun,249,1,-1,0,unknown,0.0
7737,31,technician,single,secondary,no,845,yes,no,cellular,22,oct,168,2,-1,0,unknown,0.0
7738,59,retired,single,secondary,no,2432,no,no,unknown,11,jun,236,2,-1,0,unknown,0.0
7739,53,management,single,primary,no,208,yes,no,unknown,19,may,179,9,-1,0,unknown,0.0
7740,40,blue-collar,married,secondary,yes,231,yes,no,cellular,2,feb,69,3,-1,0,unknown,0.0
7741,59,retired,divorced,primary,no,137,yes,yes,unknown,7,may,66,3,-1,0,unknown,0.0
7742,55,blue-collar,divorced,primary,no,2227,yes,no,telephone,21,nov,148,3,172,3,failure,0.0
7743,33,services,married,secondary,no,-124,no,no,cellular,17,apr,150,2,325,1,failure,0.0
7744,27,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,-1,0,unknown,1.0
7745,76,retired,divorced,primary,no,86,no,no,cellular,12,aug,192,1,-1,0,unknown,0.0
7746,36,management,single,tertiary,no,260,yes,no,cellular,7,may,49,1,-1,0,unknown,0.0
7747,39,admin.,divorced,secondary,no,-427,yes,no,cellular,13,may,8,5,-1,0,unknown,0.0
7748,34,technician,single,secondary,no,19348,yes,no,cellular,8,aug,316,2,-1,0,unknown,0.0
7749,40,management,married,primary,no,-90,no,no,telephone,14,jul,716,3,-1,0,unknown,0.0
7750,41,blue-collar,married,primary,no,849,yes,no,unknown,15,may,72,1,-1,0,unknown,0.0
7751,26,services,single,tertiary,no,12,no,no,cellular,14,jun,563,1,181,10,failure,1.0
7752,42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,may,192,32,-1,0,unknown,0.0
7753,36,blue-collar,married,primary,no,1861,yes,no,unknown,2,jun,281,1,-1,0,unknown,0.0
7754,51,management,divorced,tertiary,no,1267,yes,no,unknown,30,may,254,2,-1,0,unknown,0.0
7755,43,admin.,married,secondary,no,25741,yes,no,unknown,30,may,464,2,-1,0,unknown,0.0
7756,39,technician,divorced,secondary,no,1972,yes,no,cellular,9,feb,82,3,-1,0,unknown,0.0
7757,58,management,single,tertiary,no,21,no,no,telephone,28,aug,315,19,-1,0,unknown,0.0
7758,28,technician,married,secondary,no,655,yes,no,unknown,9,may,179,2,-1,0,unknown,0.0
7759,54,unemployed,single,secondary,no,380,no,no,cellular,17,nov,696,2,-1,0,unknown,1.0
7760,34,unemployed,single,secondary,no,1586,no,no,cellular,5,feb,355,2,-1,0,unknown,0.0
7761,51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,may,619,1,-1,0,unknown,0.0
7762,27,blue-collar,married,secondary,no,72,yes,no,unknown,19,may,105,1,-1,0,unknown,0.0
7763,35,blue-collar,married,secondary,no,365,yes,yes,cellular,20,apr,63,2,-1,0,unknown,0.0
7764,30,blue-collar,married,primary,no,2929,yes,no,cellular,21,nov,432,2,184,1,other,0.0
7765,47,admin.,single,secondary,no,2540,no,no,cellular,18,nov,110,5,-1,0,unknown,0.0
7766,34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,185,2,180,1,failure,0.0
7767,30,management,single,tertiary,no,7845,yes,no,unknown,3,jun,59,1,-1,0,unknown,0.0
7768,34,management,married,tertiary,no,436,yes,no,cellular,17,apr,28,1,345,1,failure,0.0
7769,44,entrepreneur,single,tertiary,no,1240,yes,no,cellular,18,nov,88,1,-1,0,unknown,0.0
7770,71,retired,married,secondary,no,1651,no,no,cellular,13,aug,791,2,-1,0,unknown,0.0
7771,32,blue-collar,married,secondary,no,99,yes,no,cellular,15,may,166,2,-1,0,unknown,0.0
7772,35,self-employed,married,primary,no,712,yes,no,cellular,15,may,192,1,347,3,failure,0.0
7773,32,admin.,single,secondary,no,642,yes,no,cellular,5,feb,52,1,253,2,failure,0.0
7774,53,management,married,tertiary,no,1624,no,no,cellular,6,aug,107,1,98,6,success,1.0
7775,33,blue-collar,married,primary,no,141,yes,no,unknown,21,may,578,2,-1,0,unknown,0.0
7776,60,retired,divorced,secondary,no,2479,yes,yes,unknown,15,may,157,1,-1,0,unknown,0.0
7777,44,management,married,tertiary,no,1034,no,no,cellular,17,nov,73,1,-1,0,unknown,0.0
7778,28,admin.,married,secondary,no,252,yes,no,unknown,9,may,448,1,-1,0,unknown,0.0
7779,41,blue-collar,single,secondary,no,948,yes,no,unknown,3,jun,157,1,-1,0,unknown,0.0
7780,45,unemployed,married,secondary,no,383,no,no,cellular,23,apr,293,1,-1,0,unknown,0.0
7781,37,blue-collar,married,primary,no,152,yes,no,cellular,17,apr,252,2,-1,0,unknown,0.0
7782,32,services,married,secondary,yes,-684,yes,no,unknown,27,may,298,3,-1,0,unknown,0.0
7783,55,management,married,secondary,no,5836,no,no,unknown,18,jun,192,1,-1,0,unknown,0.0
7784,44,management,married,tertiary,no,0,yes,no,cellular,20,aug,141,3,-1,0,unknown,0.0
7785,29,unemployed,single,tertiary,no,150,yes,no,cellular,5,may,165,1,-1,0,unknown,0.0
7786,33,technician,divorced,secondary,no,9,no,no,cellular,21,aug,91,2,-1,0,unknown,0.0
7787,37,blue-collar,married,primary,no,1104,no,no,unknown,18,jun,15,8,-1,0,unknown,0.0
7788,37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success,1.0
7789,33,services,married,secondary,no,-49,yes,no,unknown,29,may,89,2,-1,0,unknown,0.0
7790,32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,2,-1,0,unknown,1.0
7791,48,services,married,secondary,no,2850,yes,no,cellular,6,aug,107,3,-1,0,unknown,0.0
7792,48,services,divorced,secondary,no,-361,yes,no,cellular,12,may,1062,3,349,3,other,1.0
7793,34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156,4,other,1.0
7794,36,technician,married,tertiary,no,4388,no,no,cellular,8,aug,52,3,-1,0,unknown,0.0
7795,50,admin.,divorced,secondary,no,769,no,no,cellular,28,jul,72,2,363,4,failure,0.0
7796,35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,259,1,-1,0,unknown,0.0
7797,40,blue-collar,married,unknown,no,874,no,no,unknown,14,may,75,1,-1,0,unknown,0.0
7798,52,blue-collar,married,secondary,no,1027,no,no,cellular,23,jul,59,1,-1,0,unknown,0.0
7799,47,technician,married,secondary,no,1059,yes,no,cellular,17,jul,154,1,-1,0,unknown,0.0
7800,52,management,married,tertiary,no,40,no,no,cellular,19,nov,1265,3,-1,0,unknown,1.0
7801,34,housemaid,married,tertiary,no,0,no,no,cellular,28,jul,60,5,-1,0,unknown,0.0
7802,39,management,single,tertiary,no,0,no,no,cellular,6,may,389,2,-1,0,unknown,0.0
7803,29,unemployed,married,tertiary,no,8,yes,no,unknown,7,may,233,1,-1,0,unknown,0.0
7804,32,management,single,tertiary,no,414,no,no,unknown,29,sep,21,1,680,5,failure,0.0
7805,34,blue-collar,single,secondary,no,7541,no,no,cellular,20,nov,541,1,-1,0,unknown,0.0
7806,37,entrepreneur,married,tertiary,no,227,yes,no,cellular,10,jul,283,1,-1,0,unknown,0.0
7807,53,technician,divorced,secondary,yes,-63,no,yes,cellular,4,aug,531,1,-1,0,unknown,0.0
7808,30,services,married,secondary,no,2212,yes,no,telephone,30,jan,41,1,249,2,other,0.0
7809,32,management,single,tertiary,no,1836,no,no,cellular,27,aug,96,9,-1,0,unknown,0.0
7810,57,housemaid,married,primary,no,625,no,yes,unknown,11,jun,867,1,-1,0,unknown,1.0
7811,59,retired,married,secondary,no,8107,no,no,unknown,30,may,210,1,-1,0,unknown,0.0
7812,48,admin.,married,secondary,no,2088,no,yes,cellular,4,feb,93,1,-1,0,unknown,0.0
7813,36,management,single,tertiary,no,0,no,no,unknown,11,jun,33,1,-1,0,unknown,0.0
7814,43,blue-collar,married,secondary,no,2355,yes,yes,cellular,13,apr,333,3,-1,0,unknown,0.0
7815,30,services,single,tertiary,no,1,no,no,cellular,4,feb,66,2,-1,0,unknown,0.0
7816,36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,nov,482,1,374,1,success,1.0
7817,49,management,married,tertiary,no,22520,no,no,cellular,21,nov,579,9,-1,0,unknown,1.0
7818,42,management,married,tertiary,no,4617,yes,no,cellular,31,jul,543,2,-1,0,unknown,0.0
7819,40,admin.,single,secondary,no,1200,yes,no,unknown,18,jun,284,8,-1,0,unknown,0.0
7820,38,management,married,tertiary,no,7124,no,no,unknown,16,jun,301,6,-1,0,unknown,0.0
7821,38,admin.,married,secondary,no,1839,no,no,unknown,23,may,63,2,-1,0,unknown,0.0
7822,32,admin.,single,secondary,no,540,yes,no,cellular,21,nov,379,2,-1,0,unknown,0.0
7823,39,blue-collar,married,tertiary,no,-33,yes,no,unknown,7,may,62,5,-1,0,unknown,0.0
7824,42,management,single,tertiary,no,525,no,no,cellular,13,aug,127,2,-1,0,unknown,0.0
7825,59,housemaid,married,tertiary,no,0,no,no,telephone,13,nov,494,1,-1,0,unknown,1.0
7826,26,admin.,single,secondary,no,141,yes,no,cellular,18,may,19,4,349,6,other,0.0
7827,31,admin.,married,secondary,no,782,yes,no,cellular,20,nov,427,1,-1,0,unknown,0.0
7828,38,admin.,single,secondary,no,4023,no,no,unknown,11,jun,339,2,-1,0,unknown,0.0
7829,31,technician,single,tertiary,no,56,no,no,unknown,15,may,320,3,-1,0,unknown,0.0
7830,32,blue-collar,single,secondary,no,5,yes,yes,unknown,8,may,134,1,-1,0,unknown,0.0
7831,43,blue-collar,married,secondary,no,-210,yes,no,cellular,17,nov,523,2,-1,0,unknown,0.0
7832,56,management,married,primary,no,93,yes,no,unknown,7,may,282,2,-1,0,unknown,0.0
7833,37,management,married,tertiary,no,3556,no,no,cellular,9,nov,268,1,-1,0,unknown,1.0
7834,37,technician,single,secondary,no,980,no,no,cellular,8,aug,1306,5,-1,0,unknown,1.0
7835,33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8,1,254,5,failure,0.0
7836,36,management,married,tertiary,no,532,yes,no,cellular,14,may,603,1,-1,0,unknown,0.0
7837,31,management,divorced,tertiary,no,0,no,no,cellular,2,feb,269,2,-1,0,unknown,0.0
7838,42,technician,divorced,secondary,no,1858,no,no,cellular,21,jul,61,1,-1,0,unknown,0.0
7839,38,self-employed,married,tertiary,no,0,no,yes,cellular,15,jul,77,3,-1,0,unknown,0.0
7840,52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,failure,0.0
7841,31,management,single,tertiary,no,86,no,no,cellular,29,jan,100,1,170,4,failure,0.0
7842,30,blue-collar,married,primary,no,346,yes,no,unknown,3,jun,135,1,-1,0,unknown,0.0
7843,27,student,single,secondary,no,1566,no,no,cellular,30,jan,164,5,-1,0,unknown,0.0
7844,45,blue-collar,married,primary,no,180,yes,yes,unknown,29,may,150,1,-1,0,unknown,0.0
7845,33,services,single,secondary,no,170,no,no,cellular,7,jul,782,1,-1,0,unknown,1.0
7846,33,admin.,single,secondary,no,4713,no,no,cellular,5,jun,110,2,-1,0,unknown,0.0
7847,32,technician,single,secondary,no,-569,yes,no,cellular,6,may,107,1,-1,0,unknown,0.0
7848,48,technician,married,secondary,yes,0,no,no,unknown,30,may,682,1,-1,0,unknown,1.0
7849,31,technician,single,tertiary,no,162,no,no,cellular,28,aug,13,9,-1,0,unknown,0.0
7850,39,blue-collar,married,primary,no,3419,yes,no,cellular,13,may,155,1,327,5,failure,0.0
7851,60,technician,married,secondary,no,316,no,no,cellular,4,may,545,2,263,4,failure,1.0
7852,36,blue-collar,married,secondary,no,537,no,no,unknown,19,jun,160,6,-1,0,unknown,0.0
7853,65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,unknown,1.0
7854,32,admin.,single,secondary,no,197,no,no,cellular,28,jan,205,3,-1,0,unknown,0.0
7855,31,management,married,tertiary,no,140,no,no,cellular,6,feb,9,8,212,4,other,0.0
7856,45,admin.,married,secondary,no,597,yes,yes,cellular,18,nov,188,2,-1,0,unknown,0.0
7857,58,retired,married,secondary,no,7560,no,no,cellular,12,aug,364,2,-1,0,unknown,0.0
7858,53,technician,married,primary,no,0,no,no,cellular,21,jul,96,1,-1,0,unknown,0.0
7859,43,blue-collar,married,secondary,no,314,yes,yes,cellular,20,apr,247,3,339,2,failure,0.0
7860,41,admin.,married,secondary,no,1794,yes,no,unknown,14,may,135,2,-1,0,unknown,0.0
7861,42,management,single,tertiary,no,11891,no,no,cellular,6,apr,158,1,-1,0,unknown,1.0
7862,32,services,married,secondary,no,241,yes,no,unknown,26,may,266,1,-1,0,unknown,0.0
7863,31,management,married,tertiary,no,40,no,no,cellular,2,feb,118,2,-1,0,unknown,0.0
7864,57,technician,married,secondary,no,109,no,no,cellular,25,aug,124,4,-1,0,unknown,0.0
7865,56,technician,single,tertiary,no,12539,no,no,cellular,18,nov,259,1,-1,0,unknown,0.0
7866,46,management,married,secondary,no,36,yes,no,unknown,16,may,250,1,-1,0,unknown,0.0
7867,30,unemployed,single,primary,no,15261,no,no,cellular,9,feb,43,5,-1,0,unknown,0.0
7868,45,unemployed,married,secondary,no,1040,no,no,telephone,26,may,137,5,-1,0,unknown,0.0
7869,35,services,single,secondary,no,1227,yes,yes,unknown,28,may,283,3,-1,0,unknown,0.0
7870,39,management,single,tertiary,no,-50,yes,no,unknown,27,may,59,1,-1,0,unknown,0.0
7871,48,technician,single,secondary,no,469,no,yes,cellular,9,jul,313,1,-1,0,unknown,0.0
7872,57,services,married,primary,no,-319,no,yes,cellular,5,feb,620,1,196,1,other,0.0
7873,55,blue-collar,single,secondary,no,197,no,no,cellular,30,jul,95,6,-1,0,unknown,0.0
7874,59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,28,jul,206,10,-1,0,unknown,0.0
7875,30,admin.,single,secondary,no,523,no,yes,cellular,3,mar,83,1,-1,0,unknown,1.0
7876,24,technician,single,secondary,no,987,no,yes,cellular,17,jun,208,4,-1,0,unknown,0.0
7877,29,student,single,tertiary,no,5,no,no,cellular,15,jul,889,5,-1,0,unknown,1.0
7878,42,services,divorced,secondary,no,167,no,no,unknown,16,jun,119,1,-1,0,unknown,0.0
7879,43,management,single,tertiary,no,946,no,no,telephone,28,aug,40,1,-1,0,unknown,0.0
7880,47,services,married,secondary,no,1073,no,no,telephone,11,jul,518,3,-1,0,unknown,0.0
7881,35,blue-collar,married,secondary,no,260,yes,no,telephone,13,may,155,6,-1,0,unknown,0.0
7882,53,services,married,unknown,no,18,no,no,unknown,5,may,503,2,-1,0,unknown,0.0
7883,37,admin.,married,primary,no,242,yes,no,unknown,8,may,161,8,-1,0,unknown,0.0
7884,36,technician,married,secondary,no,-456,yes,no,cellular,11,jul,252,1,-1,0,unknown,0.0
7885,60,blue-collar,married,secondary,no,1801,no,no,telephone,29,oct,167,1,-1,0,unknown,0.0
7886,39,services,married,secondary,no,-404,yes,no,cellular,11,may,344,1,-1,0,unknown,0.0
7887,51,technician,married,secondary,no,8863,no,no,cellular,19,nov,435,2,-1,0,unknown,0.0
7888,39,services,married,secondary,no,733,no,no,unknown,16,jun,83,4,-1,0,unknown,0.0
7889,34,management,married,tertiary,no,2594,yes,no,cellular,21,nov,161,3,-1,0,unknown,0.0
7890,49,management,married,secondary,no,362,yes,no,unknown,4,jun,84,2,-1,0,unknown,0.0
7891,54,management,divorced,tertiary,no,12018,yes,no,cellular,21,dec,267,2,-1,0,unknown,1.0
7892,41,technician,single,secondary,no,43,no,no,cellular,8,aug,420,2,-1,0,unknown,0.0
7893,42,management,married,tertiary,no,372,yes,no,cellular,4,aug,153,3,1,2,success,1.0
7894,62,retired,married,secondary,no,569,no,no,cellular,4,feb,94,5,184,1,success,1.0
7895,57,management,married,secondary,no,0,yes,no,cellular,24,jul,725,2,-1,0,unknown,0.0
7896,34,blue-collar,divorced,secondary,no,0,no,yes,unknown,21,may,339,1,-1,0,unknown,0.0
7897,35,technician,married,secondary,no,1577,yes,yes,cellular,17,nov,53,1,-1,0,unknown,0.0
7898,51,entrepreneur,married,secondary,no,0,no,no,unknown,30,may,510,3,-1,0,unknown,0.0
7899,35,admin.,married,secondary,no,643,yes,no,cellular,2,feb,346,2,-1,0,unknown,0.0
7900,59,technician,divorced,secondary,no,2735,no,no,cellular,3,feb,213,2,-1,0,unknown,0.0
7901,40,management,married,tertiary,no,1666,yes,no,cellular,28,aug,271,4,-1,0,unknown,0.0
7902,39,blue-collar,married,secondary,no,1044,yes,no,cellular,2,feb,158,1,-1,0,unknown,0.0
7903,41,unemployed,married,secondary,no,5608,no,no,cellular,9,feb,64,2,-1,0,unknown,0.0
7904,24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success,1.0
7905,36,blue-collar,married,primary,no,408,yes,yes,unknown,20,may,1063,2,-1,0,unknown,1.0
7906,54,retired,married,primary,no,-58,no,no,cellular,12,may,143,4,-1,0,unknown,0.0
7907,51,technician,married,secondary,no,614,no,no,cellular,17,nov,85,2,-1,0,unknown,0.0
7908,41,self-employed,single,tertiary,no,428,yes,no,cellular,11,may,106,1,-1,0,unknown,0.0
7909,34,management,married,tertiary,no,91,no,no,cellular,17,apr,144,1,281,1,failure,0.0
7910,33,management,married,tertiary,no,1778,no,no,cellular,26,may,134,1,103,1,success,0.0
7911,59,services,single,secondary,no,739,no,no,cellular,14,jan,408,1,-1,0,unknown,1.0
7912,39,blue-collar,married,primary,no,592,yes,no,unknown,2,jun,222,2,-1,0,unknown,0.0
7913,31,blue-collar,single,secondary,no,160,yes,no,unknown,9,may,25,1,-1,0,unknown,0.0
7914,58,entrepreneur,married,tertiary,no,0,yes,yes,cellular,4,feb,304,2,229,2,failure,0.0
7915,46,technician,married,secondary,no,15120,no,no,cellular,21,nov,27,3,108,3,other,0.0
7916,52,blue-collar,married,primary,no,273,yes,no,cellular,12,aug,128,2,-1,0,unknown,0.0
7917,43,management,divorced,unknown,no,7702,no,no,cellular,22,may,460,1,95,2,success,1.0
7918,33,blue-collar,married,primary,no,-191,yes,yes,cellular,9,jul,1290,4,-1,0,unknown,1.0
7919,24,admin.,single,tertiary,no,-61,no,no,cellular,11,mar,95,4,-1,0,unknown,1.0
7920,30,admin.,single,secondary,no,1249,no,no,cellular,8,jul,220,4,-1,0,unknown,0.0
7921,40,management,married,tertiary,no,211,yes,no,unknown,30,may,137,3,-1,0,unknown,0.0
7922,33,admin.,single,secondary,yes,-266,no,yes,cellular,20,nov,459,1,-1,0,unknown,0.0
7923,42,blue-collar,married,secondary,no,41,yes,no,cellular,22,jul,188,3,-1,0,unknown,0.0
7924,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,1.0
7925,38,technician,married,secondary,no,54,yes,yes,cellular,5,may,236,1,287,2,failure,0.0
7926,49,blue-collar,divorced,primary,no,2262,yes,no,unknown,21,may,125,3,-1,0,unknown,0.0
7927,45,admin.,married,secondary,no,72,yes,yes,cellular,15,may,262,2,352,2,failure,0.0
7928,32,management,single,tertiary,no,202,no,no,cellular,4,may,16,5,-1,0,unknown,0.0
7929,23,services,single,secondary,no,488,no,no,cellular,30,mar,236,1,92,2,other,1.0
7930,40,management,married,tertiary,no,1468,no,no,cellular,8,aug,63,2,-1,0,unknown,0.0
7931,49,blue-collar,married,primary,no,-232,no,yes,cellular,11,aug,106,2,-1,0,unknown,0.0
7932,44,services,divorced,secondary,no,35,yes,no,cellular,16,apr,184,2,-1,0,unknown,0.0
7933,33,technician,divorced,secondary,no,295,no,no,cellular,19,aug,360,2,-1,0,unknown,0.0
7934,55,management,married,tertiary,no,134,no,no,cellular,12,aug,1650,16,-1,0,unknown,0.0
7935,40,management,single,tertiary,no,185,no,no,cellular,29,aug,173,4,-1,0,unknown,0.0
7936,39,unknown,married,secondary,no,1701,no,no,unknown,6,jun,140,1,-1,0,unknown,0.0
7937,20,student,single,tertiary,no,556,yes,no,unknown,27,may,15,10,-1,0,unknown,0.0
7938,59,admin.,divorced,primary,no,191,yes,no,cellular,5,may,252,1,-1,0,unknown,0.0
7939,42,management,married,tertiary,no,3718,yes,no,cellular,6,aug,50,2,-1,0,unknown,0.0
7940,37,management,married,tertiary,no,0,yes,no,unknown,12,may,346,4,-1,0,unknown,0.0
7941,56,retired,married,secondary,no,296,yes,no,unknown,13,may,128,1,-1,0,unknown,0.0
7942,35,technician,single,secondary,no,3490,yes,no,cellular,29,aug,643,2,-1,0,unknown,1.0
7943,64,retired,married,tertiary,no,14170,no,no,cellular,24,aug,62,2,-1,0,unknown,0.0
7944,26,blue-collar,married,secondary,no,155,no,yes,cellular,15,jul,76,3,-1,0,unknown,0.0
7945,38,technician,single,secondary,no,28,yes,yes,cellular,20,apr,131,3,-1,0,unknown,0.0
7946,38,blue-collar,married,secondary,no,5092,yes,no,unknown,17,jun,145,6,-1,0,unknown,0.0
7947,24,student,single,unknown,no,782,no,no,cellular,4,may,12,7,91,1,other,0.0
7948,31,blue-collar,single,secondary,no,0,yes,no,unknown,21,may,397,9,-1,0,unknown,0.0
7949,53,management,married,tertiary,no,6408,no,no,unknown,6,jun,29,1,-1,0,unknown,0.0
7950,38,technician,single,tertiary,no,1619,no,no,unknown,9,jun,324,1,-1,0,unknown,0.0
7951,31,entrepreneur,single,secondary,no,0,yes,no,cellular,20,nov,258,1,-1,0,unknown,0.0
7952,47,management,married,tertiary,no,1147,no,no,cellular,27,feb,204,1,-1,0,unknown,0.0
7953,60,retired,married,tertiary,no,9397,no,no,unknown,5,jun,428,1,-1,0,unknown,0.0
7954,41,admin.,married,tertiary,no,5426,yes,no,unknown,14,may,149,2,-1,0,unknown,0.0
7955,46,management,married,unknown,no,802,yes,no,telephone,25,jul,417,1,-1,0,unknown,0.0
7956,32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,758,1,-1,0,unknown,1.0
7957,53,unknown,married,unknown,no,0,no,no,cellular,25,aug,209,5,-1,0,unknown,0.0
7958,53,unemployed,divorced,secondary,no,0,no,no,unknown,20,jun,101,2,-1,0,unknown,0.0
7959,37,admin.,single,secondary,no,-17,yes,no,cellular,11,may,400,2,340,2,failure,0.0
7960,48,management,single,secondary,no,-18,yes,no,cellular,20,aug,430,4,-1,0,unknown,0.0
7961,33,blue-collar,single,tertiary,no,-303,yes,no,unknown,28,may,126,2,-1,0,unknown,0.0
7962,37,blue-collar,married,primary,no,5643,yes,no,unknown,21,may,295,1,-1,0,unknown,0.0
7963,33,technician,single,secondary,no,0,yes,yes,cellular,9,feb,47,2,12,4,other,0.0
7964,50,blue-collar,married,primary,no,-294,yes,no,unknown,6,jun,79,3,-1,0,unknown,0.0
7965,46,unknown,married,unknown,no,613,no,no,unknown,6,jun,51,1,-1,0,unknown,0.0
7966,31,technician,single,secondary,no,49,yes,no,cellular,7,jul,234,1,-1,0,unknown,0.0
7967,31,admin.,married,secondary,no,23,no,no,cellular,14,jul,77,3,-1,0,unknown,0.0
7968,43,services,married,secondary,no,0,yes,no,unknown,14,may,260,3,-1,0,unknown,0.0
7969,53,management,married,tertiary,yes,-252,no,yes,cellular,24,jul,223,2,-1,0,unknown,0.0
7970,22,services,single,secondary,no,395,yes,no,unknown,13,may,70,1,-1,0,unknown,0.0
7971,36,management,married,tertiary,no,0,no,no,cellular,12,aug,243,3,-1,0,unknown,0.0
7972,35,services,married,secondary,no,181,yes,no,cellular,31,jul,5,3,-1,0,unknown,0.0
7973,32,management,married,tertiary,no,11281,no,no,cellular,19,nov,155,1,-1,0,unknown,0.0
7974,27,blue-collar,married,primary,no,60,yes,no,unknown,3,jun,550,1,-1,0,unknown,0.0
7975,31,technician,single,secondary,no,849,yes,yes,unknown,13,may,295,2,-1,0,unknown,0.0
7976,37,blue-collar,married,secondary,no,934,no,no,unknown,9,may,258,2,-1,0,unknown,0.0
7977,34,technician,single,secondary,no,202,yes,no,cellular,21,aug,114,2,-1,0,unknown,0.0
7978,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,-1,0,unknown,0.0
7979,35,management,single,tertiary,no,292,no,yes,cellular,10,jul,220,1,-1,0,unknown,0.0
7980,40,self-employed,married,primary,no,2077,yes,no,cellular,13,may,363,1,173,24,other,0.0
7981,38,services,married,primary,no,0,no,no,cellular,28,jul,33,3,-1,0,unknown,0.0
7982,47,admin.,married,primary,no,68,yes,no,unknown,2,jun,754,2,-1,0,unknown,0.0
7983,26,management,single,tertiary,no,1643,no,no,cellular,12,aug,243,1,-1,0,unknown,0.0
7984,39,technician,divorced,secondary,no,530,yes,yes,cellular,6,may,68,1,-1,0,unknown,0.0
7985,42,blue-collar,married,secondary,no,-336,yes,no,cellular,14,jul,151,2,-1,0,unknown,0.0
7986,42,blue-collar,married,primary,no,560,yes,yes,cellular,16,apr,122,4,149,2,failure,0.0
7987,52,management,married,tertiary,no,749,no,yes,cellular,9,feb,342,2,-1,0,unknown,0.0
7988,45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,107,2,other,1.0
7989,32,services,married,secondary,no,289,yes,no,cellular,2,feb,63,1,257,2,failure,0.0
7990,60,management,divorced,secondary,no,0,yes,no,telephone,13,may,65,4,350,6,failure,0.0
7991,35,management,married,tertiary,no,47,no,yes,cellular,20,aug,44,9,-1,0,unknown,0.0
7992,44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188,3,-1,0,unknown,1.0
7993,59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,531,3,134,7,failure,0.0
7994,39,blue-collar,single,secondary,no,277,yes,no,unknown,3,jun,20,8,-1,0,unknown,0.0
7995,42,management,married,secondary,yes,-34,no,no,cellular,5,feb,176,1,-1,0,unknown,0.0
