"","HISTORY","CVP","PCWP","HYPOVOLEMIA","LVEDVOLUME","LVFAILURE","STROKEVOLUME","ERRLOWOUTPUT","HRBP","HREKG","ERRCAUTER","HRSAT","INSUFFANESTH","ANAPHYLAXIS","TPR","EXPCO2","KINKEDTUBE","MINVOL","FIO2","PVSAT","SAO2","PAP","PULMEMBOLUS","SHUNT","INTUBATION","PRESS","DISCONNECT","MINVOLSET","VENTMACH","VENTTUBE","VENTLUNG","VENTALV","ARTCO2","CATECHOL","HR","CO","BP"
"159","TRUE","LOW","LOW","TRUE","LOW","TRUE","LOW","TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","NORMAL","LOW"
"160","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","TRUE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"161","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"162","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","LOW","HIGH","LOW","HIGH","NORMAL","HIGH","LOW"
"163","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","LOW","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"164","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","NORMAL","FALSE","HIGH","NORMAL","HIGH","LOW","NORMAL","FALSE","HIGH","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","LOW","HIGH","LOW","NORMAL","NORMAL","NORMAL","HIGH"
"165","FALSE","NORMAL","NORMAL","TRUE","NORMAL","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","LOW","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","NORMAL"
"166","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"167","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"168","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","ONESIDED","LOW","TRUE","NORMAL","NORMAL","ZERO","ZERO","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"169","FALSE","HIGH","NORMAL","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","LOW","HIGH","HIGH","LOW","LOW"
"170","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"171","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"172","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"173","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"174","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","LOW","LOW","LOW","LOW","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"175","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"176","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"177","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","LOW"
"178","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","LOW","HIGH","LOW","NORMAL","NORMAL","NORMAL","NORMAL"
"179","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"180","FALSE","NORMAL","LOW","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","ZERO","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","LOW"
"181","TRUE","LOW","LOW","FALSE","LOW","TRUE","LOW","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"182","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","TRUE","NORMAL","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"183","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"184","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"185","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"186","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","LOW","LOW"
"187","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"188","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","NORMAL","HIGH","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","HIGH","HIGH","NORMAL","HIGH","LOW","HIGH","HIGH","HIGH","LOW","LOW"
"189","FALSE","NORMAL","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","LOW","NORMAL","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","NORMAL","NORMAL","NORMAL","HIGH","HIGH","HIGH","LOW"
"190","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"191","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","FALSE","HIGH","NORMAL","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","LOW","HIGH","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"192","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"193","FALSE","NORMAL","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","HIGH","HIGH","LOW","HIGH","LOW","HIGH","HIGH","LOW","LOW"
"194","FALSE","NORMAL","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","LOW","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"195","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"196","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","HIGH","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"197","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","NORMAL","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","ESOPHAGEAL","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"198","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"199","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","ZERO","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"200","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","NORMAL","NORMAL","NORMAL","HIGH","NORMAL"
"201","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","LOW","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","NORMAL"
"202","FALSE","HIGH","NORMAL","TRUE","HIGH","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","NORMAL","NORMAL","NORMAL","HIGH"
"203","FALSE","NORMAL","LOW","FALSE","NORMAL","FALSE","NORMAL","TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","LOW","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"204","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","HIGH","HIGH","HIGH","LOW","HIGH","LOW","NORMAL","NORMAL","NORMAL","HIGH"
"205","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"206","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"207","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","NORMAL","TRUE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","LOW","LOW","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"208","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"209","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"210","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"211","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","NORMAL","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","LOW","LOW","LOW","HIGH","HIGH","HIGH","LOW","LOW"
"212","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","TRUE","NORMAL","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","LOW"
"213","TRUE","LOW","LOW","FALSE","LOW","TRUE","LOW","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","HIGH","FALSE","LOW","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","HIGH","NORMAL","HIGH","LOW","HIGH","HIGH","HIGH","LOW","LOW"
"214","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"215","FALSE","HIGH","HIGH","TRUE","HIGH","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","LOW"
"216","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","NORMAL","NORMAL","NORMAL","HIGH"
"217","FALSE","HIGH","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","LOW","ZERO","FALSE","ZERO","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","HIGH","LOW","HIGH","HIGH","HIGH","LOW"
"218","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","TRUE","ZERO","NORMAL","LOW","LOW","HIGH","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","NORMAL","NORMAL","LOW"
"219","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","NORMAL","TRUE","NORMAL","FALSE","FALSE","HIGH","LOW","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","LOW","HIGH","LOW","HIGH","HIGH","HIGH","HIGH"
"220","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","LOW","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","NORMAL","NORMAL","HIGH"
"221","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","LOW","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"222","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","LOW","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","LOW","LOW","FALSE","ZERO","LOW","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","NORMAL","LOW","LOW"
"223","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","NORMAL","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"224","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","TRUE","FALSE","HIGH","LOW","FALSE","NORMAL","NORMAL","LOW","LOW","NORMAL","FALSE","HIGH","ONESIDED","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","NORMAL","NORMAL","NORMAL","HIGH","HIGH","NORMAL"
"225","TRUE","LOW","LOW","TRUE","LOW","TRUE","LOW","FALSE","LOW","LOW","FALSE","LOW","FALSE","FALSE","NORMAL","LOW","TRUE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","ZERO","FALSE","NORMAL","ZERO","ZERO","ZERO","ZERO","HIGH","HIGH","NORMAL","LOW","LOW"
"226","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","NORMAL"
"227","FALSE","LOW","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","NORMAL","LOW","FALSE","ZERO","NORMAL","LOW","LOW","HIGH","FALSE","NORMAL","NORMAL","HIGH","TRUE","NORMAL","NORMAL","ZERO","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"228","FALSE","NORMAL","NORMAL","FALSE","NORMAL","FALSE","NORMAL","FALSE","HIGH","HIGH","FALSE","HIGH","FALSE","FALSE","HIGH","LOW","FALSE","ZERO","NORMAL","LOW","LOW","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","NORMAL","NORMAL","LOW","ZERO","ZERO","HIGH","HIGH","HIGH","HIGH","HIGH"
"229","FALSE","LOW","LOW","FALSE","LOW","FALSE","LOW","FALSE","LOW","HIGH","TRUE","NORMAL","FALSE","FALSE","HIGH","ZERO","FALSE","HIGH","NORMAL","HIGH","HIGH","NORMAL","FALSE","NORMAL","NORMAL","HIGH","FALSE","LOW","LOW","ZERO","LOW","HIGH","NORMAL","NORMAL","NORMAL","LOW","LOW"
