"","GoodStudent","Age","SocioEcon","RiskAversion","VehicleYear","ThisCarDam","RuggedAuto","Accident","MakeModel","DrivQuality","Mileage","Antilock","DrivingSkill","SeniorTrain","ThisCarCost","Theft","CarValue","HomeBase","AntiTheft","PropCost","OtherCarCost","OtherCar","MedCost","Cushioning","Airbag","ILiCost","DrivHist"
"236","False","Senior","Prole","Cautious","Current","None","Football","None","Economy","Excellent","FiftyThou","False","Normal","True","Thousand","False","TenThou","City","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","One"
"237","False","Adolescent","UpperMiddle","Adventurous","Current","None","Tank","None","Luxury","Poor","FiftyThou","True","SubStandard","False","Thousand","False","FiftyThou","City","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"238","False","Adult","Prole","Cautious","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"239","True","Adolescent","Prole","Cautious","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Many"
"240","False","Adult","Middle","Adventurous","Older","Mild","Football","Mild","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Many"
"241","False","Adult","Prole","Normal","Older","None","EggShell","None","SportsCar","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"242","False","Senior","Middle","Cautious","Older","None","EggShell","None","SportsCar","Poor","TwentyThou","False","SubStandard","True","Thousand","False","TenThou","Secure","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","One"
"243","True","Adolescent","Middle","Cautious","Older","None","EggShell","None","Economy","Excellent","FiveThou","False","Expert","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"244","False","Adult","Prole","Normal","Older","Severe","EggShell","Severe","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Many"
"245","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"246","False","Senior","UpperMiddle","Cautious","Current","None","EggShell","None","SportsCar","Normal","TwentyThou","True","Normal","True","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"247","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"248","False","Adult","Prole","Cautious","Older","None","Football","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"249","False","Adult","Middle","Normal","Older","Moderate","Football","Moderate","FamilySedan","Poor","Domino","False","SubStandard","False","TenThou","False","FiveThou","Suburb","True","HundredThou","TenThou","True","Thousand","Fair","False","Thousand","Many"
"250","False","Adolescent","Middle","Adventurous","Current","Severe","EggShell","Severe","SportsCar","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Suburb","False","HundredThou","TenThou","True","TenThou","Poor","True","Thousand","Many"
"251","False","Adult","UpperMiddle","Adventurous","Current","Moderate","Tank","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","HundredThou","False","TwentyThou","Suburb","False","HundredThou","TenThou","True","Thousand","Excellent","True","Thousand","Many"
"252","False","Adult","Middle","Normal","Current","None","Football","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","TenThou","Secure","False","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"253","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Rural","True","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"254","False","Adolescent","Middle","Adventurous","Older","Moderate","EggShell","Moderate","SportsCar","Poor","Domino","True","SubStandard","False","TenThou","False","FiveThou","Rural","False","TenThou","TenThou","True","TenThou","Poor","False","Million","Many"
"255","False","Adolescent","Prole","Cautious","Older","Severe","Football","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Rural","True","TenThou","TenThou","True","Thousand","Good","False","HundredThou","Many"
"256","False","Adult","Prole","Cautious","Current","None","EggShell","None","SportsCar","Poor","FiveThou","True","SubStandard","False","Thousand","False","TwentyThou","City","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Many"
"257","False","Adult","UpperMiddle","Normal","Current","None","Tank","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Secure","True","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","One"
"258","False","Senior","Middle","Cautious","Current","None","EggShell","None","FamilySedan","Excellent","TwentyThou","True","Normal","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"259","True","Adolescent","UpperMiddle","Psychopath","Current","None","Football","None","Luxury","Poor","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"260","False","Senior","Middle","Cautious","Older","None","Football","None","Economy","Excellent","FiveThou","False","Expert","True","Thousand","False","TenThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"261","False","Adult","UpperMiddle","Normal","Older","None","Football","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"262","True","Adolescent","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"263","False","Senior","Prole","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","True","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Excellent","True","Thousand","Zero"
"264","False","Adult","UpperMiddle","Normal","Older","None","EggShell","None","Luxury","Normal","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"265","False","Senior","Prole","Cautious","Older","None","Football","None","Economy","Poor","TwentyThou","False","SubStandard","True","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"266","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"267","False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"268","False","Adolescent","Middle","Normal","Current","Moderate","EggShell","Moderate","SportsCar","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Suburb","True","HundredThou","Thousand","True","TenThou","Poor","True","Thousand","Many"
"269","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","One"
"270","False","Senior","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"271","False","Adult","Middle","Normal","Older","Moderate","EggShell","Moderate","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","Suburb","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"272","False","Adult","Middle","Psychopath","Older","Mild","EggShell","Mild","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"273","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"274","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","One"
"275","False","Adult","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Rural","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"276","False","Senior","Middle","Cautious","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","True","Thousand","False","FiveThou","Suburb","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"277","False","Adolescent","Middle","Normal","Current","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","Zero"
"278","False","Adult","UpperMiddle","Adventurous","Current","None","Tank","None","FamilySedan","Excellent","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"279","False","Adult","Middle","Normal","Older","Moderate","Football","Moderate","FamilySedan","Poor","TwentyThou","False","SubStandard","False","TenThou","False","TenThou","Secure","False","HundredThou","HundredThou","False","Thousand","Fair","False","Thousand","Many"
"280","False","Senior","Middle","Cautious","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","True","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"281","False","Adolescent","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"282","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"283","False","Adolescent","Middle","Normal","Current","None","Football","None","FamilySedan","Poor","TwentyThou","True","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"284","False","Adolescent","Middle","Adventurous","Older","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Rural","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"285","False","Senior","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"286","False","Adolescent","UpperMiddle","Normal","Older","None","Football","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Suburb","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"287","False","Adult","UpperMiddle","Normal","Current","None","Tank","None","Luxury","Excellent","TwentyThou","True","Expert","False","Thousand","False","FiftyThou","Secure","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"288","True","Adolescent","UpperMiddle","Adventurous","Older","Mild","Tank","Moderate","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TwentyThou","Secure","False","HundredThou","TenThou","True","Thousand","Good","False","Thousand","Many"
"289","False","Senior","Prole","Cautious","Older","None","Football","None","Economy","Excellent","TwentyThou","False","Expert","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"290","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Many"
"291","False","Adult","Prole","Normal","Older","None","EggShell","None","SportsCar","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"292","False","Adolescent","Middle","Normal","Older","Moderate","Football","Moderate","FamilySedan","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Suburb","False","TenThou","TenThou","True","Thousand","Poor","False","Thousand","One"
"293","False","Adult","UpperMiddle","Adventurous","Current","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Secure","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"294","False","Adult","UpperMiddle","Normal","Current","None","EggShell","None","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Many"
"295","False","Adult","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"296","False","Adolescent","Prole","Adventurous","Older","Mild","EggShell","Mild","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Many"
"297","False","Adult","Prole","Normal","Older","None","Football","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Many"
"298","False","Adult","Prole","Adventurous","Older","None","Football","None","FamilySedan","Poor","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"299","False","Adult","UpperMiddle","Normal","Current","Mild","Football","Mild","Luxury","Poor","TwentyThou","True","SubStandard","False","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"300","False","Adult","Prole","Cautious","Older","Mild","Tank","Moderate","FamilySedan","Poor","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","City","True","TenThou","Thousand","True","Thousand","Good","False","Thousand","One"
"301","False","Adult","Middle","Cautious","Current","None","Tank","None","FamilySedan","Normal","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","False","Thousand","Excellent","True","Thousand","Zero"
"302","True","Adolescent","Middle","Normal","Older","None","EggShell","None","SportsCar","Normal","FiveThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","True","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"303","False","Adult","Middle","Adventurous","Current","None","Football","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"304","False","Adult","Prole","Normal","Current","Mild","Football","Mild","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"305","False","Adult","UpperMiddle","Normal","Older","None","Tank","None","Luxury","Normal","Domino","False","Normal","False","Thousand","False","FiftyThou","Secure","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"306","False","Adolescent","Prole","Cautious","Current","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"307","False","Adult","Middle","Normal","Older","Moderate","EggShell","Moderate","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","Suburb","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"308","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"309","False","Adolescent","UpperMiddle","Adventurous","Current","None","EggShell","None","SportsCar","Poor","FiveThou","True","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Many"
"310","False","Adolescent","Middle","Normal","Older","Moderate","Tank","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Suburb","False","HundredThou","TenThou","True","TenThou","Good","False","Thousand","Many"
"311","False","Adult","UpperMiddle","Adventurous","Older","Severe","Football","Severe","Luxury","Poor","TwentyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Secure","False","Million","HundredThou","True","Thousand","Fair","False","Thousand","Many"
"312","False","Adult","Prole","Adventurous","Older","Severe","Football","Severe","FamilySedan","Poor","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","Rural","False","TenThou","TenThou","False","Thousand","Fair","False","HundredThou","Many"
"313","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"314","False","Adult","UpperMiddle","Normal","Current","None","Football","None","Luxury","Normal","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"315","False","Senior","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","True","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","False","Thousand","Excellent","True","Thousand","Zero"
"316","False","Senior","UpperMiddle","Normal","Older","Severe","EggShell","Moderate","SportsCar","Poor","FiftyThou","False","SubStandard","True","TenThou","False","TenThou","Secure","True","TenThou","TenThou","True","HundredThou","Fair","False","Thousand","Many"
"317","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"318","False","Adult","UpperMiddle","Adventurous","Current","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","TenThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"319","False","Adult","Prole","Adventurous","Older","None","EggShell","None","SportsCar","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","One"
"320","False","Adult","Prole","Adventurous","Older","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"321","False","Adult","UpperMiddle","Adventurous","Older","None","Football","None","Luxury","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"322","False","Adult","Middle","Normal","Older","Severe","Tank","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Suburb","False","TenThou","TenThou","True","Thousand","Good","False","Thousand","Many"
"323","False","Adult","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"324","False","Adult","Middle","Normal","Current","None","EggShell","None","SportsCar","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"325","False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"326","False","Adolescent","Middle","Adventurous","Older","Mild","EggShell","Mild","SportsCar","Poor","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"327","False","Adult","Wealthy","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","False","Thousand","Good","True","Thousand","Zero"
"328","False","Adolescent","Prole","Normal","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Rural","False","HundredThou","HundredThou","True","Thousand","Poor","False","HundredThou","Many"
"329","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"330","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"331","True","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"332","False","Adult","Prole","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"333","False","Senior","Prole","Cautious","Older","None","Football","None","FamilySedan","Excellent","TwentyThou","False","Normal","True","Thousand","False","TenThou","City","True","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"334","False","Senior","UpperMiddle","Cautious","Current","None","Football","None","Luxury","Excellent","FiftyThou","True","Expert","True","Thousand","False","FiftyThou","Secure","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"335","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","False","TenThou","Poor","False","Thousand","Many"
"336","False","Senior","Middle","Cautious","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","True","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"337","False","Adolescent","Middle","Adventurous","Current","None","EggShell","None","SportsCar","Poor","FiveThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","False","Thousand","Poor","True","Thousand","One"
"338","False","Adult","Middle","Normal","Current","Mild","EggShell","Mild","SportsCar","Poor","FiftyThou","True","SubStandard","False","Thousand","False","TenThou","Secure","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Many"
"339","False","Adult","Wealthy","Normal","Current","None","EggShell","None","SportsCar","Poor","Domino","True","SubStandard","False","Thousand","False","TenThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Many"
"340","False","Adult","Middle","Adventurous","Current","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","False","Normal","False","HundredThou","False","TwentyThou","Suburb","False","HundredThou","TenThou","False","Thousand","Good","True","Thousand","Zero"
"341","False","Adult","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Good","True","Thousand","Many"
"342","False","Adult","Prole","Normal","Current","Severe","EggShell","Severe","Economy","Excellent","FiftyThou","False","Expert","False","TenThou","False","TenThou","City","False","TenThou","TenThou","True","Million","Poor","True","TenThou","Zero"
"343","False","Senior","UpperMiddle","Normal","Current","None","EggShell","None","Luxury","Excellent","TwentyThou","True","Expert","True","Thousand","False","FiftyThou","Rural","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"344","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Zero"
"345","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","TenThou","Thousand","False","Thousand","Excellent","True","Thousand","Zero"
"346","False","Adult","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"347","False","Adolescent","Middle","Adventurous","Older","None","Football","None","Economy","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"348","False","Adult","Middle","Normal","Older","Severe","Tank","Severe","FamilySedan","Poor","Domino","False","SubStandard","False","TenThou","False","FiveThou","Suburb","False","HundredThou","HundredThou","True","Thousand","Excellent","False","Thousand","Many"
"349","False","Adolescent","Prole","Adventurous","Older","Moderate","EggShell","Moderate","Economy","Poor","Domino","False","SubStandard","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","False","Thousand","Fair","False","Thousand","Many"
"350","False","Adult","Wealthy","Normal","Current","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Rural","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"351","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"352","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"353","False","Adult","Middle","Adventurous","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"354","False","Adult","UpperMiddle","Psychopath","Current","None","EggShell","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","One"
"355","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"356","False","Adult","Prole","Normal","Older","None","Football","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"357","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"358","False","Adult","UpperMiddle","Normal","Current","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"359","False","Adolescent","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"360","False","Senior","Middle","Cautious","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","TenThou","Rural","True","Thousand","Thousand","True","Thousand","Excellent","False","Thousand","Zero"
"361","False","Senior","Middle","Cautious","Older","Mild","Tank","Moderate","FamilySedan","Poor","Domino","False","SubStandard","True","Thousand","False","FiveThou","Secure","True","TenThou","TenThou","True","HundredThou","Good","False","Thousand","One"
"362","False","Senior","UpperMiddle","Cautious","Older","None","Tank","None","FamilySedan","Normal","FiveThou","False","Normal","True","Thousand","False","TwentyThou","Secure","True","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"363","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
