,LVFAILURE,HISTORY,LVEDVOLUME,CVP,PCWP,HYPOVOLEMIA,STROKEVOLUME,ERRLOWOUTPUT,HRBP,HR,ERRCAUTER,HREKG,HRSAT,ANAPHYLAXIS,TPR,ARTCO2,EXPCO2,VENTLUNG,INTUBATION,MINVOL,FIO2,PVSAT,VENTALV,SAO2,SHUNT,PULMEMBOLUS,PAP,PRESS,KINKEDTUBE,VENTTUBE,MINVOLSET,VENTMACH,DISCONNECT,CATECHOL,INSUFFANESTH,CO,BP
177,1,1,0,0,0,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1,2,1,1,1,1,2
178,1,1,2,1,2,0,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,1,1,2,2
179,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
180,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
181,1,1,2,2,2,0,1,1,2,2,0,1,1,1,1,0,1,1,0,3,1,2,3,0,1,0,2,3,1,0,0,1,1,1,1,2,2
182,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,3,3,0,1,1,0,1,0,0,1,1,1,1,1,1,2,1,1,1,2,2
183,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,0,1,1,1,1,2,2
184,1,0,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1,2,1,1,1,2,0
185,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,0,1,1,0,0,0
186,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
187,1,1,1,1,2,1,1,1,0,1,0,1,1,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,0,1,1,2
188,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,1,1,1,2,0
189,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,0,0
190,1,1,2,2,2,0,1,1,2,2,0,1,1,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,0,1,1,1,1,1,1
191,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,1,0,0,1,1,2,1,1,1,2,1,1,1,0,0
192,1,1,2,2,2,0,1,1,1,0,1,1,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
193,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,2,2
194,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,3,3,0,1,1,0,1,0,0,1,1,3,1,2,2,3,0,1,1,2,0
195,1,1,2,2,2,0,1,1,2,2,1,2,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
196,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,0,2,1,1,1,2,1,1,1,2,2
197,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,0,1,1,0,3,1,2,3,2,0,1,0,3,1,1,1,2,1,1,0,2,0
198,1,1,1,0,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
199,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
200,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
201,1,1,2,2,2,0,0,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,1
202,1,1,2,1,2,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
203,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
204,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
205,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,2,2
206,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
207,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,0,1,1,2,1,1,1,2,0
208,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
209,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,0
210,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,1,2,2,0,3,1,0,2,0,0,1,1,1,1,1,1,2,1,0,1,1,1
211,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,3,1,2,1,1,0,2,2
212,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
213,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,0
214,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,1,2,1,0,1,1,2
215,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,1,1,1,2,0
216,1,1,1,1,1,0,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,1,1,2,2
217,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
218,1,1,1,1,1,1,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,1
219,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
220,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
221,1,1,1,1,1,1,0,1,2,2,0,1,1,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,1,1,1,1
222,1,1,1,2,1,1,0,1,2,2,1,1,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,2,1,1,1,0,0
223,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,0,1,2,1
224,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,0
225,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,3,3,0,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,0,2,2
226,1,1,1,1,1,1,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
227,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
228,1,1,1,0,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,2,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
229,1,1,1,1,1,1,2,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,2,2,1,1,1,2,1,1,1,2,0
230,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
231,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2,1,1,0,2,1
232,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
233,1,1,1,1,1,1,1,1,2,2,0,1,1,1,2,2,1,0,1,1,1,0,1,0,0,1,1,0,1,2,1,2,1,1,0,2,2
234,1,1,1,1,1,1,2,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,0,1,1,2
235,1,1,2,2,2,0,0,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,0,0
236,1,1,2,2,2,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,0,1,1,1
237,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,2,1
238,1,1,1,1,1,1,2,1,2,2,1,2,2,1,0,2,1,0,0,0,0,0,0,0,0,1,2,2,1,1,1,2,1,1,1,2,0
239,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,2,0,0,1,1,1
240,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,0,1,1,0,0,1,2,3,2,0,1,1,1,1,3,1,2,1,1,1,2,2
241,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,1,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,2,2
242,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,0,3,2,3,1,1,1,2,2
243,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,2,1
244,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,0,0,1,1,2
245,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
246,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
247,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,0,2,2,1,1,2,0,1,1,2,1,1,0,1,2,0,1,1,2,0
248,1,1,1,1,1,0,0,1,2,2,1,2,2,1,0,1,1,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,1,1,1,0,0
249,1,1,2,1,2,0,0,1,0,1,0,2,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,0,1,0,0
250,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,1
251,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
252,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
253,1,1,1,1,0,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
254,1,1,1,1,1,1,1,1,2,2,0,0,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
255,1,1,1,1,1,1,0,0,1,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,0
256,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,0,3,1,1,1,2,1,1,0,0,0
257,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
258,1,1,1,1,1,1,0,1,2,2,0,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
259,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,0,1,1,2,1,1,1,2,2
260,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,0,3,1,1,1,2,1,0,1,1,2
261,1,1,2,2,2,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,1,1,1,2,0
262,1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,2,2
263,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
264,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
265,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
266,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,0,1,1,2
267,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,2
268,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,2,2
269,1,1,1,1,1,1,1,0,1,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,2,0
270,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1
271,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2,1,1,0,0,0,1,0,2,0,0,1,1,1,1,1,1,2,1,0,1,0,1
272,1,1,1,1,1,1,1,0,1,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,2,3,1,0,1,2,0,1,1,2,1
273,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,3,1,2,3,2,0,1,0,3,1,0,1,0,1,0,0,0,0
274,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,0,1,1,0,0,1,2
275,1,1,1,2,1,1,1,1,2,2,1,2,2,1,0,0,0,0,0,0,1,2,3,2,0,1,1,3,1,1,1,2,1,1,1,2,0
276,1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,2,0
277,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
278,1,1,2,1,2,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,0
279,1,1,1,0,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
280,1,1,1,1,1,1,0,1,0,1,1,0,0,1,2,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,0,1,2,2
281,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,2,2
282,1,1,0,0,0,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,1,1,1,3,1,1,1,2,1,1,1,2,2
283,1,1,2,2,2,0,0,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,2
284,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
285,1,1,2,2,2,0,1,1,2,2,0,1,1,1,1,0,0,0,0,0,1,2,3,2,0,1,1,3,1,1,1,2,1,1,1,2,2
286,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,3,1,2,3,2,0,1,1,2,1,3,1,3,1,0,1,1,0
287,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,0,1,1,0,2,0,0,1,1,3,1,0,1,1,1,1,1,2,2
288,1,1,1,0,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,0,1,1,1,0,1,1,1,3,1,1,1,2,1,1,0,2,2
289,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
290,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
291,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,2,1,0,1,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,0,2,0
292,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,0,3,1,1,1,2,1,1,1,0,1
293,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
294,1,1,1,1,0,1,1,1,0,1,0,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,0,1,1,2
295,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
296,1,1,2,1,2,0,1,1,0,1,1,0,0,1,1,2,3,3,0,1,1,0,1,0,0,1,1,3,1,1,1,2,1,1,1,1,1
297,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,1,2,2
298,1,1,1,1,1,1,1,0,1,2,1,2,2,1,2,2,2,1,1,0,1,0,0,0,0,1,0,3,1,1,1,2,1,1,1,2,2
299,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,2,1,0,0,2,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,1,1
300,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
301,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,0,1,1,1,1,2,0
302,1,1,1,1,0,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
303,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
304,1,1,1,1,1,1,1,1,2,2,1,2,1,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,0
305,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,0,1,1,1,2,2
306,1,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
307,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,0,0
308,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
309,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
310,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,1,1,2,1,1,1,2,0
311,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,0,1,1,2
312,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,0
313,1,1,1,1,1,1,2,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,2,3,1,0,1,2,1,1,1,2,0
314,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,2
315,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,0,1,1,0
316,1,1,2,1,2,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,0,0
317,1,1,2,1,2,0,1,1,2,2,1,2,2,1,0,2,3,3,0,1,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,0
318,1,1,1,1,1,0,0,1,2,2,1,2,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2,1,1,0,0,0
319,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,0,1,1,2,1,1,1,2,2
320,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,2,2
321,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
322,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,0,3,1,0,1,2,0,1,1,2,0
323,1,1,2,2,1,0,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,0,1,2,0,1,1,1,0
324,1,1,2,2,2,0,0,1,2,2,1,2,2,1,0,2,3,3,0,1,1,0,1,0,0,1,0,3,1,1,1,2,1,1,1,0,0
325,1,1,1,1,1,1,2,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
326,1,1,0,0,0,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
327,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,1,0,0
328,1,1,1,0,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1,1,1,2,1,1,1,2,1,1,1,2,0
329,0,0,0,0,0,1,0,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,0
330,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,2,1,1,1,2,1,1,1,2,2
331,1,1,1,1,1,1,1,1,2,2,0,1,1,1,0,2,2,1,1,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
332,1,1,1,0,1,1,1,1,0,2,1,2,2,1,1,2,3,3,0,1,1,2,1,2,0,1,1,3,1,2,1,3,0,1,1,2,0
333,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,1
334,1,1,1,1,2,1,1,1,0,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,1,0,1,1,2
335,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,1,1,2,1,1,1,0,0
336,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,0,1,1,0,3,1,2,3,2,0,1,1,3,1,0,1,2,1,1,1,2,0
337,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,0,1,0
338,1,1,2,1,2,0,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,0,2,0
339,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,1,2
340,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,2,2,0,1,1,0,2,0,1,1,1,3,1,1,1,2,1,1,1,1,1
341,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,3,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,1
342,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,2
343,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
344,1,1,0,0,1,1,1,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,1,2,3,1,1,1,2,1,1,1,2,2
345,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,1,1,1,2,1,1,1,2,0
346,1,1,1,1,1,1,1,0,1,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0
347,0,0,0,0,0,1,0,1,2,2,1,2,2,1,1,0,1,1,0,3,1,2,3,2,0,1,1,1,1,3,2,3,1,1,1,0,0
348,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,0,1,0,1,0,1,1,1,3,1,1,1,2,1,1,1,2,2
349,1,1,1,1,0,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,3,0,1,1,2,1,1,0,2,0
350,1,1,2,2,2,1,1,1,2,2,1,2,2,1,0,2,3,0,0,0,1,0,0,0,0,1,1,2,1,1,1,2,1,1,1,2,1
351,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,2
352,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,1,1,0,2,2,1,0,2,0,1,1,1,0,0,3,2,3,1,1,0,2,0
353,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,3,1,2,3,2,0,1,1,2,1,3,1,2,1,0,1,0,0
354,1,1,1,1,1,1,1,1,2,2,1,1,2,1,0,2,1,0,0,1,0,0,0,2,0,1,1,1,1,1,1,2,1,1,1,2,0
355,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,1,1,2,2
356,1,1,1,1,1,1,1,1,2,2,1,2,2,1,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,1,1,2,0
