,Erk,Akt,PKA,Mek,Jnk,PKC,Raf,P38,PIP3,PIP2,Plcg
579,2,0,1,1,0,1,1,1,1,0,0
580,0,1,0,0,1,1,2,1,0,0,0
581,1,0,1,0,1,1,0,0,1,0,0
582,1,1,1,0,0,1,0,0,2,0,0
583,1,1,1,0,1,2,0,0,1,0,0
584,1,1,1,0,0,1,0,1,1,0,0
585,0,0,0,0,1,0,2,2,1,0,0
586,1,0,1,1,0,1,1,0,2,0,1
587,1,1,1,0,0,1,0,0,1,0,1
588,1,1,0,2,0,0,2,2,1,0,0
589,2,0,1,1,1,2,1,0,2,0,0
590,1,0,2,0,0,0,0,2,2,0,0
591,1,0,1,0,1,1,0,0,2,1,1
592,1,0,1,1,1,1,1,0,2,0,1
593,1,0,2,0,0,0,0,0,0,1,2
594,1,0,1,0,1,2,0,0,1,0,0
595,0,0,0,0,1,0,2,2,2,0,1
596,2,1,1,1,1,1,0,0,1,0,0
597,1,0,1,1,1,1,1,0,1,0,0
598,0,0,0,0,2,0,0,2,2,0,0
599,1,0,2,0,0,0,0,2,0,0,0
600,1,0,1,1,1,1,0,0,0,0,0
601,1,0,1,1,0,0,0,0,2,1,1
602,1,0,1,0,1,2,0,0,2,0,0
603,1,0,1,1,1,2,0,0,2,0,0
604,0,0,0,1,0,1,1,1,1,0,0
605,2,0,2,0,1,0,0,0,2,0,0
606,1,0,1,0,0,1,0,0,0,0,0
607,2,2,0,2,2,0,2,2,2,0,1
608,1,0,1,1,1,1,2,0,1,0,0
609,2,0,1,0,0,0,1,0,1,0,0
610,0,0,1,0,1,1,0,0,1,0,0
611,1,1,1,1,1,0,1,0,0,0,0
612,0,0,1,0,0,0,2,1,0,0,0
613,2,2,0,2,2,0,2,2,0,0,0
614,2,2,0,1,0,0,1,2,1,0,0
615,2,2,0,2,2,0,2,2,1,0,0
616,1,0,1,1,1,0,1,0,1,0,0
617,1,1,1,1,0,1,1,0,2,0,1
618,1,0,1,0,0,1,0,0,1,0,0
619,2,1,1,0,0,0,0,0,1,0,0
620,2,1,1,0,1,1,0,0,0,0,0
621,2,1,0,2,1,0,2,2,1,0,0
622,1,0,1,0,1,2,0,0,2,0,0
623,0,0,0,0,2,0,2,2,2,0,0
624,1,0,1,1,1,1,0,1,2,0,0
625,0,0,0,0,1,0,0,2,0,2,2
626,0,0,1,0,0,1,1,0,0,0,0
627,0,0,0,0,0,1,1,1,0,0,0
628,1,0,1,0,0,1,1,0,2,1,0
629,2,1,1,1,0,1,1,0,2,2,2
630,1,0,0,2,0,0,2,0,1,0,0
631,2,2,0,2,2,0,2,2,1,1,2
632,2,1,1,1,0,1,0,0,0,0,0
633,1,0,1,0,1,2,0,0,2,0,0
634,1,0,1,1,1,1,0,1,2,1,0
635,2,2,0,2,0,0,2,2,0,0,0
636,2,1,1,1,0,1,0,0,0,0,0
637,2,1,1,1,0,1,1,0,1,0,0
638,1,0,1,1,0,1,1,0,0,0,0
639,2,2,0,2,2,0,2,1,0,0,0
640,2,1,1,1,0,1,1,0,1,0,0
641,1,1,0,2,1,0,2,0,2,0,0
642,1,0,2,0,0,0,1,0,1,0,0
643,1,0,1,0,0,1,0,0,0,1,2
644,2,2,0,2,2,0,2,0,1,0,0
645,1,0,2,0,0,0,0,0,2,1,0
646,2,1,1,0,0,1,0,1,1,0,0
647,2,2,0,2,2,0,2,2,0,0,0
648,1,0,1,2,0,1,2,0,1,0,0
649,1,0,1,0,1,1,0,0,1,0,0
650,0,1,1,1,1,2,1,0,1,0,0
651,0,1,0,0,2,0,2,0,1,0,1
652,1,0,2,0,0,0,0,0,2,0,0
653,2,1,1,0,1,1,0,0,0,0,0
654,0,0,1,0,0,0,0,0,0,0,0
655,1,0,1,1,1,1,1,0,0,2,2
656,1,0,1,1,0,1,2,0,1,0,0
657,1,0,1,0,0,1,0,0,0,0,0
658,1,0,1,0,1,2,0,0,1,2,2
659,2,0,1,0,1,2,0,1,1,1,2
660,2,2,0,2,2,0,2,0,0,0,0
661,2,1,1,0,1,1,0,1,0,0,0
662,2,2,0,2,2,0,2,0,2,0,0
663,1,0,2,0,1,1,0,0,2,0,0
664,2,0,2,0,0,0,0,0,1,0,0
665,1,1,1,0,0,0,0,0,2,0,0
666,1,0,1,0,0,1,1,0,1,0,0
667,1,0,1,1,0,0,1,0,1,0,0
668,2,2,0,2,2,0,1,2,2,1,1
669,1,1,1,1,1,1,1,0,1,0,0
670,0,1,1,1,0,1,0,0,2,1,0
671,1,0,1,0,0,1,0,0,1,0,0
672,0,0,0,0,0,0,1,2,0,0,0
673,1,0,2,0,0,0,0,0,2,0,0
674,1,0,1,0,0,0,0,0,0,2,2
675,2,2,0,2,2,0,2,2,1,0,0
676,1,0,1,0,0,1,0,1,1,0,0
677,1,1,1,1,1,2,0,0,2,0,0
678,1,0,1,0,0,1,0,1,2,0,0
679,2,0,1,0,1,2,0,1,0,0,0
680,1,0,1,1,0,0,2,0,1,0,0
681,1,0,1,0,0,1,0,0,0,0,0
682,1,0,1,1,0,1,1,0,1,1,0
683,1,0,1,0,0,1,0,0,2,0,0
684,1,0,1,1,0,1,1,0,1,2,2
685,1,0,1,1,1,1,1,0,1,0,0
686,1,1,0,2,2,0,2,2,0,0,0
687,2,1,1,0,1,2,0,1,2,0,0
688,0,0,1,0,1,2,0,0,2,1,1
689,1,0,1,0,0,1,0,0,0,0,0
690,1,0,1,1,0,1,1,0,2,0,0
691,1,0,1,1,0,1,1,0,2,2,2
692,1,0,1,1,0,1,1,0,1,0,0
693,2,0,1,0,0,1,0,0,1,2,2
694,1,0,1,1,1,1,1,0,0,0,0
695,2,2,0,2,0,0,2,0,1,0,0
696,1,0,1,0,1,1,0,1,1,0,0
697,1,1,1,0,0,1,0,0,1,0,0
698,2,2,0,1,0,0,0,2,1,0,0
699,1,1,1,1,1,1,0,0,1,0,0
700,1,0,1,1,0,1,0,0,0,0,0
701,0,1,1,1,0,1,1,0,1,0,0
702,2,0,1,1,1,0,1,0,0,0,0
703,1,0,2,0,0,0,0,0,0,0,0
704,1,0,1,0,1,1,1,0,1,2,2
705,0,0,0,0,1,1,0,0,2,0,1
706,0,1,1,1,0,1,2,0,2,0,0
707,1,0,1,1,1,2,0,1,1,0,0
708,0,1,0,0,1,0,1,0,2,0,0
709,1,0,1,0,0,0,0,0,2,0,1
710,2,1,1,0,0,1,0,0,0,0,2
711,2,1,1,0,0,1,0,0,1,0,0
712,1,0,1,1,1,0,0,0,2,0,0
713,1,0,1,0,0,0,2,0,0,0,0
714,1,0,1,0,1,2,0,0,1,2,2
715,1,0,1,1,0,1,1,0,1,0,0
716,1,0,2,0,0,0,0,0,2,1,1
717,1,0,1,0,1,0,0,0,0,0,0
718,1,0,1,1,1,0,1,0,0,0,0
719,0,1,0,1,1,0,0,2,2,0,0
720,1,1,0,2,2,0,2,2,0,0,0
721,0,0,0,0,2,0,0,0,2,2,2
722,1,1,1,0,1,1,1,0,1,0,0
723,2,2,0,2,2,0,2,2,0,0,0
724,1,0,1,0,0,1,0,0,0,1,2
725,2,2,0,2,0,0,2,2,0,0,1
726,0,1,1,0,1,0,2,0,2,0,0
727,2,1,2,0,0,1,0,0,1,0,0
728,2,1,2,1,1,2,0,0,0,2,2
729,1,0,1,1,0,1,0,0,2,0,0
730,1,0,1,0,0,1,0,0,0,0,0
731,0,0,0,0,2,0,2,0,0,0,0
732,1,0,1,1,0,0,1,0,1,0,0
733,1,0,1,0,0,1,0,0,1,0,0
734,0,0,1,1,0,1,2,1,2,0,0
735,1,1,0,2,2,0,2,0,1,0,0
736,1,1,0,0,1,0,1,0,1,0,0
737,1,1,0,0,2,0,2,1,0,0,0
738,0,1,1,0,1,1,0,0,1,0,0
739,1,0,1,0,0,0,2,0,1,0,0
740,1,1,1,0,1,1,0,0,2,0,0
741,1,1,1,0,0,1,0,0,0,0,0
742,1,0,1,0,1,1,0,1,2,0,0
743,2,1,1,0,1,2,0,0,2,1,1
744,1,0,1,0,0,0,2,0,2,0,0
745,1,1,1,0,0,1,0,0,1,0,0
746,0,1,2,0,0,0,1,0,2,0,0
747,1,1,1,1,0,0,1,0,1,0,0
748,2,1,1,0,1,2,0,0,1,0,0
749,1,1,1,0,1,1,1,0,0,2,2
750,1,0,0,1,1,0,1,0,0,0,0
751,2,1,1,1,0,1,1,0,0,0,0
752,2,1,1,0,1,1,0,0,1,0,0
753,1,0,1,0,1,1,0,0,1,0,0
754,1,0,1,1,0,1,0,0,1,0,0
755,1,0,1,0,0,1,0,0,1,0,0
756,0,0,1,0,1,1,0,0,2,0,0
757,1,0,1,0,1,2,0,0,1,0,0
758,2,2,0,2,0,0,1,2,1,0,0
759,1,0,2,0,0,0,0,2,2,1,0
760,1,0,2,0,0,0,0,0,1,0,0
761,2,1,1,1,1,2,1,0,1,0,0
762,0,0,1,0,0,0,0,0,1,0,0
763,1,0,1,0,1,2,0,0,1,0,0
764,1,1,1,1,1,2,1,0,2,0,0
765,1,1,1,0,0,1,0,0,1,0,0
766,1,0,2,0,0,0,0,2,2,0,0
767,0,1,1,0,1,2,0,0,1,0,0
768,2,0,1,1,1,1,1,0,0,0,0
769,1,0,1,0,1,0,1,0,2,0,0
770,2,1,1,0,0,0,0,0,1,0,0
771,2,1,1,1,0,1,0,0,0,0,0
772,1,0,1,0,0,1,0,1,2,0,0
773,2,0,1,0,1,1,0,1,1,0,0
774,1,0,1,1,1,0,1,0,2,1,0
775,2,1,1,1,0,1,1,0,1,0,0
776,2,2,0,2,1,0,2,0,0,0,0
777,1,0,1,0,0,1,0,0,1,0,0
778,1,0,1,0,1,1,0,0,1,0,0
779,1,0,1,0,0,1,0,1,2,1,0
780,1,0,1,0,0,0,2,0,0,0,0
781,0,0,2,0,0,1,0,2,2,0,0
782,1,0,1,1,0,1,1,0,0,0,0
783,1,0,1,0,1,1,0,0,0,0,0
784,2,1,1,0,0,1,2,0,2,0,0
785,0,1,1,0,0,1,0,0,0,0,0
786,0,0,0,0,2,0,0,2,0,0,0
787,1,0,1,1,1,2,1,0,2,0,0
788,1,0,2,0,0,0,0,0,0,0,0
789,1,0,1,1,1,1,1,1,1,0,0
790,1,0,1,1,0,1,0,1,1,0,0
791,0,1,1,1,0,1,1,0,1,1,0
792,1,0,1,0,0,1,0,0,1,0,0
793,1,0,1,0,1,1,1,0,2,0,0
794,1,0,2,0,0,0,1,0,2,0,0
795,2,1,1,1,1,1,2,0,2,0,0
796,2,2,0,2,2,0,2,2,0,1,2
797,1,0,1,0,1,1,0,0,2,2,2
798,0,1,0,0,2,0,2,2,2,1,0
799,2,1,1,0,0,1,0,0,1,0,0
800,1,0,1,0,0,1,0,0,0,0,0
801,1,0,1,0,1,0,1,0,1,0,0
802,1,0,1,0,1,2,0,0,2,1,0
803,1,0,1,1,0,1,1,0,0,1,2
804,1,1,0,2,0,0,2,2,2,0,0
805,1,1,1,1,1,1,1,0,0,2,2
806,0,0,1,0,1,1,0,0,1,0,0
807,0,1,0,0,0,0,2,2,2,0,0
808,2,1,2,0,0,0,0,0,2,0,0
809,1,0,1,1,0,1,1,0,2,0,0
810,0,0,0,0,1,0,2,2,1,0,0
811,1,0,1,1,0,1,0,0,1,0,0
812,0,0,0,0,1,2,0,0,1,0,0
813,1,0,1,0,0,1,0,0,1,0,0
814,2,1,1,1,0,0,1,0,1,0,0
815,2,1,2,0,0,0,0,0,0,1,2
816,1,1,1,0,1,1,0,1,2,1,0
817,1,0,1,1,0,1,0,0,0,1,2
818,1,0,1,0,1,1,0,1,1,0,0
819,1,0,1,1,0,0,0,0,2,0,0
820,0,0,1,1,1,2,0,0,0,0,0
821,1,0,1,0,0,1,0,0,2,1,0
822,1,0,1,0,1,1,0,0,0,0,0
823,1,0,1,1,1,2,1,0,1,0,0
824,0,0,1,0,0,1,0,0,1,0,0
825,1,1,1,1,1,0,0,0,0,0,2
826,0,1,1,0,0,1,0,0,1,0,0
827,0,1,1,0,0,1,1,0,0,1,2
828,1,0,1,1,1,1,1,0,2,1,0
829,2,1,1,1,1,1,2,1,0,0,0
830,1,1,1,0,1,0,0,0,1,0,0
831,1,0,1,0,1,2,0,0,1,0,0
832,1,0,1,1,1,0,0,0,1,0,0
833,2,0,1,0,1,2,0,0,2,0,0
834,1,0,1,1,0,0,1,0,2,0,0
835,1,0,0,2,2,0,1,0,2,0,0
836,1,0,1,0,0,1,1,0,1,0,0
837,1,0,1,1,1,1,2,0,2,0,0
838,1,0,1,0,1,2,0,0,1,0,0
839,1,0,1,0,0,0,2,1,1,0,0
840,1,0,1,0,1,2,0,0,1,0,0
841,0,0,1,0,0,1,0,0,1,0,0
842,1,0,0,2,2,0,2,1,0,0,0
843,1,0,1,0,1,0,2,0,1,0,0
844,0,0,1,1,0,1,0,1,1,0,0
845,0,0,0,0,2,0,2,0,2,1,0
846,1,0,1,0,1,0,2,0,0,1,2
847,1,0,1,0,0,1,0,1,1,0,0
848,1,0,1,0,0,0,2,0,2,1,2
849,1,0,1,1,0,1,2,0,1,0,0
850,1,1,1,1,1,0,0,0,1,0,0
851,1,0,1,0,1,2,0,0,1,0,0
852,0,0,1,0,1,0,2,0,0,0,0
853,1,1,1,1,1,1,0,0,1,0,0
854,1,0,1,0,1,0,0,0,1,0,0
855,1,0,1,0,0,1,0,0,2,0,0
856,2,0,1,0,1,0,2,1,2,0,0
857,1,1,1,0,0,1,0,0,2,0,0
858,1,0,1,0,1,2,0,1,1,0,0
859,2,1,0,2,0,0,2,0,1,0,0
860,1,0,2,0,0,0,0,0,0,1,2
861,1,0,1,0,1,2,0,0,0,0,0
862,2,2,0,2,0,0,2,2,0,0,0
863,1,0,1,0,1,1,0,0,1,0,0
864,0,0,0,0,1,0,2,0,0,0,0
865,1,0,2,0,0,0,0,0,2,0,0
866,2,2,0,2,0,0,2,1,1,0,0
867,1,0,2,0,0,0,0,1,1,0,0
868,1,0,2,0,0,1,0,1,1,0,0
869,1,0,1,1,0,1,1,1,1,0,0
870,2,1,1,0,1,1,1,0,1,0,0
871,1,0,1,0,0,1,0,0,1,0,0
872,1,1,0,1,0,1,0,1,0,0,0
873,0,0,1,0,0,0,2,0,2,2,2
874,1,1,0,2,1,0,1,2,1,0,0
875,1,0,1,1,1,1,1,0,1,0,0
876,1,0,2,0,0,0,0,0,2,0,0
877,1,0,1,1,1,1,1,0,1,0,0
878,2,1,2,0,0,0,0,0,0,0,0
879,1,0,2,0,0,0,0,0,2,0,0
880,1,0,1,0,1,1,0,0,0,0,0
881,2,1,2,0,0,0,0,0,0,0,0
882,1,0,1,0,1,1,0,0,0,0,1
883,2,0,1,1,1,1,1,0,0,0,0
884,0,0,2,0,0,0,0,0,1,1,2
885,2,1,1,1,0,0,1,0,2,0,0
886,1,0,1,1,1,1,0,0,0,0,1
887,0,0,0,0,0,0,2,2,0,0,0
888,2,1,1,0,0,0,0,0,2,0,0
889,1,0,1,0,1,1,0,0,2,0,0
890,2,2,0,2,0,0,2,2,1,2,2
891,1,1,1,1,0,0,1,0,2,0,1
892,1,0,1,1,0,1,1,0,0,0,0
893,0,0,0,0,0,1,2,0,2,0,0
894,1,0,1,0,1,2,0,0,2,0,0
895,1,0,1,1,0,1,1,0,2,1,1
896,2,1,1,2,1,1,2,1,1,0,0
897,0,0,1,0,0,1,0,0,2,1,1
898,2,1,1,0,1,1,0,0,0,0,0
899,1,0,1,0,0,1,0,0,1,0,2
900,1,0,1,0,0,1,0,0,2,0,0
901,1,0,1,1,1,1,1,0,1,0,0
902,1,0,1,1,1,1,1,0,1,0,0
903,1,0,1,0,1,1,1,0,1,0,0
904,1,0,0,2,2,0,2,2,2,0,0
905,1,0,2,0,0,0,2,2,1,0,0
906,1,0,1,1,1,0,0,0,2,0,0
907,1,0,1,1,0,1,0,0,1,0,0
908,1,0,1,1,0,1,1,0,1,0,0
909,2,2,0,2,2,0,1,0,2,0,0
910,1,0,1,1,0,1,1,0,1,0,0
911,1,0,1,0,0,1,1,0,2,0,0
912,1,0,1,0,1,1,1,0,2,0,0
913,2,1,1,0,0,1,0,0,1,0,0
914,2,1,1,0,0,1,1,0,0,0,0
915,1,0,1,1,1,0,1,0,0,0,2
916,2,2,0,1,1,0,1,0,0,0,0
917,1,0,1,0,0,0,1,0,1,0,0
918,1,0,1,1,0,1,1,0,0,0,0
919,0,0,0,1,0,1,2,1,1,0,0
920,2,1,1,0,1,1,0,0,1,0,0
921,0,0,1,0,0,1,0,1,1,0,0
922,1,1,1,1,1,1,1,1,1,2,2
923,1,1,1,0,0,1,2,0,2,0,0
924,1,1,1,0,0,0,0,0,0,0,0
925,1,0,1,0,1,0,1,0,0,0,0
926,2,2,0,2,0,0,2,2,1,0,0
927,2,2,0,2,1,0,2,2,2,0,0
928,2,1,1,0,1,0,2,0,2,0,0
929,1,1,1,1,1,0,1,0,2,0,0
930,1,0,1,0,1,2,0,1,2,2,2
931,2,0,2,0,0,0,0,0,2,0,0
932,1,0,1,1,0,1,1,0,2,1,0
933,1,1,1,1,0,0,1,0,0,0,0
934,1,0,0,2,2,0,2,0,1,0,0
935,1,0,1,2,1,0,1,0,0,0,0
936,2,1,1,1,1,1,1,0,2,1,0
937,1,0,1,0,1,2,0,0,1,0,0
938,0,1,1,0,0,0,2,0,1,0,0
939,2,0,1,1,0,1,1,0,0,0,0
940,1,0,2,0,0,0,0,2,1,0,0
941,2,2,0,2,0,0,2,0,1,0,0
942,0,0,1,1,0,0,2,0,1,0,0
943,2,2,0,2,0,0,1,2,1,0,0
944,1,0,1,0,1,2,0,0,1,0,0
945,2,1,1,1,0,1,1,0,1,0,0
946,1,0,1,1,0,1,1,0,2,1,0
947,2,1,1,2,0,1,2,0,1,0,0
948,1,0,1,0,0,1,0,0,2,0,0
949,2,2,0,2,0,0,2,0,0,2,2
950,1,0,1,1,1,1,0,0,1,0,0
951,1,1,0,0,2,0,2,1,1,0,0
952,2,1,1,0,1,1,0,0,1,0,0
953,0,0,0,0,2,0,2,2,0,1,2
954,2,1,1,0,1,1,0,1,2,0,1
955,1,0,1,0,0,1,0,0,1,0,0
956,1,1,1,0,1,0,2,1,2,1,0
957,1,0,1,0,0,1,0,1,2,0,0
958,2,2,0,2,1,0,2,0,2,1,1
959,2,2,0,2,2,0,1,2,1,0,0
960,2,1,1,1,0,0,0,0,1,0,0
961,2,2,0,2,2,0,2,2,1,1,2
962,1,0,1,0,1,1,0,0,2,0,1
963,1,0,2,0,0,1,0,0,1,0,0
964,2,2,0,2,1,0,2,2,0,0,0
965,1,0,1,0,1,1,0,0,2,0,0
966,1,1,1,1,0,1,1,0,0,0,0
967,2,0,1,1,0,0,0,0,0,0,0
968,1,0,1,0,1,1,0,1,2,0,0
969,2,0,2,0,0,1,0,0,2,0,0
970,0,1,0,0,0,1,2,1,0,0,0
971,1,0,1,0,1,0,1,1,2,0,0
972,1,0,1,0,0,0,0,0,1,0,0
973,0,0,1,0,0,1,1,0,1,0,0
974,1,0,1,0,1,2,0,0,0,0,0
975,0,1,0,0,2,0,2,2,1,0,0
976,2,0,1,2,0,0,2,0,2,0,0
977,2,1,1,1,0,1,0,0,2,0,0
978,0,1,1,0,0,1,1,1,1,0,0
979,1,0,0,0,0,0,2,2,1,0,0
980,2,1,1,1,1,1,0,0,0,0,0
981,2,2,0,2,2,0,2,2,1,0,0
982,1,1,1,0,1,0,0,0,1,0,0
983,1,0,2,0,0,0,0,0,1,0,0
984,1,0,2,0,0,0,0,0,1,0,0
985,1,0,1,1,1,1,1,0,1,0,0
986,2,0,1,0,1,1,0,0,0,1,0
987,1,0,1,0,0,1,0,0,2,2,2
988,1,0,1,0,0,1,0,0,1,0,0
989,2,1,1,1,1,1,0,0,1,2,2
990,1,0,1,0,1,0,0,0,2,0,0
991,0,0,1,1,0,1,1,1,1,1,0
992,1,0,1,1,0,0,1,0,0,0,0
993,1,0,2,0,0,0,1,0,1,0,0
994,2,1,1,0,1,2,0,1,0,0,0
995,0,0,0,0,0,0,0,2,1,0,0
996,1,0,2,0,0,0,0,0,2,0,0
997,1,0,1,1,0,1,1,0,2,0,0
998,1,0,1,0,1,2,0,0,1,0,0
999,1,0,1,2,0,1,2,0,1,0,0
