,Text_ID,Product_Description,Product_Type,Sentiment
3964,6850,RT @mention Video interview with @mention &amp; @mention at #SXSW &quot;Google deals&quot; {link},9,2
750,284,"At #SXSW, Apple schools the marketing experts {link} via @mention",2,3
881,5325,"RT @mention #sxsw: #15slides: Gruber: keeps on desk Apple Extended Keyboard 2 (discontinued in 1991, $169). Loud. But feels like he writes better.",9,2
3952,2192,Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!,6,3
4051,4659,Apple Opening Pop-Up Store in Austin (Sixth &amp; Congress) for #SXSW {link} #iPad2,9,2
5309,2954,#UXdes @mention is glad there are no standard #iPad navigation tools. She might be the only one! #SXSW,9,0
418,5570,RT @mention Best thing I've heard this wknd at #SXSW &quot;Gave my iPad 2 $ to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention,9,2
5588,1204,".@mention Three types of people at work: The Ghost, The Bad Apple and The Kid. #gamestorming #sxsw",9,2
3765,848,#tech One lone dude awaits #iPad_2 at #AppleÛªs #SXSW store: Apple likely expected a bigger crowd forming... {link} #technology,9,2
1452,4149,@mention let's go to the apple store and score an ipad. #sxsw #widfy,6,3
5903,5396,"RT @mention another one? holy social fragmentation&gt;Google to Launch New Social Network Called Circles, Possibly 2day at #sxsw {link} @mention",9,0
3766,6011,"RT @mention Hey, #SxSW attendees. Summon your own town car when party hopping with an iPhone and @mention NothinÛ_ (cont) {link}",9,2
4771,6781,RT @mention They are everywhere: It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw,6,3
6031,4079,Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing,7,1
1788,4350,"@mention mission round table #sxsw #sxbrits with twitter, google, dell, microsoft and icm",9,2
1635,1194,Check out this video to get a glimpse at what the action was like - The iPad 2 ...  #ipad #sxsw #gadgets {link},9,2
2671,6440,"RT @mention Per this rumor, Google may preview its big social strategy at '80s-themed costume party at #SXSW. Yep. {link} #cnet",3,3
1173,8154,Helpful #sxsw hint : charge your iPhone with your iPad charger to charge in 3/4 the time,9,2
6092,8002,"Wishful: Several semis filled with Apple's iPad2, each surrounded by tech geek masses. Grab a box &amp; bump pay. Synching and joy ensues. #SXSW",9,3
5444,1791,The iPad 2 Takes Over #SXSW [VIDEO]: {link} via Mashable,6,3
2346,4425,My post on Google/Bing Q/A with @mention @mention @mention on website ranking #SXSW #qagb {link},9,2
5119,2577,This schedule is heavier than my laptop. Where's my ipad already? #sxsw,6,3
1802,1006,Grown men playing legos... Google party #sxsw  @mention Speakeasy {link},9,2
4626,2178,"Ran the gauntlet to get a seat in ipad design talk, expect it'll be overflowing #sxsw",9,2
2254,5730,RT @mention Following the @mention #leanUX panel from #sxsw on Realtime on Google Docs {link} thanks to @mention,9,2
527,6137,"RT @mention Interesting RT @mention @mention to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
1956,7243,Checking out Staying Alive: Can Indie iPhone Game Development Survive? at #SXSW #StayingAlive,9,2
2986,1621,@mention @mention Really? What phone? Can't log in w/ #evo. #android #sxsw,9,2
553,8259,my biggest mistake since South By Southwest last year? writin a book bout iPhone photography instead of makin a photography iPhone app #SXSW,9,2
1638,5717,RT @mention Filming with the iPad is so much cooler than a lame iPhone... #sxsw (at @mention live show)  {link},6,3
2730,1342,SXSW Ppl: You are our last hope of finding the monkey fucker who created the iPad bot that stalks me on twitter everytime i type iPad #SXSW,9,2
2351,4892,Talking local search. No surprises. // Does Google Hotpot weight those reviews heavier than other sites' in results? cc @mention #SXSW,9,2
5393,1781,The iPad 2 is the also a cartoonishly large digital camera. #SXSW #CStejas {link},9,0
952,7812,"Best Hungry at #sxsw Tip: Mekong River, great Vietnamese {link} 6th btw Brazos &amp; San Jacinto till 11pm via @mention",9,2
872,307,The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,9,2
4959,1118,"{link} At SXSW, Apple schools the marketing experts #sxsw",2,3
740,6395,New version of Google Maps for Mobile is pretty amazing - vector based &amp; FAST! #sxsw,5,3
485,431,"Attending Designing iPad Interfaces - New Navigation Schemas. With AKQA's Lynn Teo. Ballroom A. And yes, we are hiring. #sxsw",9,2
5335,5381,"RT @mention All tech and interaction events have their own ipad apps, right?    {link} #sxsw",9,2
4538,6138,RT @mention Interesting. Google will launch circles later today where context is added to search #sxsw {link},9,2
2877,5090,RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},9,2
5414,3738,"OK, I definitely need an iPad 2 #SXSW #gadgetenvy",6,3
5327,3050,SXSW ladies: the iPad bot on twitter creator is the persistent guy who chased you all last night. #HopeYouDidntGiveHimNone #SXSW,9,2
4136,5056,RT @mention .@mention reveals average time users spent on NYT's Oscars iPad app was 16mins: &quot;That blew my mind&quot; #newsapps #sxsw,9,2
3597,9079,&quot;papyrus...sort of like the ipad&quot; - nice! Lol! #SXSW Lavelle,6,3
93,2740,"#SXSW come to the #privacybootcamp for startups with @mention @mention Google, Facebook in ACC 9ABC. Starting now. #sxswi",9,2
4411,2047,"At SXSW, Apple schools the marketing experts {link} /via @mention #SXSW #Apple",2,3
1683,1961,"At the Team Android party. Can't find it on Gowalla or Foursquare, so um, there you go. #sxsw",9,0
3094,6017,RT @mention Hipster or hobo? Only way to tell is the iPhone. #sxsw,9,2
4745,5350,RT @mention 20 Percent of Google Searches are for local information. #SXSW,9,2
1774,6676,RT @mention Soundtrckr featured by @mention @mention as a Must-have for #SXSW {link},9,3
5375,465,"Before It Even Begins, Apple Wins #SXSW - TechCrunch - {link} #ipad",2,3
6042,8737,Hanging out with @mention at the @mention #google Industry Party...good crowd!  #sxsw,9,2
1740,682,#technews iPad 2 Gets Temporary Apple Store for SXSW {link} #Tech_News #Apple #Apple_Store #iPad_2 #SXSW #tech,9,3
5674,8575,My CNET story on Apple's schooling the social marketing execs at #SXSW with its pop-up #iPad2  launch {link},9,2
2446,7345,Need an iPad? You can get one at the #Apple pop-up store at #SXSW! {link},9,2
5409,762,"Google to Launch Major New Social Network Called Circles, {link} #sxsw - Brazil's orkut users have been waiting.",5,3
4988,2311,The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW,6,3
773,3373,Homeless guy outside pop-up #SXSW Apple store holding sign: &quot;saving up for ipad 2&quot; (don't ask for a photo),6,3
2724,6540,"RT @mention RT @mention Google says the future is location, location, location: {link} #SXSW #CNN",9,2
1887,1154,Check out the FREE SXSW Sampler on iTunes! {link} #SXSW,4,3
4683,4650,"Google denies it will launch major new social network, Circles, at #sxsw. But some, including Tim O'Reily, say it exists and is, awesome!",5,3
459,3633,@mention if you have an iPhone get the #SXSW Go app.,7,2
3830,64,Again? RT @mention Line at the Apple store is insane.. #sxsw,9,1
3939,7279,Anyone know what time Apple popup store in Austin closes tonite? #SXSW #sxtxstate #iPad apple,9,2
2265,1524,@mention ÛÏ@mention Google is NOT launching any products at #SXSW {link},9,2
6351,8703,What's your take on iPad? @mention I really want it! #checkins #sxsw,6,3
5442,6305,RT @mention Mayer making it clear that Google are going straight after foursquare &amp; gowalla with Google Hotpot. #sxsw,9,2
3142,4145,Barry Diller's pragmatic and straight forward which is nice. Looks like he wants us to grab pitchforks vs. Apple #SXSW,2,1
6291,4577,@mention New iPad Apps For Speech Therapy And Communication Are Showcased @mention The #SXSW Conference {link} #sxswi #sxswh #edapps,9,2
1987,3898,"#sxsw #twit #geekbeat Free Idea: a hooded snuggie with a tummy pocket for an iPad facing out, so you look like a #TeleTubbie. I'm old",9,2
1489,2863,"By the tweets of it, friends are boarding planes around the world heading for #SXSW . Have a great festival. Bring me an iPad.",9,2
4646,4605,"I'm looking forward to the #SMCDallas pre #SXSW party Wed., and hoping I'll win an #iPad resulting from my shameless promotion.  #ChevySMC",6,3
1613,3157,Showing off Uzu iPad app. #tapworthy #sxsw,7,3
5184,8704,Nice gesture - #Lonely-Planet makes #Austin guide on iPhone free for #SXSW {link},7,3
4275,7717,Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,5,3
3577,6214,"RT @mention Just picked up my iPad 2, now back to #sxsw {link}",9,2
3545,3256,@mention gets a tattoo for a free ipad 2 {link} ...I heard for a mini cooper he would let go a kidney :) #sxsw,9,2
5349,877,N2: First Meetings {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #necro,9,2
5552,6535,RT @mention RT @mention Google Earth to headline #Cleantech panel at #SXSW tues @mention 3:30pm. Follow #saveustechies. {link},9,2
2731,6330,"RT @mention My 1st #Billboard article: Apple, Spotify, Pandora: Tech Invades Austin @mention SXSWi 2011 {link} #SxSW",9,2
1458,4973,Ben at Google: Think while making as fast as you can - aim to have a product on day one: #agileagency #sxsw,9,2
465,5775,RT @mention Get the FREE Coverage:SXSW app! Know where in Austin you'll get the best cellular data connection. #SXSW {link},9,2
5886,9052,@mention You could buy a new iPad 2 tmrw at the Apple pop-up store at #sxsw: {link},9,3
2101,1224,Listening to Google's Nadya Direkova on using game mechanics to create user engagement in social web apps. {link} #SXSW,9,2
2320,422,Google to debut new selective social network today at #sxsw ? @mention {link}  #google #circles,9,2
1128,5447,"RT @mention Apple opening downtown Austin pop up store for #SXSW. RT @mention Before It Even Begins, Apple Wins SXSW {link}",2,3
5773,972,#Apple to Open Pop-Up Shop at #SXSW [REPORT] {link},9,2
2310,6234,RT @mention knitted staircase in attendance at #sxsw party tomo 7pm hosted by @mention &amp; @mention {link},9,2
5517,7222,But are your phones staying charged? My crappy #iPhone would never handle #SXSW! RT @mention @mention @mention no sleep crazyfest!!!!!!,8,1
2303,1779,"@mention 2 heck w/being sick, #Apple is supposedly setting up mini-store at #sxsw - I so have to go now!! &amp; I'm feeling 95%, so plan 2 go",9,2
6313,2712,YES PLEASE RT@mention At #SXSW and want to win an iPad? Get on the case with @mention @mention and @mentionR,6,3
1633,542,Google to give social networking another try with &quot;Circles&quot;: via @mention @mention  {link} #sxsw,9,2
130,3186,The line for the iPad 2 at #sxsw.  {link},9,2
709,5197,RT @mention &quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,2,3
4350,7601,"Dear Lanyrd -- you're site is awesome to use for #sxsw, but i wish you had an iphone app!",7,3
2475,5582,"RT @mention Brilliant move by Apple: before it even begins, Apple wins #SXSW {link}",2,3
3727,7553,Seated for Turkey Bowl; Armadillo &amp; Kill List Sxxpress passes acquired; now if I could only buy an iPad. #SXSW,6,3
4781,5234,"RT @mention #Google's #Mobile Future, and the Elusive 'Power of Here' - {link} (via @mention #eurorscg #sxsw #sxswi",9,2
6330,5244,RT @mention #playhopskoch is in the apple app store (as well as the android market) getting ready to rock #sxsw,7,3
4839,7741,SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,0,3
4341,7721,"miami horror, tacos and bloody marys. i'm there. https://sites.google.com/site/frontgatesxsw11/ #sxsw",9,2
3633,3759,The @mention / @mention party was without a doubt the best party I've ever been to in #SXSW. Well done!,9,2
3051,834,Check out Lightbox.com at the Team Android Choice Awards finalists announced at #sxsw @mention and team rock!,9,2
974,3826,Who said iPad? at Apple Store #SXSW photos by  @mention @mention @mention @mention @sheltongreen @EricSchu_Ras  {link},9,2
1965,8615,No more stumbling around lost at #SXSW! Stay in contact with your group with the @mention #iPhone application {link},7,3
4925,5839,RT @mention Google launches people finder service after Japan earthquake / tsunami {link} [Tnooz] #WSsxsw #sxsw #scrm,9,2
2401,34,Anyone at  #SXSW who bought the new iPad want to sell their older iPad to me?,9,2
6128,5762,RT @mention Gary Vaynerchuck lÌ_gger ner winelibrary.tv och slÌ_pper i stÌ_llet Iphone-appen Daily Grape. #thankyoueconomy #sxsw #swesxsw,9,0
6222,1792,The iPad 2 Takes Over SXSW [VIDEO] {link} #apple #iPad #SXSW,6,3
3216,1082,exclusive shot of #SXSW popup Apple Store! {link},2,3
3829,1831,"Watching a promo for Google earth engine at 'Techies can save the world, why don't they?'. Harnessing collective power for good. #sxsw",3,3
3779,3851,The line is already forming at the temp Austin Apple store...and it doesn't open until 5. #sxsw #insanity,9,2
2071,4702,"@mention not my choice, believe me! Wore out three Apple 'Genius's' in the process. All better now and on the ground at #sxsw",9,2
4028,5480,"RT @mention Apple, Google, Intel ... Go Gaga for The Go Game by @mention @mention  {link} (cc @mention @iangogame) #LI #SXSW",9,0
4320,1795,Download 20+ free tracks from the @mention Music Sampler on @mention including @mention {link} #SXSW,9,2
2488,6803,"RT @mention tip: if your #SXSW hashtag search is being throttled by @mention dumb 420 errors, use google eg {link} for #fsw",9,2
5584,4364,"Google &amp; BAVC launch Impact Dashboard at #SXSW - web app to collect, host and visualize data in real time: bavc.org/impact",9,3
6058,1340,"Cool! And yes, Happy B-day @mention ;-) RT @mention New post: Business cards are dead #SXSW {link}",9,2
3371,7844,Wish I was at #SXSW meeting with everyone in #TeamAndroid and the rest of the Android community. I will be there next year.,0,3
2013,9,Counting down the days to #sxsw plus strong Canadian dollar means stock up on Apple gear,2,3
6073,4877,Heading to the Apple pop-up store at #SXSW,9,2
2465,4841,Warning to Dictators: You can no longer hide your stinkin' F1 racetrack in your backyard ...say hello to Google Earth. #sxsw,9,2
4313,5347,RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},9,2
686,2611,New iPhone app from @mention called DailyGrape - replacing WineLibrary TV with mobile content &amp; videos. Help to make wine choices #sxsw,9,2
2543,1984,@mention and @mention open up a 64GB 3G iPad 2 - Unboxing and first look - @mention #ipad2 #ipad #apple {link} via @mention #sxsw,9,2
2041,2528,"#SXSW predicts Group-Texting to be next-big thing, Fast Society Comes to Android &amp; Updates iPhone App - {link} - via @mention",9,2
246,854,Radio 3.0 looking for new bands for our radio show. Listen: {link} {link} #nowplaying #newmusic #sxsw pls RT,9,2
1282,683,AWESOME!! ipad 2 jailbreak!! {link} Grateful Dead #fab5 #sxsw,6,3
2256,1525,@mention ÛÏ@mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw&quot;,7,3
4342,3452,N37: On the Scent {link} [codes valid: 4:00-7:59:59p 03/14/11] #infektd #sxsw #necro,9,2
4101,149,ÛÏ@mention #sxsw ipad store sold out of everything except 64gig wifi only whiteÛ @mention Did you manage to get yours?,6,3
2994,5154,RT @mention @mention we are actually giving away 10 #FREE #Taplynx #iPhone and #iPad app licences away for #SXSW! bit.ly/pushsxsw11. Check us out!,9,2
95,2005,#LonelyPlanet #Austin iPhone app is a (free!) godsend. GPS-aware map of the city without the need for 3G or WiFi! #sxsw,7,3
443,4239,"After failure of Google buzz, Google Latitude, now Google Circle! Seriously Google needs to concentrate more on search! #FAIL #google #sxsw",3,1
718,5482,RT @mention Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,2,1
4992,1179,Exploring the World in 3D with XML combines Google Earth w/ location of individuals to show where you've been over time. So cool! #SxSW,3,3
4242,8943,Hmmm...Taxi Magic on iPhone does not appear to be so magic any more in Austin #sxsw,7,1
1999,6512,RT @mention RT @mention Apple sets up temporary Austin store to serve hordes of iPad 2 purchasers at #sxsw {link},9,2
3907,4111,"Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",2,3
3869,6542,"RT @mention RT @mention Google to launch a social network, Circles, at #SxSW - {link} - Who's excited?",3,3
4741,6207,"RT @mention Just got a shiny new #iPad2 at #SXSW ? Discover new music with {link} (built in HTML5, not Flash - looks great on iPad)",6,3
1449,1806,#wjchat Q7A: I'm going iPhone/iPad only. Bought a Zagg keyboard. I have high hopes this plan will work. #SXSW,8,3
5246,8490,Still waiting for someone to stop by with the new iPad 2 and my game on it. The prize is waiting for you!  #SXSW,6,3
6288,2609,"Any Google Analytics and DFP experts at #SXSW? Would love some insight on managing DFP campaigns, ad management/measurement. DM me! #HISXSW",3,3
646,2273,(-: Mashable! - The iPad 2 Takes Over SXSW [VIDEO] #ipad #sxsw #gadgets {link} {link},9,2
19,7738,brace yourselves for the audio onslaught of #SXSW and enjoy this free music sampler from itunes: {link} #featuredartists,9,2
1503,6028,"RT @mention holy smokes, ipad2 replacing my flip cam as default video capture device. beautiful. elegant. apple. #sxsw",6,3
378,4633,#iPad being unloaded at #sxsw popup store. Awesome! {link},6,3
5790,8531,"Congrats to @mention another @mention winner of an #iPad case, it's going on a mission trip with his sister in Haiti! #SXSW #cbatsxsw",6,3
6208,763,"Google to Launch Major New Social Network Called Circles, but not at #SXSW by @mention {link} via @mention",9,2
3874,3530,"Just bought iPad 2. In and out in 15 minutes #SXSW (@mention Apple Store, SXSW w/ 23 others) {link}",6,3
587,4862,It is also limited in its abilities. Its a balance. RT @mention @mention An iPad is cheaper than most laptops. #newsapps #sxsw,9,0
2582,6670,RT @mention So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW,9,0
2754,97,"Yes!!! RT @mention hey @mention , i've got another gem for you --&gt; free @mention sxsw {link} #SXSW",9,2
2592,5108,RT @mention @mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention,3,3
3141,5789,"RT @mention Going to Austin for #SXSW? The @mention Austin guide for #iPhone is free from Mar 9-15, {link} #lp",9,2
4235,2703,Looks like pop up Apple store is opening...apple store employees emerging into the queue #sxsw,9,2
4378,6545,"RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",9,2
4774,2368,It's Official! An Apple Store has popped up at #SXSW  {link},9,2
496,6429,RT @mention Over 40% use of google maps is mobile -marissa mayer #sxsw &lt;--- I use it all the time #SUxSW,3,3
5166,1530,@mention (via @mention #sxsw ipad store sold out of everything except 64gig wifi only white,6,3
131,383,Nice find by RSQ's @mention {link} #sxsw #iPad #app,7,3
3453,138,Any other #Sxsw accounts I need to follow or apps to download for iPhone?,9,2
4405,7961,@mention Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 in Austin during SXSWi{link} see us booth 437,9,2
6314,8853,"Lightbox wants to be Android's new camera, raises $1.1 million from Valley players bit.ly/eA1zgD #sxsw #betainvites",9,2
816,803,"Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SXSW",9,2
3938,6683,RT @mention Spotted at #SXSW: Man in need of an iPad (2?) ÛÒ {link} #sxswi,6,3
4352,583,"ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxswÛ",9,2
4409,6236,RT @mention Last day to get the #LP Austin iPhone app for free {link} #travel #sxsw,9,3
2382,671,This just in: @mention to release new #socialmedia tool at #sxsw - {link},9,2
1846,2658,I'm at the google party. @mention Rocks! #sxsw,3,3
5258,7504,"@mention Putting an pop up apple store at #sxsw is so smart, talk about understanding your demo's needs!",2,3
2053,4994,"Google spokewoman Nadja Blagojevic e-mail about Google Circle: &quot;We are not announcing anything like this at #SXSW, this is an untrue rumor.&quot;",9,2
2082,4193,Hearing all sorts of conflicting reports about Google launching Circles/GoogleMe/+1 at #SXSW. Any real word in Austin? {link},9,2
4167,4070,@mention launching Gowalla 3 for Droid at #SxSW - should push 4square and Groupon {link},0,3
217,317,I arrived at #sxsw and my @mention issue hasn't been resolved. Dying to use the iPhone app but cant login. RT@mention @mention we're on it,7,2
2843,7460,All LBS apps on my iPhone think I am in Orlando :)) ! I guess I have 2 check in at Disney vs #SXSW :)),7,1
2956,5950,RT @mention Great session by @mention on iPad design. Good UI insights. #tapworthy #HISXSW #SXSW,6,3
2552,8208,"In line at an impromptu &quot;pop-up&quot;
Apple Store at #SXSWÛÓLots of social media folk promoting apps including @mention Also saw @mention in line",9,2
1121,7333,Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link},6,3
694,7095,Apple is opening temporary store close to #SXSW to sell #iPad2. They get the influencers concept! {link} @mention,2,3
3568,3587,"#iPad menia at #SXSW . Check the live feed of photos at  Apple Store, SXSW. {link} #PLAYSXSW",9,2
3817,5901,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} via @mention",9,3
6014,2362,"Anna's Social Media Picks of the Week (03/11/11) {link} covering social media and Japan, The iPad 2, #SXSW and more...",9,2
5806,6195,RT @mention Join actsofsharing.com tonight.  the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,6,3
5300,9013,"On the way to #sxsw, see you all tonight! hopefully with a new ipad ;) (@mention San Francisco International Airport (SFO)) {link}",6,3
3885,7624,Apple Store has had a line down the block all week long at #sxsw amazing,2,3
910,6773,"RT @mention There are more than a few PATs here at #sxsw. If you don't know what I'm talking about, please google Julia Sweeney and learn.",9,2
1712,4223,@mention lost its way by caring too much about its business.  - tim o'reilly #SXSW,9,2
2444,124,Christian #iPad #iPhone devs I want to talk to u at #sxsw or after -maybe we can wk together on cool app! @mention me,7,3
2755,190,"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",6,1
4181,3955,@mention Just found out apple is opening a pop-up shop in DT Austin. Hoping I don't have to camp out w @mention #SXSW,9,2
4358,6866,RT @mention Want a taste of the artists at this year's #sxsw? Here's a free mix put out by iTunes: {link},9,2
4553,4058,Lol. So glad Chris Poole is showing some #memes. &quot;Why you no text me no more?&quot; is pretty funny. Google it. #sxswmoot #sxswi #sxsw,9,2
3438,980,#Apple to open temporary store at #SXSW {link},9,2
6289,1314,At #sxsw? We're giving away an iPad 2 to the creator of the most popular disc during interactive. Create a disc &amp; share on Twitter!,6,3
35,2407,It's the couple from that Evo vs. iPhone video! #sxsw {link},9,2
5978,7051,Damn it Google! Your glow-in-the-dark cup leaked glow-in-the-dark goo in my camera bag! #SXSW,3,1
3136,8151,"#sxsw Is SXSW getting its own Apple store?: The geeks cried.
Yes the iPad 2 is coming, but itÛªs coming this Frid... {link}",9,2
3337,7981,I'm obsessed with this #sxsw go iphone app. Feckin genius. Crazy long list of sessions less scary.,7,3
3329,6947,RT @mention Win an #OpenBeta6 iPad @mention this #sxsw panel {link}  today @mention 11! #usguys cc @mention  #DgtlTribe #sxswbuffalo,9,0
2790,3136,Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link},6,1
743,8683,I picked up a &quot;mophie&quot; iPhone charge case at the #sxsw tradeshow. Doubt I'll use it all the time but it's great for long days out.,4,3
30,5571,RT @mention Best thing I've heard this wknd at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot;,9,2
2686,3529,So I bought an iPad on impulse! Must be something in the water at #sxsw!,6,3
4450,2153,"Blackout at the hotel. In true #SXSW form, showering by the light of my iPad.",9,2
2669,156,#POURsite #SXSW learning about the life-changing impact of the iPad on real people's actual lives - bravo!,6,3
6144,1971,"There is an art to advertising, not just statistics, says @mention to Google Admob guy who asked a question.  #SXSW #sxflip #SXSWi",9,2
2165,2635,Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud{link} {link},9,2
3114,8115,"Touching Stories: Designing Digital Magazines for the iPad at SXSW.
{link} #SXSW",9,2
4214,3232,"Announcing SXSW Quotables, a crowd-curated feed of the hottest quotes from #SXSW. Sign up to win an iPad 2! - {link} #ipad2",9,2
3101,2379,We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store,6,3
292,2306,{link} #TC #google #sxsw Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million... {link},9,2
34,5023,#sxsw Recommendation Engine Session was  fantastic!  Thanks #google #pandora #YouTube #stumbledupon.,3,3
2832,4567,"LinkedIn Nelson Medina HootSuite News: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android h... {link}",9,2
1733,1508,The world's largest iPad. #sxsw {link},9,3
3988,3524,The new Whrrl app is now live in the iPhone app store AND Android marketplace. Get it while it's hot! (Just in time for #SXSW!),7,3
2990,8624,I'm live-tweeting #SXSW now at @mention RT @mention Users drive 12B+ miles a year with Google Maps Navigation ^JR,9,2
2919,5890,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention",9,2
4697,2649,Can Google get social in Texas?  {link} #SXSW #google,9,2
761,3538,This is why social technology is amazing: Google has set up a Person Finder in both English and Japanese: {link} #SXSW,3,3
1133,7379,Lightbox Photos Wants To Be Your New #Android Camera App ( #SXSW) {link},9,2
4506,5368,standing on a long line surrounded by unemployed techies from brooklyn!  am i at #sxsw or at the apple store on 5th ave waiting for ipad?!,9,0
2827,8884,@mention Well I did hear that someone was gonna setup a pop up apple store during #SXSW .  Oh wait...that wasnt about the fruit?,9,2
1566,2563,Apple is driving the &quot;consumerization&quot; of IT.  #empowered  #SXSW,2,3
3667,5783,RT @mention Going to #SXSW? Find me &amp; @mention and you could win some tech prizes such as @mention  #iPad &amp; #iPhone cases!,9,2
1636,528,Person in front of me just took a picture with his new iPad #sxsw,6,3
2184,5954,RT @mention GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,9,2
3575,4007,Heartbreaker #Sxsw #apple #ipad2 RT @mention @mention just asked. Sadly no :(,9,2
339,6280,RT @mention Love it. @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,2,3
5265,8764,"iPad 2 giveaway in full-force!  Person with most friends in his/her city by end of #SXSW wins! Hint, a strong email list works well! #sxswi",6,3
5301,1750,@mention #webmobile talking about #mVideo. Talked about iPhone and Android video but what about the other 85% of phones? #SXSW,9,2
5025,328,Overheard at #SXSW: &quot;Google doesn't launch products at other people's events.&quot;,9,2
4195,128,"Stacks of #ipad2's waiting to be bought at #sxsw. I got mine, no hassle at all. Apple handled this perfectly {link}",6,3
1662,6600,RT @mention RT @mention Reactions to Google Circles news so far range from &quot;not again&quot; to &quot;please rescue me from the Facebook.&quot;  #sxsw,9,2
526,4697,#NFC technology:  Google's testing using stickers in store windows that you can tap to get info. #sxsw,9,2
71,2572,That sounds...fantastic. RT @mention At the Google party...awesome. #SXSW,9,3
5437,4843,4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,8,3
5032,2224,Marissa Mayer: #Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #SXSW #SXSWi,9,2
5389,311,"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",9,2
4413,3414,"nuanced sharing' --&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",9,2
4121,2292,Should I bring my iPad and MacBook Air OR just my Air on the #startupbus to #sxsw? #NYC,9,2
1960,3021,Apple Offers Up Free iTunes Sampler Ahead of #SXSW to feature new artists {link} via @mention #music,9,2
5504,2255,Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw,9,2
4719,1029,"Check out Q&amp;A With Google &amp; Bing On Website Ranking at SXSW.
{link} #SXSW #qagb",9,2
802,1916,I can't wait to see what @mention 's been up to! @mention big news {link}  #google #circles #sxsw,9,2
1578,7959,@mention Saw u r going to #SXSW. Dwnld #GroundLink app &amp; ride for $10 from Austin airport i{link} see us booth 437,9,2
5353,8355,"One to watch... RT @mention @mention to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",9,2
6135,7319,#apple pop-up store in #austin for #sxsw and #ipad2 launch! @mention thought you'd appreciate :-) {link} {link},9,2
1581,7386,"Woman on plane next to me has a Nook, Blackberry Curve, Android and iPad in her purse. #sxsw!",9,2
767,5153,RT @mention @mention Wanna sign up for the beta: {link} #SXSW #hhrs ---&gt;&gt; did it!,9,2
4588,7641,&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,3,1
3678,3857,"@mention is currently at #SXSW - learning stuff about iPad design, it would seem: {link}",9,2
