age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	target
63.0	6	125178.0	9	13.0	2	10	0	4	1	0.0	0.0	40.0	39	0
22.0	4	128487.0	11	9.0	4	1	1	4	0	0.0	0.0	10.0	39	1
40.0	4	321758.0	11	9.0	2	12	0	4	1	0.0	0.0	40.0	39	0
31.0	4	128220.0	5	4.0	6	1	1	4	0	0.0	0.0	35.0	39	1
49.0	4	176814.0	15	10.0	2	3	0	4	1	0.0	0.0	50.0	2	1
35.0	4	188069.0	12	14.0	4	10	1	4	1	13550.0	0.0	55.0	0	0
23.0	7	156423.0	9	13.0	4	10	3	4	0	0.0	0.0	20.0	39	1
25.0	4	169905.0	8	11.0	4	12	1	4	1	27828.0	0.0	40.0	39	0
34.0	0	157289.0	11	9.0	2	0	0	4	1	0.0	0.0	40.0	39	1
28.0	4	176972.0	9	13.0	2	3	0	4	1	0.0	0.0	45.0	39	0
44.0	6	171424.0	15	10.0	0	7	1	4	1	0.0	2205.0	35.0	39	1
33.0	4	91811.0	11	9.0	5	14	1	4	1	0.0	0.0	40.0	39	1
21.0	4	203924.0	15	10.0	4	1	1	4	1	2597.0	0.0	45.0	39	1
55.0	4	177484.0	1	7.0	2	8	0	2	1	0.0	1672.0	40.0	39	1
17.0	0	454614.0	1	7.0	4	0	3	4	0	0.0	0.0	8.0	39	1
75.0	6	242108.0	11	9.0	0	12	1	4	1	2346.0	0.0	15.0	39	1
61.0	4	132972.0	6	5.0	4	7	4	2	0	0.0	0.0	40.0	39	1
53.0	4	157947.0	11	9.0	0	1	1	4	0	0.0	0.0	40.0	39	1
26.0	2	177482.0	7	12.0	2	11	0	4	1	0.0	0.0	45.0	39	0
48.0	4	246891.0	15	10.0	6	12	4	4	1	0.0	0.0	50.0	39	0
28.0	7	158834.0	12	14.0	2	4	0	4	1	0.0	0.0	50.0	39	0
30.0	0	203834.0	9	13.0	4	0	1	1	0	0.0	0.0	50.0	36	1
29.0	4	110442.0	11	9.0	2	6	0	4	1	0.0	0.0	45.0	39	1
25.0	4	240676.0	15	10.0	0	13	3	4	0	0.0	0.0	40.0	39	1
37.0	4	192939.0	11	9.0	2	14	0	4	1	0.0	0.0	40.0	39	1
43.0	2	260696.0	9	13.0	0	10	4	4	0	0.0	0.0	55.0	39	1
40.0	2	55363.0	11	9.0	2	14	0	4	1	0.0	0.0	40.0	39	1
34.0	4	144949.0	0	6.0	2	3	0	4	1	0.0	0.0	45.0	39	0
55.0	4	116878.0	10	16.0	2	10	0	4	1	15024.0	0.0	30.0	39	0
31.0	2	357954.0	7	12.0	4	13	1	4	1	0.0	0.0	20.0	39	1
21.0	0	170038.0	15	10.0	4	0	3	4	0	0.0	0.0	40.0	39	1
32.0	6	190290.0	11	9.0	2	5	0	4	1	0.0	0.0	40.0	22	1
26.0	7	203279.0	14	15.0	4	10	1	1	1	2463.0	0.0	50.0	19	1
26.0	4	167761.0	9	13.0	2	10	0	4	1	0.0	0.0	50.0	39	0
44.0	4	138845.0	15	10.0	2	14	0	4	1	0.0	0.0	40.0	39	1
49.0	4	144844.0	11	9.0	2	14	0	4	1	0.0	0.0	52.0	39	0
21.0	0	161930.0	11	9.0	4	0	3	2	0	0.0	1504.0	30.0	39	1
26.0	4	55743.0	11	9.0	4	1	4	2	0	0.0	0.0	30.0	39	1
40.0	6	117721.0	11	9.0	2	5	0	4	1	0.0	0.0	60.0	39	1
19.0	6	116385.0	1	7.0	4	1	1	4	0	0.0	0.0	40.0	39	1
58.0	4	301867.0	11	9.0	2	5	0	4	1	0.0	0.0	40.0	39	1
61.0	4	238913.0	8	11.0	2	13	0	4	1	0.0	0.0	40.0	39	0
28.0	6	123983.0	15	10.0	2	12	3	1	1	0.0	0.0	63.0	35	1
26.0	4	165510.0	9	13.0	4	5	3	4	1	0.0	0.0	40.0	39	1
64.0	4	183513.0	11	9.0	4	1	1	4	0	0.0	0.0	25.0	39	1
42.0	5	119281.0	9	13.0	2	4	0	4	1	0.0	0.0	60.0	39	0
41.0	4	152629.0	15	10.0	2	13	0	4	1	0.0	0.0	40.0	39	0
45.0	4	110171.0	11	9.0	4	6	1	4	1	0.0	0.0	40.0	39	1
39.0	4	211440.0	9	13.0	2	12	0	4	1	0.0	0.0	50.0	39	0
41.0	2	359259.0	11	9.0	2	8	0	4	1	0.0	0.0	40.0	39	1
51.0	4	125796.0	1	7.0	5	8	1	2	0	0.0	0.0	40.0	23	1
34.0	4	39609.0	8	11.0	0	1	4	4	0	0.0	0.0	40.0	39	1
33.0	4	111567.0	12	14.0	2	4	0	4	1	0.0	1902.0	45.0	11	0
23.0	4	44064.0	15	10.0	5	8	1	4	1	0.0	2559.0	40.0	39	0
35.0	6	120066.0	15	10.0	2	3	0	0	1	0.0	0.0	60.0	39	1
41.0	4	132633.0	1	7.0	0	9	4	4	0	0.0	0.0	25.0	13	1
39.0	4	192702.0	12	14.0	4	3	1	4	0	0.0	0.0	50.0	39	1
41.0	4	166813.0	15	10.0	2	12	0	4	1	0.0	0.0	55.0	39	1
33.0	5	40444.0	15	10.0	2	4	0	4	1	0.0	0.0	40.0	39	1
22.0	4	290504.0	11	9.0	4	8	2	4	1	0.0	0.0	40.0	39	1
25.0	4	178505.0	15	10.0	4	4	2	4	0	0.0	1504.0	45.0	39	1
25.0	4	175370.0	15	10.0	0	7	3	4	0	0.0	0.0	40.0	39	1
77.0	6	72931.0	5	4.0	3	1	1	4	1	0.0	0.0	20.0	22	0
33.0	0	234542.0	8	11.0	4	0	3	4	0	0.0	0.0	40.0	39	1
66.0	4	284021.0	11	9.0	6	12	1	4	0	0.0	0.0	40.0	39	1
19.0	4	277974.0	15	10.0	4	12	3	4	1	0.0	0.0	35.0	39	1
44.0	4	111275.0	11	9.0	4	8	4	2	0	0.0	0.0	38.0	39	1
45.0	5	191776.0	12	14.0	0	12	4	4	0	25236.0	0.0	42.0	39	0
28.0	4	125527.0	15	10.0	4	12	1	4	1	0.0	0.0	50.0	39	1
19.0	4	38294.0	11	9.0	4	6	2	4	1	2597.0	0.0	40.0	39	1
43.0	4	313022.0	11	9.0	2	7	0	2	1	4386.0	0.0	40.0	39	0
39.0	4	179668.0	9	13.0	2	13	0	4	1	15024.0	0.0	40.0	39	0
33.0	4	198660.0	9	13.0	2	12	0	4	1	0.0	0.0	50.0	39	1
44.0	4	216116.0	11	9.0	3	8	1	2	0	0.0	0.0	40.0	23	1
62.0	4	200922.0	5	4.0	6	7	1	4	0	0.0	0.0	40.0	39	1
40.0	4	153372.0	15	10.0	2	12	0	4	1	0.0	0.0	50.0	39	0
41.0	4	406603.0	11	9.0	4	8	1	4	1	0.0	0.0	6.0	20	1
23.0	2	248344.0	15	10.0	4	8	1	2	1	0.0	0.0	30.0	39	1
48.0	4	240629.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	22	0
38.0	4	314310.0	12	14.0	2	10	0	4	1	0.0	0.0	45.0	39	1
37.0	4	259785.0	12	14.0	2	4	0	4	1	0.0	0.0	50.0	39	0
45.0	4	127111.0	12	14.0	2	10	0	4	1	0.0	0.0	55.0	39	0
29.0	4	178272.0	11	9.0	2	11	0	4	1	0.0	0.0	40.0	39	1
66.0	2	75134.0	11	9.0	6	1	4	4	0	0.0	0.0	25.0	39	1
19.0	4	195985.0	11	9.0	4	8	1	4	0	0.0	0.0	50.0	39	1
23.0	4	221955.0	6	5.0	4	6	2	4	1	0.0	0.0	39.0	26	1
34.0	4	177675.0	9	13.0	2	13	0	4	1	0.0	0.0	40.0	39	0
39.0	4	182828.0	12	14.0	4	4	1	4	0	0.0	0.0	45.0	39	1
33.0	6	270889.0	11	9.0	4	14	1	4	1	0.0	0.0	60.0	39	1
43.0	4	183096.0	15	10.0	5	12	4	4	0	0.0	0.0	10.0	39	1
27.0	4	336951.0	11	9.0	2	14	0	4	1	0.0	0.0	99.0	39	1
33.0	7	295589.0	15	10.0	5	1	3	2	1	0.0	0.0	35.0	39	1
26.0	4	289980.0	4	3.0	2	5	0	4	1	0.0	0.0	30.0	26	1
56.0	5	70720.0	12	14.0	0	4	1	4	1	27828.0	0.0	60.0	39	0
46.0	4	163352.0	11	9.0	2	12	0	4	1	0.0	0.0	36.0	39	1
38.0	4	190776.0	7	12.0	0	3	4	4	0	0.0	0.0	40.0	39	1
90.0	4	313986.0	1	7.0	2	3	0	4	1	0.0	0.0	40.0	39	1
72.0	5	473748.0	15	10.0	2	4	0	4	1	0.0	0.0	25.0	39	0
20.0	4	163003.0	11	9.0	4	1	4	1	0	0.0	0.0	15.0	39	1
29.0	4	183061.0	11	9.0	2	3	0	0	1	0.0	0.0	48.0	39	1
49.0	4	123584.0	1	7.0	2	14	0	4	1	0.0	0.0	75.0	39	1
23.0	4	120910.0	11	9.0	4	8	4	4	0	0.0	0.0	35.0	39	1
20.0	4	227554.0	15	10.0	3	12	3	2	0	0.0	0.0	18.0	39	1
57.0	4	182677.0	9	13.0	2	4	0	1	1	4508.0	0.0	40.0	35	1
46.0	4	214955.0	7	12.0	0	10	4	4	0	0.0	0.0	40.0	39	1
33.0	4	209768.0	9	13.0	2	10	0	4	1	0.0	0.0	40.0	39	0
24.0	4	258120.0	9	13.0	4	12	1	4	1	0.0	0.0	55.0	23	1
49.0	4	110015.0	8	11.0	2	3	0	4	1	0.0	0.0	45.0	12	1
54.0	4	152652.0	11	9.0	2	14	0	4	1	0.0	0.0	65.0	39	1
46.0	1	43206.0	10	16.0	4	10	1	4	0	0.0	1564.0	50.0	39	0
31.0	6	114639.0	8	11.0	2	3	0	4	1	0.0	0.0	50.0	39	1
43.0	5	221172.0	14	15.0	2	10	0	4	1	0.0	1977.0	40.0	39	0
18.0	0	128538.0	15	10.0	4	0	3	4	0	0.0	0.0	6.0	39	1
19.0	4	131615.0	11	9.0	4	7	3	4	1	0.0	0.0	40.0	39	1
46.0	4	353824.0	7	12.0	4	1	1	4	1	0.0	0.0	40.0	39	1
43.0	4	178417.0	9	13.0	0	10	1	4	1	0.0	0.0	40.0	39	1
58.0	4	178644.0	11	9.0	6	3	4	4	1	0.0	0.0	40.0	39	1
43.0	6	271665.0	11	9.0	2	12	0	4	1	0.0	0.0	45.0	39	1
37.0	0	223732.0	15	10.0	5	0	4	4	1	0.0	0.0	40.0	39	1
21.0	1	169003.0	2	8.0	4	1	3	2	1	0.0	0.0	25.0	39	1
52.0	7	338816.0	12	14.0	4	1	1	4	1	0.0	0.0	70.0	39	0
34.0	4	506858.0	8	11.0	2	3	0	4	1	0.0	0.0	32.0	39	0
28.0	4	265628.0	8	11.0	4	6	3	4	0	0.0	0.0	40.0	39	1
34.0	4	173495.0	11	9.0	0	14	1	4	1	0.0	0.0	40.0	39	1
29.0	4	177413.0	11	9.0	2	7	0	4	1	0.0	0.0	40.0	39	0
39.0	4	31670.0	11	9.0	2	5	0	4	1	0.0	0.0	65.0	39	1
49.0	4	154451.0	1	7.0	0	7	4	2	0	0.0	0.0	35.0	39	1
35.0	4	265535.0	15	10.0	2	3	0	2	1	0.0	0.0	50.0	23	0
31.0	4	118941.0	15	10.0	0	8	3	4	0	0.0	0.0	20.0	39	1
18.0	4	214617.0	15	10.0	4	6	3	4	1	0.0	0.0	30.0	39	1
47.0	2	265097.0	11	9.0	2	8	0	4	1	4386.0	0.0	40.0	39	0
46.0	4	276087.0	11	9.0	2	12	0	4	1	5013.0	0.0	50.0	39	1
43.0	4	124692.0	9	13.0	2	12	0	4	1	0.0	0.0	40.0	39	0
51.0	1	306784.0	11	9.0	2	3	0	4	1	4386.0	0.0	40.0	39	0
21.0	4	434102.0	15	10.0	4	1	1	4	0	0.0	0.0	40.0	39	1
18.0	0	387641.0	15	10.0	4	0	3	4	1	0.0	0.0	40.0	39	1
31.0	7	181824.0	9	13.0	2	10	5	4	0	0.0	1902.0	35.0	39	0
39.0	2	177907.0	11	9.0	2	11	0	4	1	0.0	1887.0	40.0	39	0
58.0	4	87329.0	1	7.0	2	1	0	4	1	0.0	0.0	48.0	39	1
36.0	4	263130.0	12	14.0	4	10	1	4	0	0.0	0.0	40.0	39	1
38.0	4	262882.0	11	9.0	2	7	5	4	0	0.0	0.0	40.0	39	1
31.0	4	37546.0	9	13.0	2	4	5	4	0	0.0	1902.0	35.0	39	0
19.0	4	27433.0	1	7.0	4	6	1	4	1	0.0	0.0	40.0	39	1
38.0	4	393945.0	8	11.0	0	13	1	4	0	0.0	0.0	36.0	39	1
26.0	4	173927.0	8	11.0	4	10	3	3	0	0.0	0.0	60.0	23	1
38.0	4	343403.0	7	12.0	0	1	1	4	0	0.0	0.0	16.0	39	1
36.0	4	111128.0	15	10.0	2	3	0	4	1	0.0	0.0	45.0	39	1
40.0	4	193882.0	11	9.0	2	4	0	4	1	0.0	0.0	45.0	39	0
25.0	4	310864.0	9	13.0	4	13	1	2	1	0.0	0.0	40.0	0	1
41.0	4	128354.0	9	13.0	2	13	5	4	0	0.0	0.0	25.0	39	0
33.0	4	113364.0	11	9.0	4	12	1	4	1	0.0	0.0	45.0	39	1
63.0	0	198559.0	11	9.0	2	0	0	4	1	0.0	0.0	16.0	39	1
51.0	4	136913.0	11	9.0	2	7	0	4	1	0.0	0.0	40.0	39	1
34.0	4	115488.0	11	9.0	2	12	0	4	1	0.0	0.0	40.0	39	1
33.0	4	154227.0	8	11.0	0	12	1	4	1	0.0	0.0	40.0	39	1
25.0	4	279667.0	0	6.0	2	3	0	4	1	0.0	0.0	45.0	39	1
30.0	6	281030.0	11	9.0	4	12	4	4	1	0.0	0.0	66.0	39	1
19.0	4	283945.0	15	10.0	4	1	3	4	1	0.0	0.0	25.0	39	1
47.0	4	454989.0	11	9.0	2	4	5	4	0	0.0	0.0	40.0	39	0
26.0	4	391349.0	9	13.0	4	1	1	4	0	0.0	0.0	40.0	39	1
21.0	7	166704.0	15	10.0	4	8	3	4	0	0.0	0.0	14.0	39	1
36.0	4	151835.0	11	9.0	2	8	0	4	1	0.0	0.0	60.0	39	0
60.0	4	199085.0	0	6.0	2	7	0	4	1	0.0	0.0	40.0	39	1
28.0	4	61487.0	11	9.0	4	10	4	2	1	0.0	0.0	40.0	39	1
19.0	4	120251.0	11	9.0	4	1	3	4	0	0.0	0.0	14.0	39	1
42.0	4	273230.0	9	13.0	2	10	0	4	1	0.0	0.0	90.0	39	1
36.0	4	358373.0	11	9.0	5	7	1	2	0	0.0	0.0	36.0	39	1
35.0	4	267891.0	11	9.0	2	8	5	4	0	0.0	0.0	38.0	39	1
22.0	4	234880.0	15	10.0	4	1	3	4	0	0.0	0.0	25.0	39	1
54.0	4	48358.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	0
36.0	4	96452.0	9	13.0	2	10	0	4	1	0.0	0.0	45.0	39	1
55.0	4	204751.0	11	9.0	2	14	0	4	1	0.0	0.0	65.0	39	1
57.0	4	375868.0	12	14.0	2	1	0	4	1	0.0	0.0	40.0	39	1
56.0	4	413373.0	5	4.0	2	14	0	4	1	0.0	0.0	36.0	39	1
24.0	4	537222.0	11	9.0	2	4	0	4	1	0.0	0.0	50.0	39	1
35.0	2	33975.0	9	13.0	2	10	0	4	1	0.0	0.0	40.0	39	0
51.0	5	162327.0	1	7.0	0	12	1	4	1	0.0	0.0	40.0	39	1
34.0	4	182691.0	11	9.0	0	4	3	4	1	0.0	0.0	44.0	39	1
36.0	4	300829.0	7	12.0	0	1	4	4	0	0.0	0.0	42.0	39	1
51.0	2	114508.0	6	5.0	5	8	2	4	0	0.0	0.0	40.0	39	1
46.0	5	214627.0	10	16.0	2	10	0	4	1	0.0	0.0	60.0	39	0
42.0	4	129684.0	11	9.0	0	4	1	2	0	5455.0	0.0	50.0	39	1
25.0	7	120041.0	9	13.0	4	10	1	4	0	0.0	0.0	40.0	39	1
22.0	4	361138.0	11	9.0	4	6	2	4	1	0.0	0.0	50.0	39	1
37.0	4	76893.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
48.0	4	205424.0	9	13.0	0	12	4	4	1	0.0	0.0	40.0	39	0
61.0	4	176839.0	9	13.0	2	10	0	4	1	15024.0	0.0	50.0	39	0
40.0	4	229148.0	2	8.0	2	14	0	2	1	0.0	0.0	40.0	23	1
58.0	5	154537.0	11	9.0	2	4	5	4	0	0.0	0.0	20.0	39	0
52.0	4	181901.0	11	9.0	3	5	2	4	1	0.0	0.0	20.0	26	1
18.0	4	152004.0	1	7.0	4	8	3	2	1	0.0	0.0	20.0	39	1
27.0	4	205188.0	0	6.0	2	7	0	4	1	0.0	0.0	40.0	39	1
48.0	6	30840.0	15	10.0	2	10	0	4	1	5013.0	0.0	45.0	39	1
63.0	4	66634.0	6	5.0	2	3	0	4	1	0.0	0.0	16.0	39	1
38.0	6	180220.0	11	9.0	2	3	0	4	1	0.0	0.0	60.0	39	1
31.0	4	291052.0	15	10.0	2	1	0	4	1	0.0	2051.0	40.0	39	1
40.0	6	99651.0	15	10.0	2	10	0	4	1	0.0	0.0	60.0	39	1
41.0	4	327723.0	11	9.0	0	4	1	4	1	0.0	0.0	40.0	39	1
28.0	4	32291.0	9	13.0	4	10	1	4	0	2174.0	0.0	40.0	39	1
31.0	4	345122.0	14	15.0	0	10	1	4	1	14084.0	0.0	50.0	39	0
32.0	4	127384.0	8	11.0	2	3	0	4	1	0.0	0.0	55.0	39	0
30.0	4	363296.0	11	9.0	4	6	4	2	1	0.0	0.0	72.0	39	1
39.0	2	86551.0	11	9.0	0	3	1	4	1	0.0	1876.0	40.0	39	1
28.0	4	30070.0	9	13.0	2	12	0	4	1	0.0	0.0	50.0	39	1
31.0	4	595000.0	11	9.0	4	6	2	2	0	0.0	0.0	35.0	39	1
21.0	0	152328.0	15	10.0	4	0	3	4	1	0.0	0.0	20.0	39	1
33.0	0	177824.0	11	9.0	5	0	4	4	0	0.0	0.0	40.0	39	1
44.0	7	111483.0	12	14.0	2	10	0	4	1	0.0	0.0	40.0	39	0
22.0	4	199555.0	15	10.0	4	5	3	4	1	0.0	0.0	25.0	39	1
42.0	4	50018.0	11	9.0	2	8	0	4	1	0.0	0.0	40.0	0	1
36.0	4	218490.0	7	12.0	2	3	0	4	1	0.0	0.0	35.0	39	1
39.0	4	49020.0	12	14.0	4	4	1	4	1	0.0	1974.0	40.0	39	1
61.0	4	213321.0	15	10.0	2	4	0	4	1	0.0	1672.0	40.0	39	1
31.0	4	159187.0	11	9.0	0	14	3	4	1	0.0	0.0	40.0	39	1
21.0	4	83033.0	15	10.0	4	8	1	4	0	0.0	0.0	25.0	11	1
39.0	6	31848.0	15	10.0	2	5	0	4	1	2829.0	0.0	90.0	39	1
34.0	6	24961.0	11	9.0	2	5	0	4	1	0.0	0.0	80.0	39	1
21.0	4	182117.0	15	10.0	4	8	3	4	1	0.0	0.0	15.0	39	1
75.0	6	146576.0	9	13.0	6	10	4	4	1	0.0	0.0	48.0	39	0
21.0	4	176690.0	15	10.0	4	8	3	4	1	0.0	0.0	24.0	39	1
81.0	4	122651.0	15	10.0	2	12	0	4	1	0.0	0.0	15.0	39	1
54.0	5	149650.0	11	9.0	0	8	1	4	1	0.0	0.0	40.0	2	1
34.0	4	454508.0	9	13.0	2	10	0	4	1	0.0	0.0	65.0	20	1
54.0	6	269068.0	14	15.0	2	10	0	1	1	99999.0	0.0	50.0	30	0
41.0	4	266530.0	11	9.0	2	8	0	0	1	0.0	0.0	45.0	39	1
61.0	0	198542.0	9	13.0	0	0	1	4	0	0.0	0.0	40.0	39	1
63.0	4	133144.0	11	9.0	2	8	0	4	1	2580.0	0.0	20.0	39	1
24.0	4	217961.0	15	10.0	4	7	1	4	1	0.0	0.0	40.0	39	1
20.0	4	221661.0	11	9.0	2	1	5	4	0	0.0	0.0	40.0	26	1
44.0	2	60735.0	9	13.0	0	10	3	4	0	0.0	0.0	60.0	39	1
47.0	6	121124.0	9	13.0	2	12	0	4	1	0.0	0.0	40.0	39	0
31.0	4	48588.0	15	10.0	2	3	0	4	1	0.0	0.0	40.0	39	1
41.0	4	48087.0	5	4.0	0	3	1	4	1	0.0	1590.0	40.0	39	1
53.0	6	240138.0	11	9.0	2	3	0	4	1	0.0	0.0	60.0	39	1
63.0	4	273010.0	11	9.0	2	1	5	4	0	3471.0	0.0	40.0	39	1
44.0	4	104196.0	12	14.0	2	10	0	4	1	0.0	0.0	45.0	39	0
37.0	4	230035.0	11	9.0	2	3	0	4	1	0.0	0.0	46.0	39	0
28.0	4	38918.0	15	10.0	2	3	0	4	1	0.0	0.0	50.0	11	0
71.0	0	205011.0	15	10.0	2	0	0	4	1	0.0	0.0	10.0	39	1
57.0	4	176079.0	11	9.0	0	1	1	4	0	0.0	0.0	40.0	39	1
22.0	4	180052.0	15	10.0	4	5	3	4	1	0.0	0.0	10.0	39	1
33.0	2	173005.0	9	13.0	2	1	0	4	1	0.0	1848.0	45.0	39	0
30.0	4	378723.0	15	10.0	0	1	3	4	0	0.0	0.0	55.0	39	1
20.0	4	233624.0	11	9.0	4	3	3	4	1	0.0	0.0	40.0	39	1
28.0	4	192591.0	9	13.0	4	1	1	4	0	0.0	0.0	45.0	39	1
54.0	4	249860.0	1	7.0	0	9	4	2	0	0.0	0.0	10.0	39	1
20.0	4	247564.0	11	9.0	4	6	3	4	1	0.0	0.0	35.0	39	1
34.0	4	238912.0	11	9.0	2	4	0	4	1	0.0	0.0	40.0	39	1
21.0	4	190227.0	15	10.0	4	1	3	4	1	0.0	0.0	40.0	39	1
29.0	7	293287.0	15	10.0	4	8	4	4	0	0.0	0.0	40.0	39	1
51.0	4	180807.0	15	10.0	0	4	4	4	0	0.0	0.0	40.0	39	1
39.0	4	250217.0	11	9.0	0	7	1	2	0	0.0	0.0	70.0	39	1
19.0	4	217418.0	15	10.0	4	1	2	2	0	0.0	0.0	38.0	39	1
22.0	2	137510.0	11	9.0	4	5	3	4	1	0.0	0.0	40.0	39	1
59.0	7	163047.0	15	10.0	0	1	1	4	0	0.0	0.0	38.0	39	1
18.0	4	577521.0	1	7.0	4	12	3	4	1	0.0	0.0	13.0	39	1
22.0	4	221533.0	11	9.0	4	8	1	4	1	0.0	0.0	20.0	39	1
42.0	2	255675.0	15	10.0	2	3	0	4	1	0.0	0.0	40.0	39	0
39.0	4	114079.0	7	12.0	4	3	1	4	1	0.0	0.0	40.0	39	1
31.0	4	155781.0	9	13.0	2	12	0	4	1	0.0	0.0	40.0	39	0
28.0	4	243762.0	1	7.0	5	3	4	4	0	0.0	0.0	40.0	39	1
22.0	4	113062.0	9	13.0	4	4	3	4	0	0.0	0.0	7.0	39	1
67.0	4	217028.0	12	14.0	4	8	1	4	0	0.0	0.0	40.0	39	1
17.0	4	110723.0	1	7.0	4	12	3	4	0	0.0	0.0	25.0	39	1
47.0	1	191858.0	7	12.0	2	1	0	4	1	0.0	0.0	40.0	39	0
23.0	4	179423.0	9	13.0	4	1	1	4	0	0.0	0.0	5.0	39	1
20.0	4	339588.0	11	9.0	2	8	5	4	0	0.0	0.0	40.0	29	1
22.0	4	206815.0	11	9.0	4	12	4	4	0	0.0	0.0	40.0	29	1
47.0	7	103743.0	5	4.0	2	14	0	4	1	0.0	0.0	40.0	39	1
49.0	4	235683.0	15	10.0	2	12	5	4	0	0.0	0.0	40.0	39	0
64.0	0	207321.0	15	10.0	2	0	0	4	1	0.0	0.0	20.0	39	1
35.0	7	197495.0	15	10.0	0	4	1	2	0	0.0	0.0	40.0	39	1
52.0	1	424012.0	15	10.0	0	4	1	4	0	0.0	0.0	40.0	39	1
29.0	4	178469.0	11	9.0	4	12	1	4	0	0.0	0.0	40.0	39	1
73.0	5	92886.0	0	6.0	6	12	4	4	0	0.0	0.0	40.0	2	1
38.0	6	214008.0	11	9.0	2	10	0	4	1	0.0	0.0	50.0	39	0
59.0	6	325732.0	11	9.0	2	4	0	4	1	0.0	1902.0	52.0	39	0
35.0	4	28572.0	15	10.0	2	3	0	4	1	4064.0	0.0	35.0	39	1
18.0	4	118376.0	15	10.0	4	12	3	4	0	0.0	0.0	15.0	39	1
24.0	4	51799.0	11	9.0	2	1	5	2	0	0.0	0.0	40.0	39	1
33.0	2	115488.0	9	13.0	2	10	0	4	1	0.0	0.0	50.0	39	1
40.0	4	190621.0	15	10.0	0	4	2	2	0	0.0	0.0	55.0	39	1
55.0	4	193568.0	11	9.0	6	1	1	4	0	0.0	0.0	40.0	39	1
44.0	4	192878.0	11	9.0	0	10	1	4	1	0.0	0.0	40.0	39	1
40.0	4	264663.0	9	13.0	4	10	3	4	0	0.0	0.0	60.0	39	1
22.0	4	234731.0	11	9.0	0	6	3	4	1	0.0	0.0	40.0	39	1
55.0	4	308373.0	15	10.0	2	4	5	4	0	0.0	0.0	40.0	39	0
45.0	4	205644.0	11	9.0	5	13	1	4	0	0.0	0.0	26.0	39	1
47.0	2	321851.0	9	13.0	4	10	1	4	0	0.0	0.0	50.0	39	0
56.0	4	206399.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
44.0	4	124563.0	11	9.0	2	7	0	2	1	0.0	0.0	40.0	39	1
32.0	7	198211.0	15	10.0	4	1	1	4	1	0.0	0.0	38.0	39	1
17.0	4	130795.0	0	6.0	4	8	3	4	1	0.0	0.0	20.0	39	1
44.0	4	71269.0	15	10.0	0	4	1	4	1	0.0	0.0	50.0	39	1
32.0	6	319280.0	7	12.0	4	12	1	4	1	0.0	0.0	80.0	39	1
35.0	4	125933.0	9	13.0	2	12	0	4	1	0.0	0.0	60.0	39	0
27.0	4	107236.0	11	9.0	2	8	0	4	1	0.0	0.0	40.0	39	1
32.0	4	32732.0	11	9.0	2	10	0	4	1	0.0	0.0	50.0	39	1
68.0	4	284763.0	1	7.0	0	14	1	4	1	0.0	0.0	70.0	39	1
20.0	4	112668.0	15	10.0	4	8	3	4	0	0.0	0.0	20.0	39	1
33.0	4	376483.0	15	10.0	0	1	1	2	0	0.0	0.0	40.0	39	1
24.0	4	402778.0	6	5.0	4	6	3	4	1	0.0	0.0	12.0	39	1
48.0	4	36177.0	11	9.0	2	3	0	4	1	0.0	0.0	45.0	39	1
45.0	4	125489.0	12	14.0	0	10	4	4	0	0.0	0.0	50.0	39	1
48.0	4	304791.0	15	10.0	6	1	1	4	0	0.0	0.0	40.0	39	1
28.0	4	209205.0	12	14.0	2	10	0	4	1	0.0	0.0	45.0	39	0
60.0	0	112821.0	15	10.0	2	0	0	4	1	0.0	0.0	35.0	39	0
39.0	2	178100.0	12	14.0	0	10	4	4	0	0.0	0.0	40.0	39	1
23.0	4	70261.0	15	10.0	4	8	3	4	1	0.0	0.0	30.0	39	1
23.0	7	186634.0	2	8.0	4	4	1	4	1	0.0	0.0	40.0	39	1
36.0	4	32958.0	15	10.0	5	1	2	4	0	0.0	0.0	40.0	39	1
25.0	4	254746.0	9	13.0	2	10	5	4	0	0.0	0.0	40.0	39	1
52.0	4	158746.0	11	9.0	4	8	4	4	1	0.0	0.0	40.0	39	1
35.0	6	140854.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
41.0	4	51506.0	11	9.0	2	4	0	4	1	0.0	0.0	40.0	39	1
45.0	4	189564.0	9	13.0	2	12	5	4	0	0.0	0.0	42.0	39	0
37.0	1	325538.0	12	14.0	2	10	0	4	1	0.0	0.0	40.0	0	0
58.0	4	213975.0	8	11.0	6	10	1	4	0	0.0	0.0	40.0	39	1
67.0	6	431426.0	11	9.0	2	1	5	4	0	0.0	0.0	2.0	39	1
48.0	4	199763.0	11	9.0	2	10	5	4	0	0.0	0.0	8.0	39	1
63.0	4	161563.0	11	9.0	2	3	0	4	1	0.0	0.0	48.0	39	1
24.0	2	252024.0	15	10.0	2	11	0	4	1	0.0	0.0	72.0	39	0
43.0	4	43945.0	15	10.0	2	3	0	4	1	0.0	0.0	40.0	39	0
