id   ,x1   ,x2   ,x3   ,x4   ,x5   ,y
2453 ,4    ,6.74 ,5.16 ,4.35 ,-7.8 ,-33.7028918647602
2454 ,3.85 ,9.95 ,-2.87,7.9  ,-5.33,-76.2286440090462
2455 ,-9.51,-6.67,3.46 ,1.07 ,1.77 ,42.806228392747
2456 ,-7.37,9.88 ,-9.99,3.2  ,-6.3 ,-39.9135317277536
2457 ,-9.81,1.81 ,7.1  ,4.5  ,6.24 ,89.5739718377963
2458 ,-2.13,3.61 ,-8.41,-6.74,2.72 ,-2.83184721436799
2459 ,9.87 ,-5.71,-9.44,1.09 ,-4.44,72.6209096615642
2460 ,-4.7 ,2.19 ,-0.44,6.32 ,9.5  ,22.7044335148051
2461 ,-8.96,-1.31,-3.62,9.14 ,6.94 ,76.7188956667408
2462 ,-9.86,9.87 ,4.67 ,-3.89,-1.6 ,9.08246159378887
2463 ,-3.26,3.95 ,8.63 ,-5.7 ,-2.21,-7.52750006058961
2464 ,0.12 ,-1.52,-8.16,6.47 ,-2.79,-5.73951189211011
2465 ,0.69 ,2.23 ,3.83 ,-2.61,-4.94,-10.0654715897173
2466 ,-3.34,-1.02,4.94 ,-0.9 ,7.9  ,14.8030729760647
2467 ,-2.25,-5.07,-8.44,9.16 ,8.59 ,-14.945468225272
2468 ,-4.3 ,7.63 ,-7.05,6.54 ,-2.76,-45.6269207018107
2469 ,-7.78,-9.17,-3.58,-0.92,1.58 ,-18.6353433265835
2470 ,0.36 ,1.93 ,1.61 ,-9.45,-7.28,2.93503658396453
2471 ,5.72 ,6.33 ,0.81 ,-6.99,-7.39,-16.1708230500221
2472 ,5.31 ,-0.75,-4.5 ,4.02 ,-4.31,27.8414685397282
2473 ,-8.02,-6.56,2.69 ,-9.15,6.18 ,22.8288138975605
2474 ,0.01 ,1.69 ,-7.4 ,-9.33,8.06 ,-5.25110608371347
2475 ,-1.44,-3.55,-5.44,6.26 ,-3.91,-16.0327111796603
2476 ,1.38 ,3.69 ,-0.76,-8.07,1.27 ,-12.8609436798289
2477 ,-5.87,5.67 ,6.16 ,-0.02,8.84 ,11.4009245343432
2478 ,-7.83,8.71 ,-5.9 ,1.23 ,-5.14,-17.9659099613175
2479 ,8.36 ,5.02 ,9.34 ,0.51 ,3.52 ,39.6853518822238
2480 ,8.98 ,3.6  ,8.45 ,3.32 ,-8.05,69.6175025357395
2481 ,-4.4 ,-5.38,-4.26,7.74 ,-7.48,-5.83200692939162
2482 ,4.5  ,3.64 ,-8.69,1.07 ,-3.27,9.47251961075663
2483 ,-4.63,-4.12,7.54 ,2.86 ,0.25 ,1.35361290033907
2484 ,-9.57,-7.37,6.94 ,6.61 ,4.04 ,40.6485225556716
2485 ,-9.45,-1.11,-3.14,-7.71,-2.53,88.8874247403905
2486 ,5.2  ,2.77 ,6.65 ,-0.63,4.37 ,19.7024277780116
2487 ,5.59 ,-1.91,-4.14,9.47 ,4.7  ,34.4802249571308
2488 ,4.59 ,-0.55,-2.66,-1.98,-4.48,24.4820899008349
2489 ,7.32 ,-2.79,0.26 ,-7.92,-0.7 ,40.9899585909203
2490 ,4.4  ,9.64 ,-8.08,1.55 ,7.34 ,-68.7940457416236
2491 ,-4.1 ,-5.1 ,-9.04,-6.14,3.97 ,-1.45910186767578
2492 ,-0.71,-9.71,5.64 ,9.58 ,-5.36,-84.2452965767309
2493 ,-9.18,4.52 ,4.05 ,-1.45,3.99 ,60.6315942321047
2494 ,-6.66,3.66 ,-7.42,-1.43,-2.56,32.9820443606377
2495 ,-0.35,2.33 ,4.93 ,-8.07,-8.42,-13.7070945369765
2496 ,-4.26,-9.91,2.87 ,-7.49,4.91 ,-80.9303879182339
2497 ,-3.83,-8.54,5.15 ,-4.11,-7.77,-63.0716157184586
2498 ,2.08 ,-9.65,-2.59,-1.55,0.95 ,-89.4624851533085
2499 ,-8.13,4.7  ,-5.91,6.71 ,8.47 ,34.1261205399275
2500 ,6.95 ,-7.22,3.67 ,9.71 ,4.19 ,-10.5363208888486
2501 ,0    ,3.21 ,-0.41,4.92 ,5.73 ,-19.3920506990314
2502 ,-3.18,-9.54,-2.29,-4.89,2.02 ,-72.8805751848414
2503 ,5.47 ,9.51 ,-5.73,9.49 ,5.1  ,-69.2970086075559
2504 ,-5.77,4.94 ,-8.69,1.65 ,6.68 ,0.389993117268375
2505 ,8.83 ,2.32 ,-5.32,-0.49,-4.05,64.4998788440377
2506 ,2.29 ,-5.54,-5.63,6.74 ,7.36 ,-17.2416277474165
2507 ,-5.97,-8.01,7.27 ,-2.18,-2.7 ,-34.8768050102711
2508 ,1.03 ,-7.89,-4.2 ,0.09 ,-5.91,-68.1544757501677
2509 ,-0.07,9.22 ,-4.18,-6.76,8.74 ,-87.9519197124839
2510 ,4.53 ,-1.09,1.59 ,8.64 ,0.33 ,28.3535589743659
2511 ,-9.47,-7.49,-1   ,9.53 ,4.95 ,41.8726071560562
2512 ,-3.85,3.03 ,-6.68,3.48 ,-7.95,6.75796703368277
2513 ,-9.12,-0.81,-1.96,5.05 ,-7.22,75.0107556957558
2514 ,-8.89,9.99 ,-5.82,-4.38,-4.46,-12.5978491323367
2515 ,1.45 ,-5.47,6.18 ,3.39 ,3.28 ,-21.9123097572118
2516 ,-9.98,0.61 ,-3.14,3.61 ,4.46 ,94.5620562456727
2517 ,-6.78,1.9  ,8.87 ,5.62 ,-8.38,35.0543856692702
2518 ,-8.61,-5.65,0.3  ,6.9  ,0.05 ,52.1294233708739
2519 ,0.43 ,4.49 ,4.82 ,-0.05,-0.29,-21.8813661930755
2520 ,2.88 ,-8.54,-4.76,3.44 ,-5.58,-70.2612811385214
2521 ,-4.99,1.71 ,-5.39,5.79 ,9.71 ,23.5543226769418
2522 ,-0.92,-0.47,-8.74,-1.33,-9.41,-5.73784546841681
2523 ,7.03 ,-4.6 ,9.25 ,7.7  ,-1.88,34.0375588032246
2524 ,3.92 ,-4.34,-8.17,2.16 ,-5.11,-9.5719687555179
2525 ,-7.83,-1.19,-6.98,6.97 ,9.57 ,65.2076764232174
2526 ,1.5  ,-0.79,-1.05,3.11 ,3.76 ,-7.18546999465525
2527 ,6.72 ,-6.29,8.73 ,-8.94,0.82 ,-1.3535792604059
2528 ,-0.73,9.93 ,3.06 ,-5.41,2.17 ,-95.577982327275
2529 ,-3.51,-1.27,0.41 ,9.95 ,-5.37,18.3120976927996
2530 ,7.06 ,-3.32,-1.64,-7.36,-5.76,46.9805079213053
2531 ,2    ,-9.54,4.07 ,5.52 ,5.67 ,-92.7550036582708
2532 ,0.55 ,-7.66,-1.55,-4.88,-8.82,-56.9803815116495
2533 ,-3.88,0.85 ,0.11 ,-6.51,-4.86,8.50182757469415
2534 ,-3.76,7.15 ,-1.36,6.73 ,6.95 ,-42.321512383835
2535 ,8.29 ,1.08 ,8.25 ,5.44 ,-0.31,58.0756905332625
2536 ,2.34 ,-1.16,-9.53,-6.85,-2.74,11.7755304399133
2537 ,8.18 ,-8.19,2.15 ,6.28 ,2.28 ,4.45527246539593
2538 ,-5.12,-8.54,-1.52,2.68 ,4.47 ,-49.4038085361689
2539 ,9.2  ,-3.53,7.04 ,0.85 ,0.49 ,65.0183156632617
2540 ,3.73 ,1.65 ,2.82 ,-2.35,-7.35,12.1184288824812
2541 ,2.74 ,8.33 ,1.26 ,-6.55,8.19 ,-57.4557916200638
2542 ,-6.9 ,7.58 ,3.34 ,-3.86,-4.28,-18.1337620931059
2543 ,7.26 ,9.79 ,7.72 ,-9.22,1.44 ,-38.7248923685178
2544 ,0.04 ,-8.28,2.66 ,5.25 ,-0.68,-68.8734462201625
2545 ,-6.88,-3.25,1.84 ,4.3  ,-4.04,34.5977537407964
2546 ,7.14 ,-8.49,5.99 ,2.95 ,-1.96,-18.2191043182388
2547 ,3.03 ,8.4  ,-9.12,3.42 ,-6.92,-65.2544862679005
2548 ,7.35 ,3.98 ,4.35 ,-1.1 ,-7.75,44.3685204518497
2549 ,-8.19,-9.69,5.12 ,3.48 ,-4.67,-33.4272882292792
2550 ,-1.61,2.34 ,-7.53,-3.81,-1.45,-12.1326742968559
2551 ,7.07 ,9.55 ,-9.22,-0.79,4.88 ,-39.6359073788881
2552 ,4.26 ,6.95 ,-1.13,-6.05,5.03 ,-32.8781029894367
2553 ,1.97 ,-7.53,-7.7 ,-6.29,3.85 ,-43.4381312305853
2554 ,-0.88,8.98 ,-4.25,0.56 ,5.91 ,-71.4650472212434
2555 ,4.71 ,0.66 ,-7.17,-6.4 ,-1.92,14.8525411209688
2556 ,-2.49,9.02 ,2.74 ,2.06 ,8.7  ,-77.2664421046033
2557 ,-9.16,-0.13,9.75 ,8.07 ,-2.97,92.5952751897171
2558 ,-8.5 ,-1.23,8.23 ,-1.25,9.45 ,69.3222596947759
2559 ,-6.5 ,-4.04,7.8  ,2.3  ,2.82 ,24.9752723746017
2560 ,-6.44,-6.98,9.42 ,2.56 ,-5.86,-4.88354668967724
2561 ,-5.82,-6.36,-3.18,-3.06,-4.7 ,-3.55989283864647
2562 ,5.04 ,8    ,5.77 ,9.43 ,-1.26,-40.4579804972574
2563 ,-9.12,-4.73,-6.05,-5.37,-4.59,66.0615471116602
2564 ,-0.59,-4.68,-1.38,-4.38,0.15 ,-16.903031665872
2565 ,-2.9 ,-7.74,-5.23,-5.04,6.82 ,-42.1458157949358
2566 ,-4.54,6.38 ,-5.8 ,-6   ,-2.65,-15.8008521527678
2567 ,-8.54,1.52 ,-2.07,-2.96,5.72 ,72.3606504323602
2568 ,-3.64,2.61 ,-8.33,-0.52,-6.95,6.09364180546254
2569 ,5.61 ,0.43 ,-8.04,-3.12,-5.4 ,38.6500898710012
2570 ,-8.31,-7.04,-0.58,-1.07,-5.11,25.9182257838249
2571 ,-4.53,5.35 ,-9.11,-2.77,6.41 ,-1.11108044285177
2572 ,5.01 ,8.91 ,3.55 ,9.31 ,-3.89,-52.320672428526
2573 ,-9.99,3    ,1.15 ,-4.65,-2.51,84.7279431190178
2574 ,-8.18,6.06 ,-6.66,-0.45,1.01 ,34.0998065577552
2575 ,-5.7 ,6.36 ,2.95 ,3.82 ,-3.14,-12.1269110192642
2576 ,-0.13,-8.72,2.77 ,1.38 ,-5.13,-67.788710685648
2577 ,-6.51,-8.5 ,7.62 ,7.63 ,-2   ,-27.2988253167808
2578 ,-9.87,-7.83,6.76 ,-6.31,8.18 ,31.4764900328517
2579 ,-3.71,-8.44,0.01 ,2.63 ,-1.39,-49.8398966010362
2580 ,-1.04,-2.19,9.96 ,-8.83,0.99 ,1.16488609905541
2581 ,-1.72,2.02 ,8.12 ,-3.05,4.99 ,6.85549199904501
2582 ,7.9  ,-6.06,0.52 ,-6.89,2.02 ,24.9066114313841
2583 ,1.33 ,0.36 ,-8.93,5.27 ,-1.19,-2.73019807684869
2584 ,5.88 ,3.71 ,5.06 ,-2.16,-1.36,24.8058650875345
2585 ,7.4  ,6.7  ,1.09 ,1.41 ,9.68 ,14.0823642377555
2586 ,2.18 ,-5.82,7.67 ,-5.15,6.86 ,-27.9220364800468
2587 ,-0.9 ,0.13 ,5.82 ,3.32 ,4.51 ,-4.47867253738046
2588 ,-6.99,-3.45,-7.1 ,-5.55,7.77 ,46.9450587869272
2589 ,-1.76,4.67 ,-5.37,-9.73,-0.6 ,-20.0605174167186
2590 ,7.58 ,-5.88,2.67 ,-7.59,5.9  ,15.8268981722817
2591 ,-9.85,-6.94,7.94 ,6.84 ,5.39 ,40.3374235049203
2592 ,-9.2 ,-2.69,5.4  ,2.43 ,8.21 ,86.3784184220374
2593 ,-4.04,-5.6 ,1.01 ,3.24 ,-2.71,-9.61291845519244
2594 ,-5.88,6.9  ,0.97 ,-5.06,-5.28,-14.605963920182
2595 ,9.54 ,5.57 ,-9.85,-9.93,-9.81,60.6881011126011
2596 ,9.44 ,-5.79,-2.58,8.33 ,-5.07,59.0293558875546
2597 ,9.56 ,-2.8 ,-6.51,6.93 ,-6.72,76.3873566321716
2598 ,0.06 ,2.81 ,8.07 ,5.38 ,-8.85,-8.7470690914616
2599 ,4.8  ,9.67 ,-7.96,-0.92,5.17 ,-66.2962097220808
2600 ,7.02 ,7.07 ,-2.88,2.2  ,-0.02,-0.207211975947032
2601 ,-0.14,-7.8 ,5.58 ,5.35 ,1.7  ,-51.497813274534
2602 ,-7.21,-0.13,6.84 ,8.09 ,-8.54,52.7416713826105
2603 ,-7.47,-2.86,7.28 ,-1.95,-7.43,56.2075394794822
2604 ,-6.99,1.52 ,-6.32,-2.34,-7.81,37.9443827407926
2605 ,-7.78,5.2  ,7.59 ,2.71 ,-3.43,37.961933234559
2606 ,-8.94,0.98 ,-0.83,1.47 ,-8.22,87.0625536440655
2607 ,6.28 ,0.48 ,9.27 ,3    ,9.93 ,40.2529926508591
2608 ,0.2  ,-6.73,-5.1 ,-0.71,-1.57,-51.3861110175863
2609 ,-2.21,-0.11,-3.72,5.82 ,1.35 ,13.347788119249
2610 ,-4.15,7.11 ,-9.56,1.51 ,1.74 ,-42.8528395874336
2611 ,-8.22,-6.68,-5.24,-1.54,9.16 ,15.4389714389146
2612 ,-5.52,-3.48,2.59 ,-0.78,-5.93,20.3208094263822
2613 ,0.96 ,4.07 ,-4.61,-8.11,-3.39,-23.2360978474647
2614 ,-3.81,3.21 ,5.78 ,-6.32,-4.38,-5.43866881850362
2615 ,1.86 ,-0.81,3.54 ,-8.71,-6.49,2.59436569044739
2616 ,-8.31,-5.97,4.15 ,-1.78,9.72 ,38.4824986684367
2617 ,-8.85,0.98 ,-4.52,0.39 ,6.31 ,86.9822471472159
2618 ,6.71 ,-7.48,0.67 ,-7.48,-6.94,-9.80463580374719
2619 ,2.54 ,1.39 ,9.7  ,7.54 ,2.94 ,0.0442554834932087
2620 ,-4.64,9.06 ,2.4  ,-2.51,6.33 ,-51.8879666323736
2621 ,5.22 ,4.59 ,-5.59,-6.12,1.53 ,8.20555035012513
2622 ,-3.35,-7.01,-7.97,-9.88,-9.01,-31.6687367769912
2623 ,7.4  ,2.34 ,-2.24,8.9  ,-7.1 ,40.8514253988355
2624 ,3.35 ,-6.73,-8.94,6.2  ,-4.24,-29.2199307125151
2625 ,0.46 ,-9.09,-2.74,-4.96,-6.82,-86.3896681579724
2626 ,8.44 ,7.3  ,3.51 ,-8.49,-2.63,17.1655926184043
2627 ,-1.35,-6.99,7.6  ,-0.3 ,-8.98,-53.2760057370946
2628 ,-4.5 ,-3.21,7.83 ,-3.18,-5.32,0.738867551387846
2629 ,-8.93,2.93 ,9.29 ,-5.22,5.63 ,66.441340489164
2630 ,-3.9 ,-0.69,-5.98,-3.31,-2.41,11.4953300083369
2631 ,5.89 ,4.09 ,4.62 ,6.24 ,9.27 ,25.9446074267253
2632 ,-9.88,6.16 ,6.35 ,-1.52,7.33 ,49.956329239431
2633 ,-6.16,1.28 ,-2.34,6.2  ,6.31 ,40.6350285348788
2634 ,-2.52,-1.04,-5.52,7.46 ,5.08 ,12.7114672887057
2635 ,3.12 ,6.22 ,5.07 ,7.2  ,-7.36,-24.2090832787529
2636 ,2.16 ,-6.8 ,2.95 ,6.85 ,3.61 ,-42.1968013213068
2637 ,6.89 ,-9.99,-3.31,-4.56,-8.41,-48.4737973113284
2638 ,9.61 ,-9.41,6.52 ,-6.65,-3.52,-0.611031350217773
2639 ,4.09 ,-6.95,4.97 ,6.64 ,-6.16,-39.4855070930958
2640 ,1.09 ,-8.31,-4.74,-0.59,-3.16,-77.3788603127301
2641 ,1.24 ,6.1  ,-5.89,0.4  ,-1.2 ,-29.1059059905425
2642 ,2.45 ,4.26 ,7.99 ,-5.79,1.44 ,-8.05306133968979
2643 ,9.55 ,6.72 ,-4.87,-1.23,-5.94,40.2452655168608
2644 ,-4.3 ,7.33 ,-4.35,8.41 ,1.08 ,-28.2627986061886
2645 ,2.65 ,-3.63,-9.1 ,7.55 ,-5.8 ,-9.2616546262294
2646 ,3    ,-6.08,-6.12,7.8  ,6.98 ,-26.6917437004983
2647 ,-7.08,2.59 ,0.95 ,-0.13,-8.38,48.9392451308474
2648 ,0.06 ,3.51 ,6.84 ,4.48 ,-0.2 ,-4.72524734707176
2649 ,0.51 ,7.09 ,3.75 ,3.21 ,8.66 ,-52.8712422769442
2650 ,8.73 ,-8.88,-1.64,8.68 ,1.06 ,-9.1687898413241
2651 ,3.66 ,-1.15,-6.5 ,5.75 ,-9.76,21.5132841564104
2652 ,0.62 ,7.69 ,2.21 ,7.94 ,4.26 ,-51.0546755661264
2653 ,3.49 ,8.45 ,4.43 ,4.61 ,-0.81,-64.9541553134635
2654 ,-6.76,-0.3 ,-5.06,6.64 ,-6.02,46.8038113482878
2655 ,-6.76,-3.89,-4.13,-3.87,7.08 ,31.902834336713
2656 ,-8.29,-1.33,9.58 ,-4.99,-6.13,66.4918144413128
2657 ,0.09 ,-7.17,-1.91,-9.56,-9.41,-56.9899731195152
2658 ,-4.83,5.19 ,7.25 ,9.62 ,5.4  ,-3.94678787098527
2659 ,-4.22,-2.81,7.65 ,2.08 ,-7.18,7.06279766004085
2660 ,3.82 ,5.03 ,7.37 ,8.43 ,8.84 ,-12.6086208385453
2661 ,-6.51,-1.27,-5.47,-0.08,0.24 ,43.065905172725
2662 ,-5.02,-7.45,-1.9 ,7.25 ,-9.4 ,-20.6010475429058
2663 ,-3.07,7.57 ,8.12 ,6.34 ,9.27 ,-54.3281211313978
2664 ,-1.29,2.45 ,-0.36,-3.95,-8.73,0.687347446343302
2665 ,5.13 ,0.3  ,4.64 ,1.93 ,6.02 ,17.8577501549065
2666 ,0.05 ,-6.47,-7.11,-6.09,9.96 ,-34.3803467282295
2667 ,-9.14,5.22 ,1.04 ,1.88 ,-2.97,50.6063965457946
2668 ,2.93 ,6    ,3.18 ,-1.62,5.46 ,-24.7391771144629
2669 ,-2.02,4.86 ,3.94 ,6.18 ,-9.63,-13.7601341889247
2670 ,-3.56,4.94 ,0.1  ,-9.64,-8.07,-12.5860500806198
2671 ,9.51 ,7.2  ,-4.78,1.15 ,7.99 ,34.0172560937539
2672 ,-8.78,-5.14,1    ,-5.63,-2.8 ,60.0503721664578
2673 ,6.28 ,9.45 ,-9.45,-1.1 ,7.01 ,-45.0103415419519
2674 ,-8.19,-2.88,0.23 ,2.25 ,-7.5 ,64.75292579813
2675 ,6.49 ,-4.21,5.03 ,-3.41,4.11 ,18.7061433897391
2676 ,7.58 ,0.72 ,9.65 ,-0.88,-6.64,49.7377500868514
2677 ,-6.18,-4.19,-8.12,4.8  ,4.13 ,19.5093273675173
2678 ,4.88 ,8.55 ,3.81 ,3.16 ,-1.23,-57.642290797545
2679 ,2.68 ,-4.57,2.73 ,-0.89,-1.03,-20.7301491343975
2680 ,-9.15,1.8  ,1.98 ,-4.98,-9.39,73.4174809512496
2681 ,4.57 ,8.33 ,1.48 ,-6.31,-1.72,-49.2660522519574
2682 ,-0.66,5.24 ,-6.37,3.86 ,-6.42,-19.060854835555
2683 ,7.97 ,-6.6 ,4.84 ,-8.96,6.55 ,27.4278783981517
2684 ,2.61 ,-0.61,-2.55,9.84 ,9.73 ,3.12354124762118
2685 ,1    ,-2.44,-9.99,7.06 ,4.37 ,-2.30229437292218
2686 ,7.2  ,4.61 ,-2.92,-3.03,4.65 ,25.6909020881444
2687 ,5.7  ,4.37 ,3.78 ,-1.77,1.37 ,7.11938676705062
2688 ,0.64 ,2.29 ,0.86 ,2.78 ,1.55 ,-12.8197860188112
2689 ,-0.1 ,-0.66,3.27 ,-0.6 ,-7.07,0.71652126005441
2690 ,-0.13,-8.03,1.05 ,0.66 ,-5.14,-71.5909221277907
2691 ,9.06 ,-1.64,4.38 ,-6.95,-6.7 ,73.0027233992294
2692 ,8.39 ,-4.42,2.4  ,-6.63,-6.12,58.6402429535955
2693 ,7.06 ,-8.82,-4.6 ,-7   ,1.93 ,-28.3102317579195
2694 ,-6.22,7.52 ,-2.08,5.34 ,-1.99,-20.730514591828
2695 ,-8.14,0.41 ,-9.16,-3.77,6.11 ,63.6391447772235
2696 ,-0.23,1.93 ,3.71 ,5.6  ,-1.46,2.14363362386078
2697 ,3.8  ,8.43 ,6.84 ,5.57 ,-1.77,-47.017135876061
2698 ,7.63 ,2.53 ,1.17 ,8.21 ,9.01 ,55.7791057344377
2699 ,-4.45,-0.87,-3.18,-0.4 ,0.84 ,24.8438388092205
2700 ,-4.39,-8.81,7    ,-1.49,-8.9 ,-53.6857055495083
2701 ,2.98 ,-8.33,-3.08,6.53 ,5.42 ,-61.8521919590458
2702 ,5.27 ,-4.14,8.57 ,9.27 ,-6.98,4.1905480270639
2703 ,6.87 ,-7.71,4.38 ,6.74 ,5.22 ,-22.0247672096759
2704 ,-9.54,-8.74,2.85 ,-2.63,-0.51,5.20346417480705
2705 ,4.78 ,1.45 ,-2.71,-3.57,-9.14,30.0982791758344
2706 ,-1.36,-7.6 ,-4.41,8.35 ,3.6  ,-59.6834257445946
2707 ,-3.02,-8.27,-3.68,9.01 ,1.13 ,-53.5096303169057
2708 ,-8.19,7.99 ,5.92 ,7.62 ,9.77 ,5.9970803162679
2709 ,-4.42,-6.75,-2.96,-7.59,-8.51,-34.3938026815712
2710 ,-9.51,-9.97,-4.35,-6.72,-7.57,-12.1907484685064
2711 ,4.51 ,2.03 ,9.35 ,-4.55,-3.06,13.4854575962022
2712 ,1.46 ,-0.11,8.17 ,1.19 ,5.38 ,2.20644673888385
2713 ,0.97 ,2.21 ,5.34 ,0.05 ,-0.51,4.12992207762152
2714 ,4.58 ,-6.96,-7.67,-2.38,-6.03,-32.1529734409645
2715 ,-5.17,6.94 ,6.39 ,-3.7 ,-6.23,-27.4553812480465
2716 ,5.91 ,8.67 ,-4.61,-1.45,1.87 ,-40.4628998611301
2717 ,6.5  ,7.11 ,5    ,-7.82,1.63 ,-5.33184326442928
2718 ,-3.03,7.54 ,-5.82,1.44 ,5.35 ,-38.7599383987084
2719 ,-5.82,-9.94,8.63 ,9.66 ,-8.19,-57.1298283687875
2720 ,-4.09,7.24 ,-6.12,-2.88,-2.46,-42.257103610456
2721 ,-8.4 ,1.67 ,7.61 ,3.62 ,5.32 ,68.8333525122017
2722 ,-3.29,7.49 ,9.69 ,-8.41,-2.71,-46.2066979784742
2723 ,-5.46,-2.68,5.28 ,4.44 ,9.64 ,21.1901573265538
2724 ,6.08 ,7.47 ,-5.73,0.63 ,2.43 ,-16.3233604320586
2725 ,-6.1 ,-3.83,-7.58,-5.75,7.42 ,29.7795647512808
2726 ,6.67 ,7.06 ,-0.24,-9.86,-8.28,4.08361607699395
2727 ,8.89 ,2.28 ,0.85 ,2.65 ,-7.03,66.2728380418092
2728 ,4.78 ,9.01 ,-7.19,-9.2 ,3.85 ,-67.2762443917066
2729 ,0.41 ,5.04 ,-4.27,0.39 ,-1.44,-19.4112017526329
2730 ,-6.16,4.26 ,-2.44,-0.7 ,-5.44,19.9358847286105
2731 ,-4.56,3.37 ,1.18 ,-9.4 ,-8.78,0.7515541143164
2732 ,-4.82,5.14 ,-4.07,4.94 ,-3.84,3.8193356977284
2733 ,-4.62,8.4  ,-1.18,-8.44,-8.33,-46.9966254693031
2734 ,-0.65,3    ,6.87 ,-3.32,-1.86,-12.1270414445177
2735 ,9.05 ,-9.84,8.05 ,-5.01,-5.69,-7.63431135447173
2736 ,0.6  ,8.79 ,-5   ,8.99 ,-8.92,-83.523690818882
2737 ,3.43 ,1.9  ,-2.22,-3.66,7.11 ,14.7583121299163
2738 ,5.95 ,-7.45,-9.48,-0.73,-8.61,-17.6986804859713
2739 ,3.88 ,-8.95,0.67 ,6.77 ,-0.37,-62.3327604418009
2740 ,-1.82,4.24 ,7.12 ,-6.19,-6.98,-21.7259342524454
2741 ,0.33 ,1.34 ,2.46 ,9.13 ,-2.89,-5.74393806936294
2742 ,-0.06,2.03 ,-6.69,-3.31,4.71 ,3.48185146045387
2743 ,-2.89,0.48 ,4.33 ,3.44 ,-9.11,10.9432949144214
2744 ,-9.4 ,-7.95,5.18 ,5.51 ,-6.23,29.3530049755052
2745 ,-6.08,5.46 ,6.45 ,7.08 ,-1.87,-0.725001881499588
2746 ,-1.25,2.74 ,2.29 ,-7.57,5.59 ,-2.32165104044825
2747 ,-4.9 ,2.59 ,1.86 ,-9.43,6.79 ,16.643930165717
2748 ,-5.33,6.02 ,3.72 ,9.63 ,-3.84,-16.282269088231
2749 ,-3.37,8.19 ,-1.57,8.6  ,2.79 ,-62.735284883362
2750 ,2.78 ,-2.58,5.66 ,8.38 ,8.9  ,5.75767028641701
2751 ,6.87 ,-0.64,-8.56,-3.94,0.16 ,45.6989751868278
2752 ,-3.69,7.7  ,-9.49,1.16 ,-6.28,-47.5538652112648
2753 ,-2.92,-3.08,-9.27,3.12 ,8.94 ,-9.16297091268003
2754 ,3.98 ,-7.66,2.5  ,1.28 ,8.62 ,-38.2214872067839
2755 ,-4.8 ,-7.25,-5.18,3.53 ,-7.37,-23.5552876666561
2756 ,3.76 ,-4.03,2.12 ,4.85 ,4.14 ,5.17011025602072
2757 ,-9.59,3.7  ,5.52 ,0.49 ,1.83 ,68.4241681203753
2758 ,2.41 ,-4.42,-5.42,7.06 ,-8.43,-5.95797910580337
2759 ,5.37 ,6.98 ,-8.51,-1.41,-3.01,-28.6410891986489
2760 ,4.45 ,9.03 ,2.04 ,3.39 ,-9.89,-54.222341083774
2761 ,-9.47,4.05 ,1.61 ,-7.36,4.48 ,71.8767888013288
2762 ,-4.71,2.89 ,-6.63,9.54 ,8.93 ,23.0806412078142
2763 ,8.06 ,-5.84,3.42 ,1.95 ,-4.38,36.1233372846544
2764 ,-5.25,9.23 ,5.14 ,6.86 ,-4.84,-58.461587563017
2765 ,-9.8 ,3.95 ,-2.35,8.8  ,-2.73,71.3912427639589
2766 ,-1.3 ,-8.73,2.93 ,2.4  ,-9.79,-78.4631608992532
2767 ,1.21 ,6.7  ,-5.72,-8.9 ,2.24 ,-42.8855785260364
2768 ,-4.99,4.08 ,-9.57,-6.53,-3.21,-0.725271159085629
2769 ,-8.47,-8.77,-5.55,-0.54,-1.53,0.443148199722189
2770 ,-3.58,2.47 ,-9.78,3    ,-0.43,16.6906197360456
2771 ,-1.72,0.22 ,-8.28,-4.59,-9.78,-0.51664947733283
2772 ,2.77 ,-4.1 ,5.17 ,3.57 ,3.7  ,-0.967390663056072
2773 ,3.88 ,-0.55,-3.79,8.34 ,7.51 ,7.2270308048144
2774 ,-7.43,-1.79,1.69 ,-7.21,-5.28,61.9453130070671
2775 ,-1.21,-5.35,-6.81,-2.47,9.72 ,-32.4406647243738
2776 ,-9.17,1.22 ,0.46 ,-0.94,3.37 ,79.9584983320087
2777 ,-2.74,-5.3 ,-5.93,-9.98,-1.79,-26.6345980933845
2778 ,-8.38,9    ,3.3  ,4.32 ,-9.3 ,-8.18812325940876
2779 ,-0.47,4.23 ,2.27 ,-9.33,0.47 ,-22.0677118410617
2780 ,-8.65,3.62 ,-4.17,2.7  ,-3.94,61.8392126474664
2781 ,-0.33,-6.34,6.61 ,6.61 ,1.33 ,-48.8465925083876
2782 ,8.36 ,-6.96,-2.62,4.59 ,-6.42,20.8061712571904
2783 ,-4.57,8.63 ,9.97 ,5.59 ,-7.29,-45.370966607526
2784 ,2.51 ,8.27 ,-6.35,6.11 ,1.25 ,-58.9752446480721
2785 ,9.81 ,-1.67,5.62 ,-9.9 ,-3.27,101.481631925043
2786 ,3.39 ,2.94 ,8.7  ,6.18 ,-5.84,-1.93231785142422
2787 ,1.02 ,-2.46,2.21 ,-3.73,9.66 ,-3.15301690104306
2788 ,-1.49,-4.25,1.09 ,0.27 ,6.43 ,-10.797082700336
2789 ,-6.09,2.86 ,5.28 ,1.77 ,0.93 ,26.5091518770009
2790 ,8.07 ,-2.91,-0.66,-1.38,-6.77,66.457621961835
