     ,f1   ,f2   ,f3   ,f4   ,f5   ,f6   ,f7   ,f8   ,f9   ,f10,f11,f12,f13  ,f14  ,f15  ,f16  ,f17  ,f18  ,f19 ,f20 ,f21  ,f22  ,f23 ,f24 ,f25 ,f26 ,f27 ,f28 ,f29 ,f30 ,f31 ,f32 ,f33 ,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,target
6363 ,110.0,100.0,100.0,100.0,64.0 ,93.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,1.0  ,15.0 ,47.0 ,0.0 ,6.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
6517 ,110.0,100.0,100.0,100.0,83.0 ,77.0 ,77.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,43.0 ,29.0 ,2.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2673 ,110.0,100.0,100.0,100.0,43.0 ,107.0,89.0 ,116.0,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,1.0  ,1.0  ,60.0,1.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,40.0,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134  ,110.0,100.0,100.0,100.0,117.0,79.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,59.0 ,49.0 ,0.0  ,0.0  ,1.0  ,2.0 ,1.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4303 ,110.0,100.0,100.0,100.0,63.0 ,79.0 ,76.0 ,74.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,7.0  ,45.0 ,0.0  ,0.0 ,1.0 ,2.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
6867 ,110.0,100.0,100.0,100.0,42.0 ,108.0,79.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,1.0  ,2.0  ,0.0  ,53.0,7.0 ,0.0  ,0.0  ,0.0 ,0.0 ,1.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7586 ,110.0,100.0,100.0,100.0,136.0,104.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,55.0 ,24.0 ,0.0  ,1.0  ,2.0  ,43.0 ,35.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14049,110.0,100.0,100.0,100.0,77.0 ,78.0 ,81.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,6.0  ,61.0 ,2.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,2.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2929 ,110.0,100.0,100.0,100.0,66.0 ,77.0 ,78.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,54.0 ,0.0  ,2.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10308,110.0,100.0,100.0,100.0,147.0,79.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,70.0 ,71.0 ,0.0  ,0.0  ,0.0  ,2.0  ,1.0 ,0.0 ,1.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7053 ,110.0,100.0,100.0,100.0,60.0 ,87.0 ,116.0,71.0 ,94.0 ,0.0,0.0,0.0,42.0 ,7.0  ,1.0  ,0.0  ,0.0  ,0.0  ,1.0 ,0.0 ,0.0  ,0.0  ,0.0 ,41.0,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799  ,110.0,100.0,100.0,100.0,33.0 ,109.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,1.0  ,8.0  ,1.0  ,0.0  ,0.0  ,3.0 ,42.0,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10626,110.0,100.0,100.0,100.0,107.0,99.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,12.0 ,50.0 ,0.0  ,30.0 ,31.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13763,110.0,100.0,100.0,100.0,57.0 ,102.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,7.0  ,4.0  ,20.0 ,41.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10885,110.0,100.0,100.0,100.0,56.0 ,127.0,77.0 ,75.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,13.0 ,32.0 ,0.0 ,35.0,17.0 ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,2.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427  ,110.0,100.0,100.0,100.0,62.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,1.0  ,1.0  ,18.0 ,28.0 ,3.0  ,1.0  ,1.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
9413 ,110.0,100.0,100.0,100.0,74.0 ,77.0 ,80.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,3.0  ,6.0  ,56.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,3.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
13387,110.0,100.0,100.0,100.0,59.0 ,111.0,87.0 ,71.0 ,94.0 ,0.0,0.0,0.0,2.0  ,29.0 ,18.0 ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,10.0 ,33.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
10064,110.0,100.0,100.0,100.0,15.0 ,83.0 ,76.0 ,102.0,126.0,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,7.0 ,2.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,9.0 ,28.0,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8035 ,110.0,100.0,100.0,100.0,61.0 ,157.0,92.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,2.0  ,7.0  ,46.0 ,15.0,0.0 ,25.0 ,50.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5156 ,110.0,100.0,100.0,100.0,112.0,79.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,62.0 ,0.0  ,0.0  ,36.0 ,9.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6503 ,110.0,100.0,100.0,100.0,52.0 ,81.0 ,84.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,28.0 ,18.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,5.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11973,110.0,100.0,100.0,100.0,66.0 ,111.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,1.0  ,1.0  ,0.0  ,46.0 ,0.0  ,0.0 ,39.0,6.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6685 ,110.0,100.0,100.0,100.0,24.0 ,77.0 ,76.0 ,86.0 ,155.0,0.0,0.0,0.0,0.0  ,0.0  ,4.0  ,7.0  ,1.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,41.0,1.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13404,110.0,100.0,100.0,100.0,100.0,77.0 ,80.0 ,73.0 ,94.0 ,0.0,0.0,0.0,28.0 ,65.0 ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,4.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4509 ,110.0,100.0,100.0,100.0,73.0 ,123.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,3.0  ,2.0  ,0.0  ,23.0 ,83.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255 ,110.0,100.0,100.0,100.0,42.0 ,98.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,1.0  ,4.0  ,3.0  ,3.0  ,42.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
5404 ,110.0,100.0,100.0,100.0,98.0 ,102.0,77.0 ,73.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,32.0 ,23.0 ,0.0  ,19.0 ,42.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
6424 ,110.0,100.0,100.0,100.0,91.0 ,102.0,77.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,3.0  ,0.0  ,5.0  ,41.0 ,18.0 ,43.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12522,110.0,100.0,100.0,100.0,24.0 ,80.0 ,89.0 ,115.0,94.0 ,0.0,0.0,0.0,0.0  ,5.0  ,5.0  ,0.0  ,0.0  ,1.0  ,2.0 ,0.0 ,1.0  ,1.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,39.0,1.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14328,110.0,100.0,100.0,100.0,89.0 ,104.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,30.0 ,45.0 ,34.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8064 ,110.0,100.0,100.0,100.0,49.0 ,93.0 ,80.0 ,72.0 ,94.0 ,0.0,0.0,0.0,0.0  ,2.0  ,3.0  ,0.0  ,0.0  ,34.0 ,15.0,0.0 ,0.0  ,0.0  ,0.0 ,1.0 ,1.0 ,2.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
8834 ,110.0,100.0,100.0,100.0,68.0 ,85.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,3.0  ,0.0  ,0.0  ,31.0 ,33.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
5768 ,110.0,100.0,100.0,100.0,29.0 ,83.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,1.0  ,2.0  ,0.0  ,0.0  ,0.0  ,15.0 ,5.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
6108 ,110.0,100.0,100.0,100.0,106.0,93.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,36.0 ,18.0 ,55.0 ,6.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9804 ,110.0,100.0,100.0,100.0,50.0 ,103.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,3.0  ,1.0  ,14.0 ,47.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3131 ,110.0,100.0,100.0,100.0,40.0 ,159.0,94.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,0.0  ,19.0 ,27.0,6.0 ,19.0 ,55.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318 ,110.0,100.0,100.0,100.0,92.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,21.0 ,63.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
1926 ,110.0,100.0,100.0,100.0,115.0,120.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,6.0  ,56.0 ,1.0  ,0.0  ,43.0 ,8.0 ,39.0,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10841,110.0,100.0,100.0,100.0,78.0 ,101.0,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,1.0  ,2.0  ,34.0 ,16.0 ,43.0,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9834 ,110.0,100.0,100.0,100.0,76.0 ,81.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,6.0  ,56.0 ,0.0  ,0.0  ,0.0  ,5.0  ,2.0 ,0.0 ,2.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
3037 ,110.0,100.0,100.0,100.0,36.0 ,167.0,109.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,4.0  ,4.0  ,8.0 ,52.0,0.0  ,44.0 ,30.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449 ,110.0,100.0,100.0,100.0,53.0 ,82.0 ,139.0,101.0,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,2.0  ,0.0  ,24.0 ,21.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,59.0,11.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6275 ,110.0,100.0,100.0,100.0,61.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,6.0  ,45.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
8887 ,110.0,100.0,100.0,100.0,94.0 ,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,12.0 ,72.0 ,1.0  ,1.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8675 ,110.0,100.0,100.0,100.0,24.0 ,117.0,76.0 ,71.0 ,97.0 ,0.0,0.0,0.0,0.0  ,1.0  ,6.0  ,0.0  ,0.0  ,1.0  ,0.0 ,14.0,30.0 ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11533,110.0,100.0,100.0,100.0,77.0 ,77.0 ,76.0 ,85.0 ,145.0,0.0,0.0,0.0,31.0 ,31.0 ,3.0  ,1.0  ,2.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,3.0 ,33.0,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11571,110.0,100.0,100.0,100.0,26.0 ,138.0,112.0,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,2.0  ,0.0  ,0.0  ,0.0 ,45.0,15.0 ,0.0  ,14.0,29.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9767 ,110.0,100.0,100.0,100.0,56.0 ,79.0 ,82.0 ,93.0 ,95.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,0.0  ,37.0 ,11.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,17.0,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
11971,110.0,100.0,100.0,100.0,134.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,64.0 ,65.0 ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3694 ,110.0,100.0,100.0,100.0,114.0,87.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,1.0  ,11.0 ,64.0 ,42.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8525 ,110.0,100.0,100.0,100.0,57.0 ,170.0,105.0,73.0 ,95.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,46.0 ,0.0  ,0.0  ,0.0 ,4.0 ,40.0 ,59.0 ,16.0,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,1.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4506 ,110.0,100.0,100.0,100.0,145.0,79.0 ,78.0 ,77.0 ,94.0 ,0.0,0.0,0.0,55.0 ,24.0 ,0.0  ,3.0  ,51.0 ,12.0 ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,1.0 ,5.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3746 ,110.0,100.0,100.0,100.0,56.0 ,127.0,88.0 ,71.0 ,94.0 ,0.0,0.0,0.0,23.0 ,23.0 ,0.0  ,0.0  ,0.0  ,0.0  ,0.0 ,0.0 ,23.0 ,38.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7920 ,110.0,100.0,100.0,100.0,114.0,77.0 ,76.0 ,71.0 ,94.0 ,0.0,0.0,0.0,0.0  ,0.0  ,0.0  ,48.0 ,60.0 ,0.0  ,0.0 ,0.0 ,0.0  ,0.0  ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
