date,stage_max_amplitude,stage_max_mean,snow_coverage_station_amplitude,snow_height_mean,snow_height_amplitude,water_hazard_sum,1_day,2_day,3_day,4_day,5_day,6_day,7_day
2002-01-27,3.0,82.4,0.0,27.125,5.5,0,78.0,78.0,78.0,78.0,74.0,74.0,74.0
2002-01-28,5.0,81.4,0.0,27.3125,6.0,0,78.0,78.0,78.0,74.0,74.0,74.0,74.0
2002-01-29,5.0,80.4,0.0,27.5625,7.0,0,78.0,78.0,74.0,74.0,74.0,74.0,73.0
2002-01-30,5.0,79.4,0.0,28.0,8.0,0,78.0,74.0,74.0,74.0,74.0,73.0,73.0
2002-01-31,5.0,78.4,0.0,28.53125,9.0,0,74.0,74.0,74.0,74.0,73.0,73.0,73.0
2002-02-01,9.0,77.2,0.0,29.03125,9.0,0,74.0,74.0,74.0,73.0,73.0,73.0,72.0
2002-02-02,9.0,76.4,0.0,29.53125,9.0,0,74.0,74.0,73.0,73.0,73.0,72.0,72.0
2002-02-03,6.0,75.6,0.0,30.03125,9.0,0,74.0,73.0,73.0,73.0,72.0,72.0,70.0
2002-02-04,4.0,74.8,0.0,30.46875,9.0,0,73.0,73.0,73.0,72.0,72.0,70.0,70.0
2002-02-05,5.0,73.8,0.0,30.9375,9.0,0,73.0,73.0,72.0,72.0,70.0,70.0,69.0
2002-02-06,5.0,73.6,0.0,31.4375,8.5,0,73.0,72.0,72.0,70.0,70.0,69.0,68.0
2002-02-07,5.0,73.4,0.0,31.96875,9.0,0,72.0,72.0,70.0,70.0,69.0,68.0,67.0
2002-02-08,2.0,73.0,0.0,32.5,9.0,0,72.0,70.0,70.0,69.0,68.0,67.0,67.0
2002-02-09,2.0,72.6,0.0,33.0,9.5,0,70.0,70.0,69.0,68.0,67.0,67.0,66.0
2002-02-10,4.0,72.0,0.0,33.5,10.5,0,70.0,69.0,68.0,67.0,67.0,66.0,65.0
2002-02-11,4.0,71.4,0.0,33.96875,11.0,0,69.0,68.0,67.0,67.0,66.0,65.0,64.0
2002-02-12,4.0,70.6,0.0,34.28125,11.0,0,68.0,67.0,67.0,66.0,65.0,64.0,64.0
2002-02-13,5.0,69.8,0.0,34.5625,9.5,0,67.0,67.0,66.0,65.0,64.0,64.0,63.0
2002-02-14,6.0,68.8,0.0,34.8125,8.5,0,67.0,66.0,65.0,64.0,64.0,63.0,63.0
2002-02-15,5.0,68.2,0.0,34.96875,7.5,0,66.0,65.0,64.0,64.0,63.0,63.0,62.0
2002-02-16,6.0,67.4,0.0,35.03125,6.0,0,65.0,64.0,64.0,63.0,63.0,62.0,62.0
2002-02-17,5.0,66.6,0.0,35.15625,5.5,0,64.0,64.0,63.0,63.0,62.0,62.0,61.0
2002-02-18,6.0,65.8,0.0,35.25,4.5,0,64.0,63.0,63.0,62.0,62.0,61.0,60.0
2002-02-19,5.0,65.2,0.0,35.3125,4.0,0,63.0,63.0,62.0,62.0,61.0,60.0,59.0
2002-02-20,5.0,64.4,0.0,35.40625,4.0,0,63.0,62.0,62.0,61.0,60.0,59.0,58.0
2002-02-21,4.0,63.8,0.0,35.4375,4.0,0,62.0,62.0,61.0,60.0,59.0,58.0,58.0
2002-02-22,5.0,63.2,0.0,35.46875,4.0,0,62.0,61.0,60.0,59.0,58.0,58.0,46.0
2002-02-23,4.0,62.8,0.0,35.4375,4.0,0,61.0,60.0,59.0,58.0,58.0,46.0,45.0
2002-02-24,4.0,62.2,0.0,35.46875,4.0,0,60.0,59.0,58.0,58.0,46.0,45.0,45.0
2002-02-25,4.0,61.6,0.0,35.40625,3.5,0,59.0,58.0,58.0,46.0,45.0,45.0,44.0
2002-02-26,5.0,60.8,0.0,35.15625,4.5,0,58.0,58.0,46.0,45.0,45.0,44.0,43.0
2002-02-27,5.0,60.0,0.0,34.9375,4.5,0,58.0,46.0,45.0,45.0,44.0,43.0,43.0
2002-02-28,5.0,59.2,0.0,34.75,4.5,0,46.0,45.0,45.0,44.0,43.0,43.0,41.0
2002-03-01,16.0,56.2,0.0,34.59375,4.5,0,45.0,45.0,44.0,43.0,43.0,41.0,41.0
2002-03-02,17.0,53.2,0.0,34.4375,4.5,0,45.0,44.0,43.0,43.0,41.0,41.0,41.0
2002-03-03,16.0,50.4,0.0,34.3125,4.5,0,44.0,43.0,43.0,41.0,41.0,41.0,41.0
2002-03-04,16.0,47.6,0.0,34.21875,4.0,0,43.0,43.0,41.0,41.0,41.0,41.0,41.0
2002-03-05,16.0,44.6,0.0,34.09375,4.0,0,43.0,41.0,41.0,41.0,41.0,41.0,39.0
2002-03-06,15.0,44.0,0.0,33.96875,4.0,0,41.0,41.0,41.0,41.0,41.0,39.0,37.0
2002-03-07,17.0,43.2,0.0,33.875,3.5,0,41.0,41.0,41.0,41.0,39.0,37.0,35.0
2002-03-08,5.0,42.4,0.0,34.0,4.0,0,41.0,41.0,41.0,39.0,37.0,35.0,35.0
2002-03-09,4.0,41.8,0.0,34.1875,4.5,0,41.0,41.0,39.0,37.0,35.0,35.0,35.0
2002-03-10,4.0,41.4,0.0,34.3125,4.5,0,41.0,39.0,37.0,35.0,35.0,35.0,35.0
2002-03-11,3.0,41.0,0.0,34.1875,4.5,0,39.0,37.0,35.0,35.0,35.0,35.0,32.0
2002-03-12,4.0,40.6,0.0,33.78125,8.5,0,37.0,35.0,35.0,35.0,35.0,32.0,32.0
2002-03-13,6.0,39.8,0.0,33.375,9.0,0,35.0,35.0,35.0,35.0,32.0,32.0,32.0
2002-03-14,6.0,38.6,0.0,33.0625,9.5,0,35.0,35.0,35.0,32.0,32.0,32.0,32.0
2002-03-15,6.0,37.4,0.0,32.6875,9.5,0,35.0,35.0,32.0,32.0,32.0,32.0,32.0
2002-03-16,6.0,36.2,0.0,32.28125,10.5,0,35.0,32.0,32.0,32.0,32.0,32.0,32.0
2002-03-17,6.0,35.4,0.0,31.84375,10.5,0,32.0,32.0,32.0,32.0,32.0,32.0,30.0
2002-03-18,9.0,34.4,0.0,31.375,10.5,0,32.0,32.0,32.0,32.0,32.0,30.0,30.0
2002-03-19,7.0,33.8,0.0,30.90625,10.5,0,32.0,32.0,32.0,32.0,30.0,30.0,30.0
2002-03-20,5.0,33.2,0.0,30.625,10.5,0,32.0,32.0,32.0,30.0,30.0,30.0,29.0
2002-03-21,3.0,32.6,0.0,30.3125,10.5,0,32.0,32.0,30.0,30.0,30.0,29.0,29.0
2002-03-22,3.0,32.0,0.0,29.9375,10.5,0,32.0,30.0,30.0,30.0,29.0,29.0,28.0
2002-03-23,3.0,32.0,0.0,29.625,10.5,0,30.0,30.0,30.0,29.0,29.0,28.0,28.0
2002-03-24,5.0,31.6,0.0,29.6875,11.0,0,30.0,30.0,29.0,29.0,28.0,28.0,27.0
2002-03-25,2.0,31.2,0.0,29.6875,11.0,0,30.0,29.0,29.0,28.0,28.0,27.0,25.0
2002-03-26,2.0,30.8,0.0,29.65625,11.0,0,29.0,29.0,28.0,28.0,27.0,25.0,25.0
2002-03-27,3.0,30.2,0.0,29.84375,11.0,0,29.0,28.0,28.0,27.0,25.0,25.0,25.0
2002-03-28,3.0,29.6,0.0,30.21875,11.0,0,28.0,28.0,27.0,25.0,25.0,25.0,25.0
2002-03-29,4.0,29.2,0.0,30.59375,11.0,0,28.0,27.0,25.0,25.0,25.0,25.0,25.0
2002-03-30,4.0,28.8,0.0,31.0625,11.0,0,27.0,25.0,25.0,25.0,25.0,25.0,25.0
2002-03-31,3.0,28.2,0.0,31.46875,11.0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2002-04-01,5.0,27.4,0.0,31.9375,11.0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2002-04-02,5.0,26.6,0.0,32.28125,11.0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2002-04-03,4.0,26.0,0.0,32.40625,11.0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2002-04-04,4.0,25.4,0.0,32.40625,11.0,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2002-04-05,3.0,25.0,0.0,32.1875,11.5,0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
2002-04-06,3.0,25.0,0.0,32.0,12.0,0,25.0,25.0,25.0,25.0,25.0,25.0,24.0
2002-04-07,2.0,25.0,0.0,31.875,12.0,0,25.0,25.0,25.0,25.0,25.0,24.0,24.0
2002-04-08,0.0,25.0,0.0,31.6875,12.0,0,25.0,25.0,25.0,25.0,24.0,24.0,24.0
2002-04-09,0.0,25.0,0.0,30.9375,12.0,0,25.0,25.0,25.0,24.0,24.0,24.0,24.0
2002-04-10,0.0,25.0,0.0,30.21875,12.0,0,25.0,25.0,24.0,24.0,24.0,24.0,24.0
2002-04-11,0.0,25.0,0.0,29.5,13.0,0,25.0,24.0,24.0,24.0,24.0,24.0,24.0
2002-04-12,0.0,25.0,0.0,28.59375,16.5,0,24.0,24.0,24.0,24.0,24.0,24.0,22.0
2002-04-13,1.0,24.8,0.0,27.75,16.5,0,24.0,24.0,24.0,24.0,24.0,22.0,22.0
2002-04-14,1.0,24.6,0.0,26.8125,18.0,0,24.0,24.0,24.0,24.0,22.0,22.0,22.0
2002-04-15,1.0,24.4,0.0,25.8125,17.0,0,24.0,24.0,24.0,22.0,22.0,22.0,20.0
2002-04-16,1.0,24.2,0.0,24.875,16.5,0,24.0,24.0,22.0,22.0,22.0,20.0,20.0
2002-04-17,1.0,24.0,1.0,23.8125,18.0,0,24.0,22.0,22.0,22.0,20.0,20.0,20.0
2002-04-18,1.0,24.0,1.0,23.03125,18.0,0,22.0,22.0,22.0,20.0,20.0,20.0,20.0
2002-04-19,3.0,23.6,1.0,22.4375,18.0,0,22.0,22.0,20.0,20.0,20.0,20.0,16.0
2002-04-20,2.0,23.2,1.0,21.90625,17.0,0,22.0,20.0,20.0,20.0,20.0,16.0,18.0
2002-04-21,2.0,22.8,1.0,21.25,18.5,0,20.0,20.0,20.0,20.0,16.0,18.0,21.0
2002-04-22,4.0,22.0,1.5,20.5625,17.5,0,20.0,20.0,20.0,16.0,18.0,21.0,23.0
2002-04-23,4.0,21.2,1.5,19.875,14.0,0,20.0,20.0,16.0,18.0,21.0,23.0,28.0
2002-04-24,4.0,20.8,2.0,19.03125,14.5,0,20.0,16.0,18.0,21.0,23.0,28.0,31.0
2002-04-25,4.0,20.4,2.5,17.875,19.0,1,16.0,18.0,21.0,23.0,28.0,31.0,31.0
2002-04-26,6.0,19.2,6.5,16.28125,25.5,2,18.0,21.0,23.0,28.0,31.0,31.0,37.0
2002-04-27,6.0,18.8,8.5,14.75,25.5,3,21.0,23.0,28.0,31.0,31.0,37.0,46.0
2002-04-28,6.0,19.0,8.5,13.4375,25.5,3,23.0,28.0,31.0,31.0,37.0,46.0,55.0
2002-04-29,7.0,19.6,8.5,12.125,25.5,3,28.0,31.0,31.0,37.0,46.0,55.0,91.0
2002-04-30,12.0,21.2,8.5,10.96875,25.5,3,31.0,31.0,37.0,46.0,55.0,91.0,166.0
2002-05-01,15.0,24.2,8.5,9.78125,24.5,3,31.0,37.0,46.0,55.0,91.0,166.0,298.0
2002-05-02,15.0,26.8,8.5,8.59375,21.0,3,37.0,46.0,55.0,91.0,166.0,298.0,322.0
2002-05-03,21.0,30.0,8.5,7.53125,21.0,3,46.0,55.0,91.0,166.0,298.0,322.0,402.0
2002-05-04,28.0,34.6,8.5,6.3125,19.5,3,55.0,91.0,166.0,298.0,322.0,402.0,448.0
2002-05-05,34.0,40.0,8.5,5.125,19.5,3,91.0,166.0,298.0,322.0,402.0,448.0,476.0
2002-05-06,68.0,52.0,8.5,4.0,19.5,3,166.0,298.0,322.0,402.0,448.0,476.0,481.0
2002-05-07,138.0,79.0,9.5,3.03125,19.5,3,298.0,322.0,402.0,448.0,476.0,481.0,474.0
2002-05-08,267.0,131.2,9.5,2.125,19.5,4,322.0,402.0,448.0,476.0,481.0,474.0,457.0
2002-05-09,291.0,186.4,9.5,1.21875,19.0,5,402.0,448.0,476.0,481.0,474.0,457.0,446.0
2002-05-10,365.0,255.8,10.0,0.46875,18.0,7,448.0,476.0,481.0,474.0,457.0,446.0,456.0
2002-05-11,402.0,327.2,10.0,0.03125,15.5,7,476.0,481.0,474.0,457.0,446.0,456.0,480.0
2002-05-12,421.0,389.2,10.0,0.03125,14.5,6,481.0,474.0,457.0,446.0,456.0,480.0,486.0
2002-05-13,390.0,425.8,10.0,0.03125,14.5,4,474.0,457.0,446.0,456.0,480.0,486.0,457.0
2002-05-14,315.0,456.2,10.0,0.03125,12.0,3,457.0,446.0,456.0,480.0,486.0,457.0,405.0
2002-05-15,183.0,467.2,10.0,0.03125,7.0,3,446.0,456.0,480.0,486.0,457.0,405.0,360.0
2002-05-16,159.0,466.8,10.0,0.0,0.5,3,456.0,480.0,486.0,457.0,405.0,360.0,343.0
2002-05-17,79.0,462.8,10.0,0.0,0.5,3,480.0,486.0,457.0,405.0,360.0,343.0,332.0
2002-05-18,35.0,462.6,10.0,0.0,0.5,3,486.0,457.0,405.0,360.0,343.0,332.0,341.0
2002-05-19,40.0,465.0,10.0,0.0,0.5,3,457.0,405.0,360.0,343.0,332.0,341.0,350.0
2002-05-20,40.0,465.0,10.0,0.0,0.5,3,405.0,360.0,343.0,332.0,341.0,350.0,366.0
2002-05-21,81.0,456.8,10.0,0.0,0.0,3,360.0,343.0,332.0,341.0,350.0,366.0,373.0
2002-05-22,126.0,437.6,10.0,0.0,0.0,3,343.0,332.0,341.0,350.0,366.0,373.0,373.0
2002-05-23,143.0,410.2,10.0,0.0,0.0,3,332.0,341.0,350.0,366.0,373.0,373.0,358.0
2002-05-24,154.0,379.4,10.0,0.0,0.0,3,341.0,350.0,366.0,373.0,373.0,358.0,348.0
2002-05-25,154.0,356.2,10.0,0.0,0.0,3,350.0,366.0,373.0,373.0,358.0,348.0,344.0
2002-05-26,154.0,345.2,10.0,0.0,0.0,3,366.0,373.0,373.0,358.0,348.0,344.0,353.0
2002-05-27,125.0,346.4,10.0,0.0,0.0,3,373.0,373.0,358.0,348.0,344.0,353.0,349.0
2002-05-28,73.0,352.4,10.0,0.0,0.0,3,373.0,358.0,348.0,344.0,353.0,349.0,343.0
2002-05-29,41.0,360.6,10.0,0.0,0.0,3,358.0,348.0,344.0,353.0,349.0,343.0,339.0
2002-05-30,41.0,364.0,10.0,0.0,0.0,3,348.0,344.0,353.0,349.0,343.0,339.0,339.0
2002-05-31,41.0,363.6,4.0,0.0,0.0,3,344.0,353.0,349.0,343.0,339.0,339.0,319.0
2002-06-01,32.0,359.2,4.0,0.0,0.0,3,353.0,349.0,343.0,339.0,339.0,319.0,288.0
2002-06-02,29.0,355.2,4.0,0.0,0.0,3,349.0,343.0,339.0,339.0,319.0,288.0,270.0
2002-06-03,29.0,350.4,4.0,0.0,0.0,3,343.0,339.0,339.0,319.0,288.0,270.0,278.0
2002-06-04,30.0,347.4,3.158482167381816,-0.0035639267894403796,0.057022828631046074,3,339.0,339.0,319.0,288.0,270.0,278.0,288.0
2002-06-05,34.0,345.6,3.158482167381816,-0.0078084390619547785,0.06791219636023038,3,339.0,319.0,288.0,270.0,278.0,288.0,278.0
2002-06-06,19.0,344.6,3.158482167381816,-0.023050725757650752,0.2438765871311356,3,319.0,288.0,270.0,278.0,288.0,278.0,262.0
2002-06-07,34.0,337.8,3.1770237334964895,-0.04190357854113862,0.3016456445358058,3,288.0,270.0,278.0,288.0,278.0,262.0,235.0
2002-06-08,65.0,325.6,1.6770237334964895,-0.06255414992352441,0.33040914211817274,3,270.0,278.0,288.0,278.0,262.0,235.0,232.0
2002-06-09,83.0,311.0,0.1770237334964896,-0.07811885444851341,0.33040914211817274,3,278.0,288.0,278.0,262.0,235.0,232.0,232.0
2002-06-10,79.0,298.8,0.1770237334964896,-0.09745642915722243,0.33040914211817274,3,288.0,278.0,262.0,235.0,232.0,232.0,229.0
2002-06-11,73.0,288.6,0.1993383929844348,-0.12384061246919105,0.422146932991498,3,278.0,262.0,235.0,232.0,232.0,229.0,229.0
2002-06-12,69.0,280.4,0.260557309208709,-0.16335539659282527,0.6322365459781478,3,262.0,235.0,232.0,232.0,229.0,229.0,220.0
2002-06-13,77.0,275.2,0.2673537999777711,-0.2091012366620612,0.7319334411077749,3,235.0,232.0,232.0,229.0,229.0,220.0,212.0
2002-06-14,84.0,268.2,0.2673537999777711,-0.24002818377855176,0.7319334411077749,3,232.0,232.0,229.0,229.0,220.0,212.0,202.0
2002-06-15,56.0,259.0,0.2813856194224336,-0.2528726327019124,0.7319334411077749,3,232.0,229.0,229.0,220.0,212.0,202.0,198.0
2002-06-16,56.0,247.8,0.2813856194224336,-0.2528726327019124,0.7319334411077749,3,229.0,229.0,220.0,212.0,202.0,198.0,217.0
2002-06-17,59.0,238.0,0.2813856194224336,-0.2528726327019124,0.7319334411077749,3,229.0,220.0,212.0,202.0,198.0,217.0,229.0
2002-06-18,59.0,231.4,0.2813856194224336,-0.2528726327019124,0.7319334411077749,3,220.0,212.0,202.0,198.0,217.0,229.0,263.0
2002-06-19,58.0,228.4,0.2813856194224336,-0.2528726327019124,0.7319334411077749,3,212.0,202.0,198.0,217.0,229.0,263.0,269.0
2002-06-20,50.0,224.4,0.2813856194224336,-0.24930870591247203,0.7319334411077749,3,202.0,198.0,217.0,229.0,263.0,269.0,242.0
2002-06-21,33.0,218.4,0.2813856194224336,-0.24506419363995763,0.7319334411077749,3,198.0,217.0,229.0,263.0,269.0,242.0,225.0
2002-06-22,34.0,212.2,0.2813856194224336,-0.22982190694426166,0.7319334411077749,3,217.0,229.0,263.0,269.0,242.0,225.0,211.0
2002-06-23,34.0,209.8,0.2813856194224336,-0.2109690541607738,0.7319334411077749,3,229.0,263.0,269.0,242.0,225.0,211.0,217.0
2002-06-24,31.0,211.6,0.2813856194224336,-0.190318482778388,0.7319334411077749,3,263.0,269.0,242.0,225.0,211.0,217.0,230.0
2002-06-25,65.0,221.8,0.2813856194224336,-0.174753778253399,0.7319334411077749,3,269.0,242.0,225.0,211.0,217.0,230.0,228.0
2002-06-26,71.0,235.2,0.2813856194224336,-0.15541620354469,0.7319334411077749,3,242.0,225.0,211.0,217.0,230.0,228.0,223.0
2002-06-27,71.0,244.0,0.2813856194224336,-0.12903202023272137,0.7319334411077749,3,225.0,211.0,217.0,230.0,228.0,223.0,212.0
2002-06-28,71.0,245.6,0.2813856194224336,-0.08951723610908713,0.7319334411077749,3,211.0,217.0,230.0,228.0,223.0,212.0,202.0
2002-06-29,71.0,242.0,0.2813856194224336,-0.043771396039851196,0.7319334411077749,3,217.0,230.0,228.0,223.0,212.0,202.0,182.0
2002-06-30,58.0,232.8,0.2813856194224336,-0.012844448923360646,0.7319334411077749,3,230.0,228.0,223.0,212.0,202.0,182.0,169.0
2002-07-01,58.0,225.0,0.2813856194224336,0.0,0.7319334411077749,3,228.0,223.0,212.0,202.0,182.0,169.0,160.0
2002-07-02,58.0,222.2,0.2813856194224336,0.0,0.7319334411077749,3,223.0,212.0,202.0,182.0,169.0,160.0,157.0
2002-07-03,58.0,221.8,0.2813856194224336,0.0,0.7319334411077749,3,212.0,202.0,182.0,169.0,160.0,157.0,157.0
2002-07-04,31.0,222.0,0.2813856194224336,0.0,0.4948311538638488,3,202.0,182.0,169.0,160.0,157.0,157.0,157.0
2002-07-05,28.0,219.0,0.2813856194224336,0.0,0.20551118277377034,3,182.0,169.0,160.0,157.0,157.0,157.0,152.0
2002-07-06,48.0,209.4,0.2813856194224336,0.0,0.0,3,169.0,160.0,157.0,157.0,157.0,152.0,142.0
2002-07-07,61.0,197.6,0.2813856194224336,0.0,0.0,3,160.0,157.0,157.0,157.0,152.0,142.0,136.0
2002-07-08,70.0,185.0,0.2813856194224336,0.0,0.0,3,157.0,157.0,157.0,152.0,142.0,136.0,122.0
2002-07-09,71.0,174.0,0.2813856194224336,0.0,0.0,3,157.0,157.0,152.0,142.0,136.0,122.0,112.0
2002-07-10,66.0,165.0,0.2813856194224336,0.0,0.0,3,157.0,152.0,142.0,136.0,122.0,112.0,105.0
2002-07-11,55.0,160.0,0.2813856194224336,0.0,0.0,3,152.0,142.0,136.0,122.0,112.0,105.0,98.0
2002-07-12,50.0,156.6,0.2813856194224336,0.0,0.0,3,142.0,136.0,122.0,112.0,105.0,98.0,91.0
2002-07-13,40.0,153.0,0.2813856194224336,0.0,0.0,3,136.0,122.0,112.0,105.0,98.0,91.0,84.0
2002-07-14,33.0,148.8,0.2813856194224336,0.0,0.0,3,122.0,112.0,105.0,98.0,91.0,84.0,82.0
2002-07-15,38.0,141.8,0.2813856194224336,0.0,0.0,3,112.0,105.0,98.0,91.0,84.0,82.0,79.0
2002-07-16,45.0,132.8,0.0,0.0,0.0,3,105.0,98.0,91.0,84.0,82.0,79.0,74.0
2002-07-17,52.0,123.4,0.0,0.0,0.0,3,98.0,91.0,84.0,82.0,79.0,74.0,69.0
2002-07-18,59.0,114.6,0.0,0.0,0.0,3,91.0,84.0,82.0,79.0,74.0,69.0,64.0
2002-07-19,61.0,105.6,0.0,0.0,0.0,3,84.0,82.0,79.0,74.0,69.0,64.0,58.0
2002-07-20,58.0,98.0,0.0,0.0,0.0,3,82.0,79.0,74.0,69.0,64.0,58.0,52.0
2002-07-21,54.0,92.0,0.0,0.0,0.0,3,79.0,74.0,69.0,64.0,58.0,52.0,49.0
2002-07-22,43.0,86.8,0.0,0.0,0.0,3,74.0,69.0,64.0,58.0,52.0,49.0,45.0
2002-07-23,38.0,82.0,0.0,0.0,0.0,3,69.0,64.0,58.0,52.0,49.0,45.0,39.0
2002-07-24,36.0,77.6,0.0,0.0,0.0,3,64.0,58.0,52.0,49.0,45.0,39.0,39.0
2002-07-25,34.0,73.6,0.0,0.0,0.0,3,58.0,52.0,49.0,45.0,39.0,39.0,38.0
2002-07-26,33.0,68.8,0.0,0.0,0.0,3,52.0,49.0,45.0,39.0,39.0,38.0,42.0
2002-07-27,32.0,63.4,0.0,0.0,0.0,3,49.0,45.0,39.0,39.0,38.0,42.0,48.0
2002-07-28,33.0,58.4,0.0,0.0,0.0,3,45.0,39.0,39.0,38.0,42.0,48.0,65.0
2002-07-29,34.0,53.6,0.0,0.0,0.0,3,39.0,39.0,38.0,42.0,48.0,65.0,62.0
2002-07-30,35.0,48.6,0.0,0.0,0.0,3,39.0,38.0,42.0,48.0,65.0,62.0,61.0
2002-07-31,30.0,44.8,0.0,0.0,0.0,3,38.0,42.0,48.0,65.0,62.0,61.0,59.0
2002-08-01,26.0,42.0,0.0,0.0,0.0,3,42.0,48.0,65.0,62.0,61.0,59.0,53.0
2002-08-02,20.0,40.6,0.0,0.0,0.0,3,48.0,65.0,62.0,61.0,59.0,53.0,44.0
2002-08-03,14.0,41.2,0.0,0.0,0.0,3,65.0,62.0,61.0,59.0,53.0,44.0,44.0
2002-08-04,27.0,46.4,0.0,0.0,0.0,3,62.0,61.0,59.0,53.0,44.0,44.0,39.0
2002-08-05,27.0,51.0,0.0,0.0,0.0,3,61.0,59.0,53.0,44.0,44.0,39.0,35.0
2002-08-06,27.0,55.6,0.0,0.0,0.0,3,59.0,53.0,44.0,44.0,39.0,35.0,33.0
2002-08-07,27.0,59.0,0.0,0.0,0.0,3,53.0,44.0,44.0,39.0,35.0,33.0,30.0
2002-08-08,27.0,60.0,0.0,0.0,0.0,3,44.0,44.0,39.0,35.0,33.0,30.0,28.0
2002-08-09,23.0,55.8,0.0,0.0,0.0,3,44.0,39.0,35.0,33.0,30.0,28.0,28.0
2002-08-10,21.0,52.2,0.0,0.0,0.0,3,39.0,35.0,33.0,30.0,28.0,28.0,28.0
2002-08-11,26.0,47.8,0.0,0.0,0.0,3,35.0,33.0,30.0,28.0,28.0,28.0,26.0
2002-08-12,27.0,43.0,0.0,0.0,0.0,3,33.0,30.0,28.0,28.0,28.0,26.0,22.0
2002-08-13,28.0,39.0,0.0,0.0,0.0,3,30.0,28.0,28.0,28.0,26.0,22.0,19.0
2002-08-14,29.0,36.2,0.0,0.0,0.0,3,28.0,28.0,28.0,26.0,22.0,19.0,18.0
2002-08-15,25.0,33.0,0.0,0.0,0.0,3,28.0,28.0,26.0,22.0,19.0,18.0,16.0
2002-08-16,16.0,30.8,0.0,0.0,0.0,3,28.0,26.0,22.0,19.0,18.0,16.0,13.0
2002-08-17,16.0,29.4,0.0,0.0,0.0,3,26.0,22.0,19.0,18.0,16.0,13.0,9.0
2002-08-18,13.0,28.0,0.0,0.0,0.0,3,22.0,19.0,18.0,16.0,13.0,9.0,9.0
2002-08-19,13.0,26.4,0.0,0.0,0.0,3,19.0,18.0,16.0,13.0,9.0,9.0,26.0
2002-08-20,14.0,24.6,0.0,0.0,0.0,3,18.0,16.0,13.0,9.0,9.0,26.0,19.0
2002-08-21,12.0,22.6,0.0,0.0,0.0,3,16.0,13.0,9.0,9.0,26.0,19.0,21.0
2002-08-22,12.0,20.2,0.0,0.0,0.0,3,13.0,9.0,9.0,26.0,19.0,21.0,23.0
2002-08-23,15.0,17.6,0.0,0.0,0.0,3,9.0,9.0,26.0,19.0,21.0,23.0,26.0
2002-08-24,19.0,15.0,0.0,0.0,0.0,3,9.0,26.0,19.0,21.0,23.0,26.0,23.0
2002-08-25,17.0,13.0,0.0,0.0,0.0,3,26.0,19.0,21.0,23.0,26.0,23.0,22.0
2002-08-26,17.0,14.6,0.0,0.0,0.0,3,19.0,21.0,23.0,26.0,23.0,22.0,25.0
2002-08-27,17.0,15.2,0.0,0.0,0.0,3,21.0,23.0,26.0,23.0,22.0,25.0,25.0
2002-08-28,17.0,16.8,0.0,0.0,0.0,3,23.0,26.0,23.0,22.0,25.0,25.0,25.0
2002-08-29,17.0,19.6,0.0,0.0,0.0,3,26.0,23.0,22.0,25.0,25.0,25.0,26.0
2002-08-30,17.0,23.0,0.0,0.0,0.0,3,23.0,22.0,25.0,25.0,25.0,26.0,32.0
2002-08-31,17.0,22.4,0.0,0.0,0.0,3,22.0,25.0,25.0,25.0,26.0,32.0,37.0
2002-09-01,17.0,23.0,0.0,0.0,0.0,3,25.0,25.0,25.0,26.0,32.0,37.0,42.0
2002-09-02,7.0,23.8,0.0,0.0,0.0,3,25.0,25.0,26.0,32.0,37.0,42.0,42.0
2002-09-03,7.0,24.2,0.0,0.0,0.0,3,25.0,26.0,32.0,37.0,42.0,42.0,35.0
2002-09-04,5.0,24.0,0.0,0.0,0.0,3,26.0,32.0,37.0,42.0,42.0,35.0,32.0
2002-09-05,4.0,24.6,0.0,0.0,0.0,3,32.0,37.0,42.0,42.0,35.0,32.0,42.0
2002-09-06,10.0,26.6,0.0,0.0,0.0,3,37.0,42.0,42.0,35.0,32.0,42.0,52.0
2002-09-07,15.0,29.0,0.0,0.0,0.0,3,42.0,42.0,35.0,32.0,42.0,52.0,60.0
2002-09-08,20.0,32.4,0.0,0.0,0.0,3,42.0,35.0,32.0,42.0,52.0,60.0,63.0
2002-09-09,17.0,35.8,0.0,0.0,0.0,3,35.0,32.0,42.0,52.0,60.0,63.0,55.0
2002-09-10,17.0,37.6,0.0,0.0,0.0,3,32.0,42.0,52.0,60.0,63.0,55.0,49.0
2002-09-11,17.0,37.6,0.0,0.0,0.0,3,42.0,52.0,60.0,63.0,55.0,49.0,40.0
2002-09-12,16.0,38.6,0.0,0.0,0.0,3,52.0,60.0,63.0,55.0,49.0,40.0,34.0
2002-09-13,20.0,40.6,0.0,0.0,0.0,3,60.0,63.0,55.0,49.0,40.0,34.0,29.0
2002-09-14,28.0,44.2,0.0,0.0,0.0,3,63.0,55.0,49.0,40.0,34.0,29.0,29.0
2002-09-15,31.0,49.8,0.0,0.0,0.0,3,55.0,49.0,40.0,34.0,29.0,29.0,34.0
2002-09-16,31.0,54.4,5.0,0.3125,5.0,3,49.0,40.0,34.0,29.0,29.0,34.0,55.0
